"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"411","2018-05-17 05:28:00-03","MO","MOBOT","2293585","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Bacigalupo, N. M.",NA,"María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3186","2002","3","9","Argentina","Misiones","Guaraní","Alrededores del Puente López, sobre el arroyo Yabotí","-53.9","-27.06666",NA,NA,NA,NA,NA,NA,"angustifolia","180.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2020-06-22 14:18:33-03","UNESP-IBILCE","SJRP","27425","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","W. Punt",NA,"J.M. Silva",NA,NA,NA,NA,"Brasil","Paraná","Tibagi","cânion Guartelá","-50.4136009216309","-24.5093994140625","56988","Árvore 6 m, fruto imaturo verde, capão;",NA,"auto",NA,NA,NA,NA,NA,"Tracheophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"413","2019-03-29 10:41:21-03","UFSM","HDCF","6442","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.",NA,"2003","11","15","Brasil","Rio Grande do Sul","Manoel Viana",NA,"-55.4827995300293","-29.5891990661621","43920",NA,NA,"auto","01","20",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2016-09-05 16:02:23-03","UFSM","HDCF","2644","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.","816","1987","08","27","Brasil","Rio Grande do Sul","Restinga Seca","Vila Jacuí","-53.375","-29.8132991790771","31252","Coletada na beira do rio Vacacaí Mirim. Madeira coletada",NA,"auto","01","25",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2019-03-29 10:41:21-03","UFSM","HDCF","6411","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.",NA,"2003","11","15","Brasil","Rio Grande do Sul","Manoel Viana","Barranca do rio Jacuí","-55.4827995300293","-29.5891990661621","43920",NA,NA,"auto","01","20",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2019-03-29 10:41:21-03","UFSM","HDCF","5591","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Denardi, L.",NA,"2005","12","26","Brasil","Rio Grande do Sul","Santa Maria","Passo do Verde","-53.8069000244141","-29.6842002868652","37819","Madeira coletada",NA,"auto","03","31",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2016-09-05 16:02:23-03","UFSM","HDCF","2692","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.","864","1987","08","27","Brasil","Rio Grande do Sul","Restinga Seca","Vila Jacuí","-53.375","-29.8132991790771","31252","Coletado na margem do Vacacaí Mirim",NA,"auto","01","25",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2019-03-29 10:41:21-03","UFSM","HDCF","4329","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.",NA,"1992","01","11","Brasil","Rio Grande do Sul","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131","18158","Ocorre locais pedregosos próximo leito do rio",NA,"auto","01","25",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-03-29 10:41:21-03","UFSM","HDCF","6438","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Longhi, S. J.",NA,"2003","11","15","Brasil","Rio Grande do Sul","Manoel Viana",NA,"-55.4827995300293","-29.5891990661621","43920",NA,NA,"auto","01","20",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-03-29 10:41:21-03","UFSM","HDCF","4885","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Figueira, M.","2016","Filho, A. A.",NA,"1991","10","31","Uruguai",NA,"Artigas","Pintado Grande",NA,NA,NA,NA,NA,NA,"01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-03-29 10:41:21-03","UFSM","HDCF","6183","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.)","Scipioni, M. C.","2011","Scipioni, M. C.",NA,"2011","02","24","Brasil","Rio Grande do Sul","Pantano Grande","Fazenda Boa Vista","-52.3736000061035","-30.1914005279541","34187","Fora da parcela",NA,"auto","02","24",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-03-29 10:41:21-03","UFSM","HDCF","5592","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.)","Marchiori, J. N. C.","2005","Denardi, L.",NA,"2005","12","26","Brasil","Rio Grande do Sul","Santa Maria","Passo do Verde","-53.8069000244141","-29.6842002868652","37819","Madeira coletada",NA,"auto","12","26",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2019-03-08 14:15:15-03","UNIOESTE","UNOP","9616","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Silva, D.R. da","2018","Silva, D.R. da; Piva, J.; Machado, C.; Piva, J.; Machado, C.","254","2018","04","05","Brasil","Paraná","Capitão Leônidas Marques","Futuro reservatório da UHE Baixo Iguaçu, entre as fozes do Córrego Leãozinho e do Rio Andrada.","-53.564458","-25.505792",NA,"Arbusto 2 m de altura. Folhas verde-discolores, glabras. Inflorescência verde. Frutos secos, ferrugíneos.",NA,NA,"11","15",NA,"249","249",NA,NA,NA,NA,NA,"-53.564458","-25.505792",NA,NA,NA,NA,NA,NA
"424","2018-04-19 15:15:12-03","UNIOESTE","UNOP","5122","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Ribas, O.S.","2006","Ribas, O.S.; Silva, J.M.; Silva, J.M.","7327","2006","06","30","Brasil","Paraná","Tunas do Paraná","Parque Estadual de Campinhos","-49.0858001708984","-24.9743995666504","41885","Arbusto, 1,50 m, flor creme-esverdeada. Margem do rio.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2018-09-12 14:48:09-03","UNIOESTE","UNOP","9335","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Silva, D.R. da","2018","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","590","2018","01","30","Brasil","Paraná","Capitão Leônidas Marques","Futura área do reservatório da UHE Baixo Iguaçu, próximo à foz do Córrego Leãozinho.","-53.577458","-25.515597",NA,"Árvore 6 m de altura. Ramos vináceos, lactescentes. Folhas variando de membranáceas a cartáceas, glabras, lactescentes. Frutos secos, tricocas, verdes.",NA,NA,"03","28",NA,"252","252",NA,NA,NA,NA,NA,"-53.577458","-25.515597",NA,NA,NA,NA,NA,NA
"426","2019-10-02 11:58:53-03","UNIOESTE","UNOP","10391","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Conceição, L.H.S.M.","2019","Conceição, L.H.S.M.; Hentz Junior, E.J.; Lima, L.C.P.; Hentz Junior, E.J.; Lima, L.C.P.","140","2019","09","24","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Cânion Iguaçu próx. ao rio Iguaçu","-54.440583","-25.685222",NA,"Arbusto encontrado entre rochas, folhas cartáceas, discolores, inflorescência amarela, frutos verdes a vináceos.",NA,NA,"09","24",NA,"117","117",NA,NA,NA,NA,NA,"-54.440583","-25.685222",NA,NA,NA,NA,NA,NA
"427","2018-04-19 15:15:12-03","UNIOESTE","UNOP","5099","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Punt, W.","2003","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1817","1996","12","13","Brasil","Paraná","Tibagi","Canion guartela municipio de tibagi parana .","-50.4136009216309","-24.5093994140625","56988","Árvore, 6 m, fruto imaturo verde. Capão.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-08-31 09:02:27-03","INPA","INPA","213107","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, LSDO","2014","Emygdio, L","2348","1966","07","30","Brasil","São Paulo","Rio Grande da Serra","Estreito","-46.3899993896484","-23.7399997711182","7673",NA,"INPA0213107","auto",NA,NA,NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"INPA0213107 INPA0213107_e",NA,NA,NA,NA,NA,NA,NA,NA
"429","2020-08-31 09:02:54-03","INPA","INPA","159705","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll.Arg.) Pax & K.Hoffm.","Smith, SF","1988","Wasum, RA","4795","1988","10","30","Brasil","Rio Grande do Sul","Caxias do Sul","Criuva - Ilheus. Beira da mata, junto ao rio.","-51.1794013977051","-29.1681003570557","49662",NA,"INPA0159705","auto",NA,NA,"angustifolia","800","800","Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"INPA0159705 INPA0159705_e",NA,NA,NA,NA,NA,NA,NA,NA
"430","2020-08-31 09:02:54-03","INPA","INPA","213023","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Emygdio, L","2688","1969","12","17","Brasil","São Paulo","Angatuba","Reserva Estadual.","-48.4099998474121","-23.4899997711182","29114",NA,"INPA0213023","auto",NA,NA,NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"INPA0213023 INPA0213023_e",NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-08-31 09:02:54-03","INPA","INPA","159705","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll.Arg.) Pax & K.Hoffm.","Smith, SF","1988","Wasum, RA","4795","1988","10","30","Brasil","Rio Grande do Sul","Caxias do Sul","Criuva - Ilheus. Beira da mata, junto ao rio.","-51.1794013977051","-29.1681003570557","49662",NA,"INPA0159705","auto",NA,NA,"angustifolia","800","800","Dicotyledon Com-Clade","Malpighiales","Southern America",NA,"INPA0159705 INPA0159705_e",NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-01-09 21:48:28-03","UNICENTRO","HUCO","0643","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"Lovato, M.C.","144","2003","08","29","Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264","63728","FUEL 36193; Arbusto, 2 m, flores verdes, caules novos vermelhos&nf;; DESC: Arbusto, 2 m, flores verdes, caules novos vermelhos","HUCO000643","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-06-15 15:30:30-03","UNESP-RC","HRCB","50550","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"Tameirão Neto, E.","3661","2003","11","06","Brasil","Minas Gerais","Luminárias","PCH Cachoeira da Fumaça","-44.9033012390137","-21.511100769043","19291","Arbustivo",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2017-12-06 12:32:32-02","UFLA","ESAL","29360","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull. Arg.","Oliveira, L",NA,"Oliveira Filho, AT","s.n.","1990","03","29","Brasil","Minas Gerais","Itutinga","Fazenda Ouro Grosso, Mata ciliar","-44.6577987670898","-21.2980995178223","24458","Arbusto 3,5m.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2018-10-09 16:31:18-03","UFLA","ESAL","27717","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull. Arg.","A. Laurênio",NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Estrada Ponte do Funil","-44.999444","-21.245278",NA,"arbusto; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"436","2017-11-24 14:10:40-02","UFLA","ESAL","27718","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull. Arg.","A. Laurênio",NA,"Vilela, EA; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Faz. Patrimônio",NA,NA,NA,"arbusto; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2017-12-06 12:32:32-02","UFLA","ESAL","29358","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull. Arg.","Oliveira, L","2016","Tameirão Neto, E; Werneck, MS","807","1991","12","14","Brasil","Minas Gerais","Bom Sucesso","Eixo UHE Funil, Mata Ciliar","-44.7580986022949","-21.0331001281738","22016","Árvore",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2017-11-24 14:10:40-02","UFLA","ESAL","27721","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull. Arg.","A. Laurênio",NA,"Botrel, RT","063",NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914","16664","; ; ;",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2017-11-24 14:10:41-02","UFLA","ESAL","12184","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.",NA,NA,"Vilela, EA; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Macaia","-44.7580986022949","-21.0331001281738","22016","árvore; 4.0; ; verde; floresta",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2017-11-24 14:10:41-02","UFLA","ESAL","16445","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.",NA,NA,"Rodrigues, LA; et al.","286",NA,NA,NA,"Brasil","Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043","19291","arbusto; 3m; ;",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2019-11-07 11:44:30-03","FUVATES","HVAT","3832","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","E. Freitas","2013","G. L. Ely Jr","s.n.","2013","05","06","Brasil","Rio Grande do Sul","Encantado","Linha Pinheirinho, Mata Ciliar do Rio Taquari.","-51.880278","-29.215",NA,"Arbóreo.; Mata Ciliar.","HVAT00003832",NA,"05","06",NA,NA,NA,NA,NA,NA,NA,NA,"-51º52'49''W","-29º12'54''S",NA,NA,NA,NA,NA,NA
"442","2019-11-07 11:44:30-03","FUVATES","HVAT","3550","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","E. Freitas","2014","G. L. Ely Jr","s.n.","2013","10","04","Brasil","Rio Grande do Sul","Roca Sales","Linha Bento Gonçalves, Mata Ciliar do Rio Taquari.","-51.854167","-29.235278",NA,"Mata Ciliar.","HVAT00003550",NA,"01","17",NA,NA,NA,NA,NA,NA,NA,NA,"-51º51'15''W","-29º14'7''S",NA,NA,NA,NA,NA,NA
"443","2019-11-07 11:44:30-03","FUVATES","HVAT","4153","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Mull. Arg,","E. Freitas","2013","L. Scherer","s.n.","2013","01","18","Brasil","Rio Grande do Sul","Bom Retiro do Sul","Pedreira, na margem do Rio Taquari.","-51.959444","-29.626111",NA,"arbóreo; mata ciliar do Rio Taquari","HVAT00004153",NA,"01","18",NA,NA,NA,NA,NA,NA,NA,NA,"-51º57'34''W","-29º37'34''S",NA,NA,NA,NA,NA,NA
"444","2019-11-07 11:44:30-03","FUVATES","HVAT","4263","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Mull. Arg,","E. Freitas","2013","G. B. Scherer","s.n.","2013","04","03","Brasil","Rio Grande do Sul","Bom Retiro do Sul","Pedreira, margem do Rio Taquari.","-51.943056","-29.608889",NA,"Arbórea; Mata ciliar do Rio Taquari, bem na margem do rio.","HVAT00004263",NA,"04","03",NA,NA,NA,NA,NA,NA,NA,NA,"-51º56'35''W","-29º36'32''S",NA,NA,NA,NA,NA,NA
"445","2019-12-19 11:18:43-03","UFG","UFG","61312","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Sodré, R.C.","2013","Silva, M.J.; et al.","4781","2013","03","08","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.836139","-14.157556",NA,"Arbusto, ca. 1,7 metros de altura, caule esverdeado, com porçoes jovens vinaceos, ramos com estremidades pontiagudas, flores pistiladas avermelhadas, flores estaminadas amarelo-avermelhadas.","UFG0061312",NA,"03","08",NA,"920","920",NA,NA,NA,NA,"UFG0061312","-47.836139","-14.157556",NA,NA,NA,NA,NA,NA
"446","2020-04-24 12:31:16-03","UFG","UFG","61313","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Sodré, R.C.","2013","Silva, M.J.; et al.","4787","2013","03","08","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.848611","-14.154833",NA,"Arbusto, ca. de 2,7 metros de altura, caule esverdeado, com porções jovens vinaces.","UFG0061313",NA,"03","08",NA,"816","816",NA,NA,NA,NA,"UFG0061313","-47.848611","-14.154833",NA,NA,NA,NA,NA,NA
"447","2019-12-19 11:18:43-03","UFG","UFG","61314","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Sodré, R.C.","2013","Silva, M.J.; et al.","4788","2013","03","08","Brasil","Goiás","Cavalcante",NA,"-47.851389","-14.154833",NA,"Arbusto, cerca 2,8 metros de altura, caule esverdeado.","UFG0061314",NA,"03","08",NA,"816","816",NA,NA,NA,NA,"UFG0061314","-47.851389","-14.154833",NA,NA,NA,NA,NA,NA
"448","2019-12-19 11:18:43-03","UFG","UFG","61315","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Sodré, R.C.","2013","Sodré, R.C.; et al.","816","2013","08","02","Brasil","Goiás","Cavalcante","Parque Nacional da Chapada dos Veadeiros","-47.755833","-14.907222",NA,"Arbusto ca. 2,5 metros de altura, pecíolo e frutos vináceos.","UFG0061315",NA,"08","02",NA,"1104","1104",NA,NA,NA,NA,"UFG0061315","-47.755833","-14.907222",NA,NA,NA,NA,NA,NA
"449","2019-12-19 11:18:48-03","UFG","UFG","45802","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Assumpção, M.Z.","2009","Francisco, E.M.","388","1999","01","14","Brasil","Paraná","Ibiporã",NA,"-51.0480995178223","-23.2691993713379","20625",NA,"UFG0045802","auto","09","24",NA,NA,NA,NA,NA,NA,NA,"UFG0045802",NA,NA,NA,NA,NA,NA,NA,NA
"450","2021-02-04 10:27:33-03","UFRPE","HST","1009","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.",NA,"2017","S.Tavares","1009","1962","09","05","Brasil","Pernambuco","Goiana",NA,"-35.002498626709","-7.56056022644043","22853","Pouco frequente. Inflorescências amareladas. Látex branco.","HST001009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2021-03-01 11:55:06-03","UFPE","UFP","27162","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Hatschbach, G","1999","Silva, JM; Soares, A; Maschio, W","UFP27162","1999","11","01","Brasil","Paraná","Cruzeiro do Iguaçu",NA,"-53.127799987793","-25.6156005859375","12520","Arbusto, 1,80m. Sobre rochas ao longo so rio encachoeirado.; Arbusto, 1,80m. Sobre rochas ao longo so rio encachoeirado.","UFP027162","auto",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-09-12 05:00:02-03","US","US","931101","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"E. H. Ule","735","1888","4",NA,"Brazil","Santa Catarina",NA,"Ufer des Itajahy bei Blumenau",NA,NA,NA,NA,"US01291862",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291862_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"453","2020-09-12 05:00:02-03","US","US","2444935","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Reitz & R. M. Klein","12130","1962","1","27","Brazil","Paraná",NA,"Sete Quedas, Guaira",NA,NA,NA,NA,"US01291851",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291851_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"454","2020-09-12 05:00:02-03","US","US","2509110","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Hatschbach & H. Haas","13937","1966","3","2","Brazil","Paraná",NA,"Lageado 5 Reis (mun. Jaguariaiva) PR.",NA,NA,NA,NA,"US01291849",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291849_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"455","2020-09-12 05:00:02-03","US","US","1066017","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. Wetmore","868","1921","2","5","Uruguay","Rocha",NA,"Lazcano, District of Rocha.",NA,NA,NA,NA,"US01291845",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"456","2020-09-12 05:00:02-03","US","US","3222372","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. Lourteig","2318","1967","12","17","Brazil","Santa Catarina",NA,"Mun. Ascurra, Subida.",NA,NA,NA,NA,"US01291856",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291856_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"457","2020-09-12 05:00:02-03","US","US","2324927","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Hatschbach","6585","1959","11","28","Brazil","Paraná",NA,"Arapoti. Fda. do Tigre.",NA,NA,NA,NA,"US01291846",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291846_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"458","2020-09-12 05:00:02-03","US","US","2641297","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"J. Lindemann & J. H. Haas","4446","1967","1","24","Brazil","Paraná",NA,"Guaira, 7 Quedas. Island in rapids.",NA,NA,NA,NA,"US01291848",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291848_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"459","2020-09-12 05:00:02-03","US","US","2438855","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Reitz & R. M. Klein","16309","1963","9","14","Brazil","Santa Catarina",NA,"Vacas Gordas, Lajes",NA,NA,NA,NA,"US01291858",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291858_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"460","2020-09-12 05:00:02-03","US","US","3371877","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Wasum","12846","1988","11","13","Brazil","Rio Grande do Sul",NA,"Mun. de Cristal - Balneario Rio Camaqua","-52.0506","-31.0089",NA,NA,"US01291864",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291864_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"461","2020-09-12 05:00:02-03","US","US","1185373","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. F. M. Glaziou","22099",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"US01291837",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291837_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
