"","threat.status","search.str"
"776","LC","Brasiliopuntia brasiliensis"
"777","NT","Brasiliorchis consanguinea"
"778","LC","Brasiliorchis phoenicanthera"
"779","EN","Brasiliorchis schunkeana"
"780","VU","Brassia arachnoidea"
"781","VU","Braunia plicata"
"782","LC","Braunia subincana"
"783","EN","Briza brasiliensis"
"784","EN","Briza itatiaiae"
"785","LC","Briza juergensii"
"786","CR","Briza parodiana"
"787","EN","Briza scabra"
"788","LC","Bromelia balansae"
"789","CR","Bromelia braunii"
"790","VU","Bromelia exigua"
"791","VU","Bromelia macedoi"
"792","EN","Bromeliophila natans"
"793","NT","Brosimum glaucum"
"794","LC","Brosimum glaziovii"
"795","LC","Brosimum lactescens"
"796","VU","Brunfelsia rupestris"
"797","LC","Bryopteris diffusa"
"798","LC","Bryopteris filicina"
"799","NT|VU","Buchenavia hoehneana"
"800","LC|LC","Buchenavia iguaratensis"
"801","LC|LC","Buchenavia kleinii"
"802","NT|VU","Buchenavia pabstii"
"803","VU","Buchenavia parvifolia subsp. rabelloana"
"804","VU","Buchenavia rabelloana"
"805","LC","Buchnera amethystina"
"806","LC","Buchnera integrifolia"
"807","LC","Buchnera juncea"
"808","LC","Buchnera longifolia"
"809","CR","Buddleja longiflora"
"810","VU","Buddleja speciosissima"
"811","CR","Bulbophyllum arianeae"
"812","EN","Bulbophyllum boudetiana"
"813","EN","Bulbophyllum boudetianum"
"814","LC","Bulbophyllum campos-portoi"
"815","LC","Bulbophyllum cantagallense"
"816","LC","Bulbophyllum chloroglossum"
"817","LC","Bulbophyllum exaltatum"
"818","LC","Bulbophyllum gladiatum"
"819","VU","Bulbophyllum kautskyi"
"820","LC","Bulbophyllum plumosum"
"821","LC","Bulbophyllum tripetalum"
"822","LC","Bulbophyllum weddellii"
"823","VU","Bulbostylis distichoides"
"824","LC","Bulbostylis fendleri"
"825","NT","Bulbostylis latifolia"
"826","LC","Bulbostylis loefgrenii"
"827","NT","Bulbostylis lombardii"
"828","VU","Bulbostylis nesiotis"
"829","EN","Bulbostylis smithii"
"830","NT","Bunchosia acuminata"
"831","CR","Bunchosia itacarensis"
"832","VU","Bunchosia macilenta"
"833","LC","Bunchosia maritima"
"834","LC","Bunchosia pallescens"
"835","EN","Bunchosia pernambucana"
"836","DD","Burmannia aprica"
"837","LC","Burmannia bicolor"
"838","LC","Burmannia damazii"
"839","LC","Burmannia flava"
"840","VU","Bursera simaruba"
"841","LC","Butia archeri"
"842","VU","Butia capitata"
"843","VU","Butia eriospatha"
"844","DD","Butia leiospatha"
"845","CR","Butia leptospatha"
"846","VU","Butia microspadix"
"847","LC","Butia paraguayensis"
"848","EN","Butia purpurascens"
"849","VU","Butia yatay"
"850","VU","Byrsonima alvimii"
"851","NT","Byrsonima bahiana"
"852","LC","Byrsonima blanchetiana"
"853","VU","Byrsonima brachybotrya"
"854","NT","Byrsonima cacaophila"
"855","EN","Byrsonima cipoensis"
"856","LC","Byrsonima coccolobifolia"
"857","EN","Byrsonima cordifolia"
"858","CR","Byrsonima fonsecae"
"859","VU","Byrsonima hatschbachii"
"860","LC","Byrsonima japurensis"
"861","EN","Byrsonima lanulosa"
"862","NT","Byrsonima macrophylla"
"863","EN","Byrsonima microphylla"
"864","NT","Byrsonima morii"
"865","EN","Byrsonima onishiana"
"866","LC","Byrsonima rigida"
"867","LC","Byrsonima variabilis"
"868","LC","Byttneria catalpifolia subsp. sidaefolia"
"869","DD","Byttneria implacabilis"
"870","LC","Byttneria oblongata"
"871","LC","Byttneria scabra"
"872","EN","Caatinganthus rubropappus"
"873","LC","Cabomba aquatica"
"874","LC","Cabomba caroliniana"
"875","LC","Cabomba furcata"
"876","EN","Caesalpinia echinata"
"877","NT","Calathea aemula"
"878","DD","Calathea bella"
"879","LC","Calathea brasiliensis"
"880","LC","Calathea cylindrica"
"881","DD","Calathea fatimae"
"882","LC","Calathea longibracteata"
"883","LC","Calathea monophylla"
"884","LC","Calathea sciuroides"
"885","DD","Calathea singularis"
"886","EN","Calathea tuberosa"
"887","EN","Calathea widgrenii"
"888","DD","Calathea wiotii"
"889","LC","Calathea zebrina"
"890","CR","Calea abbreviata"
"891","VU","Calea acaulis"
"892","CR","Calea brittoniana"
"893","LC","Calea clausseniana"
"894","LC","Calea clematidea"
"895","LC","Calea cymosa"
"896","VU","Calea gentianoides"
"897","EN","Calea heteropappa"
"898","EN","Calea irwinii"
"899","EN","Calea kristiniae"
"900","LC","Calea lantanoides"
"901","NT","Calea polycephala"
"902","LC","Calea serrata"
"903","EN","Calibrachoa eglandulata"
"904","EN","Calibrachoa elegans"
"905","EN","Calibrachoa humilis"
"906","DD","Calibrachoa serrulata"
"907","VU","Calibrachoa spathulata"
"908","EN","Calliandra carrascana"
"909","EN","Calliandra gardneri"
"910","DD","Calliandra imbricata"
"911","VU","Calliandra linearis"
"912","DD","Calliandra santosiana"
"913","VU","Calliandra semisepulta"
"914","DD","Callianthe monteiroi"
"915","LC","Callisia monandra"
"916","VU","Callisthene erythroclada"
"917","EN","Callisthene inundata"
"918","EN","Calycolpus australis"
"919","VU","Calycolpus legrandii"
"920","EN","Calyculogygas uruguayensis"
"921","EN","Calyptraemalva catharinensis"
"922","LC","Calyptranthes concinna"
"923","DD","Calyptranthes dryadica"
"924","VU","Calyptranthes fusiformis"
"925","EN","Calyptranthes hatschbachii"
"926","EN","Calyptranthes obovata"
"927","DD","Calyptranthes pereireana"
"928","VU","Calyptranthes pileata"
"929","VU","Calyptranthes restingae"
"930","NT","Calyptranthes rubella"
"931","LC","Camarea affinis"
"932","LC","Camarea axillaris"
"933","VU","Camarea elongata"
"934","LC","Camarea ericoides"
"935","LC","Camarea hirsuta"
"936","EN","Camarea humifusa"
"937","CR","Camarea linearifolia"
"938","LC","Camaridium micranthum"
"939","EN","Cambajuva ulei"
"940","VU","Cambessedesia atropurpurea"
"941","VU","Cambessedesia cambessedesioides"
"942","LC","Cambessedesia eichleri"
"943","DD","Cambessedesia glaziovii"
"944","EN","Cambessedesia gracilis"
"945","EN","Cambessedesia hermogenesii"
"946","LC","Cambessedesia hilariana"
"947","EN","Cambessedesia pityrophylla"
"948","EN","Cambessedesia salviifolia"
"949","VU","Cambessedesia semidecandra"
"950","DD","Cambessedesia striatella"
"951","VU","Cambessedesia weddellii"
"952","VU","Cambessedesia wurdackii"
"953","LC","Campomanesia aromatica"
"954","CR","Campomanesia espiritosantensis"
"955","LC","Campomanesia eugenioides"
"956","EN","Campomanesia hirsuta"
"957","LC","Campomanesia ilhoensis"
"958","LC","Campomanesia laurifolia"
"959","DD","Campomanesia lundiana"
"960","VU","Campomanesia macrobracteolata"
"961","LC","Campomanesia neriiflora"
"962","LC","Campomanesia phaea"
"963","EN","Campomanesia prosthecesepala"
"964","LC","Campomanesia pubescens"
"965","VU","Campomanesia reitziana"
"966","LC","Campomanesia rufa"
"967","LC","Campomanesia schlechtendaliana"
"968","LC","Campomanesia sessiliflora"
"969","LC","Campomanesia viatoris"
"970","LC","Campomanesia xanthocarpa"
"971","LC","Camptosema isopetalum"
"972","VU","Campuloclinium parvulum"
"973","LC","Campuloclinium riedelii"
"974","LC","Campylocentrum crassirhizum"
"975","LC","Campylocentrum densiflorum"
"976","LC","Campylocentrum neglectum"
"977","LC","Campylocentrum parahybunense"
"978","EN","Campylocentrum pernambucense"
"979","LC","Campyloneurum decurrens"
"980","EN","Campylopus densicoma"
"981","LC","Canastra aristella"
"982","CR","Canastra lanceolata"
"983","VU","Canistropsis albiflora"
"984","CR","Canistropsis elata"
"985","LC","Canistropsis microps"
"986","EN","Canistrum alagoanum"
"987","EN","Canistrum aurantiacum"
"988","EN","Canistrum camacaense"
"989","CR","Canistrum fosterianum"
"990","EN","Canistrum guzmanioides"
"991","EN","Canistrum montanum"
"992","VU","Canistrum pickelii"
"993","EN","Canistrum triangulare"
"994","LC","Cantinoa althaeifolia"
"995","LC","Capanemia adelaidae"
"996","DD|LC","Capanemia fluminensis"
"997","LC","Capanemia gehrtii"
"998","LC","Capanemia micromera"
"999","LC","Capanemia superflua"
"1000","DD|LC","Capanemia therezae"
"1001","DD|LC","Capanemia thereziae"
"1002","VU","Caperonia buettneriacea"
"1003","LC","Caperonia palustris"
"1004","VU","Carapichea ipecacuanha"
"1005","LC","Cardiospermum corindum"
"1006","EN","Cariniana ianeirensis"
"1007","EN","Cariniana legalis"
"1008","EN","Cariniana parvifolia"
"1009","DD","Cariniana penduliflora"
"1010","LC","Carolus chlorocarpus"
"1011","LC","Caryocar brasiliense"
"1012","LC","Caryocar coriaceum"
"1013","LC","Caryocar edule"
"1014","LC","Casearia gossypiosperma"
"1015","LC","Casearia lasiophylla"
"1016","VU","Casearia paranaensis"
"1017","LC","Casearia pauciflora"
"1018","EN","Castela tweedii"
"1019","LC","Castelnavia multipartita"
"1020","NT","Catasetum atratum"
"1021","LC","Catasetum cernuum"
"1022","LC","Catasetum fimbriatum"
"1023","EN","Catasetum mattosianum"
"1024","LC","Catasetum purum"
"1025","NT","Catasetum uncatum"
"1026","CR","Catolesia mentiens"
"1027","VU","Cattleya aclandiae"
"1028","CR","Cattleya alaorii"
"1029","NT","Cattleya amethystoglossa"
"1030","NT","Cattleya bicolor"
"1031","VU","Cattleya brevipedunculata"
"1032","EN","Cattleya briegeri"
"1033","EN","Cattleya caulescens"
"1034","LC","Cattleya cernua"
"1035","LC","Cattleya cinnabarina"
"1036","LC","Cattleya coccinea"
"1037","VU","Cattleya crispa"
"1038","NT","Cattleya crispata"
"1039","EN","Cattleya dormaniana"
"1040","CR","Cattleya endsfeldzii"
"1041","EN","Cattleya ghillanyi"
"1042","CR","Cattleya gloedeniana"
"1043","VU|CR","Cattleya granulosa"
"1044","VU","Cattleya guttata"
"1045","VU","Cattleya harpophylla"
"1046","VU","Cattleya harrisoniana"
"1047","EN","Cattleya hoehnei"
"1048","VU","Cattleya intermedia"
"1049","EN","Cattleya jongheana"
"1050","CR","Cattleya kautskyana"
"1051","VU","Cattleya labiata"
"1052","EN","Cattleya lobata"
"1053","CR","Cattleya milleri"
"1054","CR","Cattleya munchowiana"
"1055","CR","Cattleya neokautskyi"
"1056","NT","Cattleya nobilior"
"1057","VU","Cattleya perrinii"
"1058","CR","Cattleya porphyroglossa"
"1059","VU","Cattleya pumila"
"1060","VU","Cattleya purpurata"
"1061","EN","Cattleya pygmaea"
"1062","EN","Cattleya schilleriana"
"1063","VU|CR","Cattleya schofieldiana"
"1064","EN","Cattleya sincorana"
"1065","EN","Cattleya tenebrosa"
"1066","EN","Cattleya tenuis"
"1067","VU","Cattleya tigrina"
"1068","VU","Cattleya velutina"
"1069","LC","Cattleya virens"
"1070","VU","Cattleya walkeriana"
"1071","VU","Cattleya warneri"
"1072","EN","Cattleya wittigiana"
"1073","EN","Cattleya xanthina"
"1074","LC","Cavanillesia umbellata"
"1075","LC","Cayaponia bonariensis"
"1076","LC","Cayaponia espelina"
"1077","DD","Cayaponia pedata"
"1078","DD","Cayaponia rugosa"
"1079","LC","Cayaponia trilobata"
"1080","VU","Cedrela fissilis"
"1081","EN","Cedrela lilloi"
"1082","VU","Cedrela odorata"
"1083","LC","Ceiba jasminodora"
"1084","LC","Celosia grandifolia"
"1085","LC","Celtis ehrenbergiana"
"1086","CR","Centroglossa castellensis"
"1087","LC","Centroglossa macroceras"
"1088","LC","Centroglossa tripollinica"
"1089","EN","Centrolobium paraense"
"1090","LC","Centrolobium sclerophyllum"
"1091","LC","Centrolobium tomentosum"
"1092","LC","Centrosema bracteosum"
"1093","VU","Centrosema carajasense"
"1094","DD","Centrosema jaraguaense"
"1095","LC","Centrosema pubescens"
"1096","LC","Centrosema sagittatum"
"1097","DD","Centrosema teresae"
"1098","LC","Cephalozia crassifolia"
"1099","VU","Ceradenia capillaris"
"1100","EN","Ceradenia glaziovii"
"1101","CR","Ceradenia warmingii"
"1102","NT","Ceratophyllum submersum"
"1103","LC","Ceratosanthes hilariana"
"1104","VU","Cereus mirabella"
"1105","LC","Cestrum tubulosum"
"1106","DD","Chaetostoma cupressimum"
"1107","DD","Chaetostoma cupressinum"
"1108","NT","Chaetostoma fastigiatum"
"1109","VU","Chaetostoma flavum"
"1110","CR","Chaetostoma inerme"
"1111","EN","Chaetostoma scoparium"
"1112","LC","Chaetostoma selagineum"
"1113","NT","Chaetostoma stenocladon"
"1114","DD","Chamaecrista adamantina"
"1115","EN","Chamaecrista altoana"
"1116","EN","Chamaecrista anamariae"
"1117","DD","Chamaecrista aristata"
"1118","EN","Chamaecrista atroglandulosa"
"1119","LC","Chamaecrista belemii"
"1120","DD","Chamaecrista brevicalyx var. elliptica"
"1121","DD","Chamaecrista caiapo"
"1122","DD","Chamaecrista caracensis"
"1123","DD","Chamaecrista catapodia"
"1124","DD","Chamaecrista catiarae"
"1125","VU","Chamaecrista catolesensis"
"1126","DD","Chamaecrista centiflora"
"1127","DD","Chamaecrista choriophylla"
"1128","VU","Chamaecrista cipoana"
"1129","VU","Chamaecrista coradinii"
"1130","CR","Chamaecrista coriacea"
"1131","DD","Chamaecrista deltoidea"
"1132","DD","Chamaecrista dentata"
"1133","NT","Chamaecrista dumalis"
"1134","EN","Chamaecrista ericifolia"
"1135","VU","Chamaecrista fodinarum"
"1136","DD","Chamaecrista fuscescens"
"1137","DD","Chamaecrista geraldii"
"1138","DD","Chamaecrista gumminans"
"1139","EN","Chamaecrista gymnothyrsa"
"1140","EN","Chamaecrista hatschbachii"
"1141","CR","Chamaecrista itabiritoana"
"1142","DD","Chamaecrista ixodes"
"1143","CR","Chamaecrista lagotois"
"1144","VU","Chamaecrista lavradioides"
"1145","DD","Chamaecrista leucopilis"
"1146","LC","Chamaecrista linearifolia"
"1147","EN","Chamaecrista macedoi"
"1148","VU","Chamaecrista ochrosperma"
"1149","DD","Chamaecrista pachyclada"
"1150","EN","Chamaecrista phyllostachya"
"1151","DD","Chamaecrista pilicarpa"
"1152","DD","Chamaecrista polymorpha"
"1153","DD","Chamaecrista psoraleopsis"
"1154","LC","Chamaecrista semaphora"
"1155","EN","Chamaecrista simplifacta"
"1156","VU","Chamaecrista stillifera"
"1157","DD","Chamaecrista strictifolia"
"1158","VU","Chamaecrista tephrosiifolia"
"1159","LC","Chamaecrista trachycarpa"
"1160","CR","Chamaecrista ulmea"
"1161","EN","Chamaecrista vauthieri"
"1162","DD","Chamaecrista virginis"
"1163","LC","Chamaeranthemum beyrichii"
"1164","LC","Chamissoa acuminata"
"1165","DD","Chamissoa acuminata var. maximilianii"
"1166","LC","Chamissoa altissima"
"1167","CR","Chaptalia chapadensis"
"1168","VU","Chaptalia cordifolia"
"1169","CR","Chaptalia hermogenis"
"1170","LC","Chaptalia martii"
"1171","EN","Chascolytrum brasilense"
"1172","CR","Chascolytrum bulbosum"
"1173","EN","Chascolytrum itatiaiae"
"1174","CR","Chascolytrum parodianum"
"1175","EN","Chascolytrum scabrum"
"1176","LC","Chaubardia surinamensis"
"1177","NT","Cheilanthes goyazensis"
"1178","EN","Cheilanthes incisa"
"1179","EN","Cheilanthes juergensii"
"1180","EN","Cheilanthes regnelliana"
"1181","LC","Cheiroglossa palmata"
"1182","CR","Chiococca insularis"
"1183","LC","Chionanthus filiformis"
"1184","CR","Chionanthus fluminensis"
"1185","NT","Chionanthus micranthus"
"1186","VU","Chionanthus subsessilis"
"1187","CR","Chionanthus tenuis"
"1188","VU","Chionolaena lychnophorioides"
"1189","EN","Chiropetalum foliosum"
"1190","VU","Chiropetalum gymnadenium"
"1191","VU","Chiropetalum tricoccum"
"1192","EN","Chloraea membranacea"
"1193","DD","Chloroleucon extortum"
"1194","NT","Chloroleucon tortum"
"1195","CR","Chomelia modesta"
"1196","DD","Chondrodendron platiphyllum"
"1197","EN","Chresta souzae"
"1198","LC","Chresta sphaerocephala"
"1199","LC","Christensonella pumila"
"1200","EN","Chromolaena angusticeps"
"1201","EN","Chromolaena arrayana"
"1202","LC","Chromolaena barbacensis"
"1203","EN","Chromolaena costatipes"
"1204","LC","Chromolaena elliptica"
"1205","DD","Chromolaena latisquamulosa"
"1206","EN","Chromolaena paraguariensis"
"1207","EN","Chromolaena rhinanthacea"
"1208","LC","Chromolucuma rubriflora"
"1209","VU","Chronopappus bifrons"
"1210","EN","Chrysoblastella chilensis"
"1211","EN","Chrysolaena dusenii"
"1212","VU","Chrysolaena nicolackii"
"1213","DD","Chrysophyllum acreanum"
"1214","LC","Chrysophyllum arenarium"
"1215","DD","Chrysophyllum bombycinum"
"1216","DD","Chrysophyllum durifructum"
"1217","LC","Chrysophyllum flexuosum"
"1218","EN","Chrysophyllum imperiale"
"1219","LC","Chrysophyllum inornatum"
"1220","VU","Chrysophyllum januariense"
"1221","DD","Chrysophyllum ovale"
"1222","DD","Chrysophyllum paranaense"
"1223","NT","Chrysophyllum splendens"
"1224","DD","Chrysophyllum subspinosum"
"1225","DD","Chrysophyllum superbum"
"1226","NT","Chrysophyllum viride"
"1227","EN","Chusquea attenuata"
"1228","CR","Chusquea baculifera"
"1229","EN","Chusquea erecta"
"1230","EN","Chusquea heterophylla"
"1231","LC","Chusquea pinifolia"
"1232","EN","Chusquea pulchella"
"1233","CR","Chusquea tenuiglumis"
"1234","DD","Chytroglossa paulensis"
"1235","DD","Cienfuegosia drummondii"
"1236","DD","Cienfuegosia sulfurea"
"1237","EN","Cinnamomum erythropus"
"1238","VU","Cinnamomum hatschbachii"
"1239","LC","Cinnamomum haussknechtii"
"1240","VU","Cinnamomum quadrangulum"
"1241","LC","Cinnamomum stenophyllum"
"1242","DD","Cinnamomum taubertianum"
"1243","NT","Cinnamomum tomentulosum"
"1244","LC","Cinnamomum triplinerve"
"1245","VU","Cipocereus bradei"
"1246","EN","Cipocereus crassisepalus"
"1247","EN","Cipocereus laniflorus"
"1248","VU","Cipocereus minensis"
"1249","NT","Cipocereus pleurocarpus"
"1250","CR","Cipocereus pusilliflorus"
"1251","LC","Cirrhaea dependens"
"1252","EN","Cirrhaea fuscolutea"
"1253","CR","Cirrhaea loddigesii"
"1254","VU","Cirrhaea longiracemosa"
"1255","LC","Cissampelos pareira"
"1256","NT","Cissus acreensis"
"1257","EN","Cissus apendiculata"
"1258","LC","Cissus blanchetiana"
"1259","LC","Cissus coccinea"
"1260","VU","Cissus inundata"
"1261","NT","Cissus nobilis"
"1262","NT","Cissus paucinervia"
"1263","LC","Cissus pulcherrima"
"1264","NT","Cissus serroniana"
"1265","LC","Cissus stipulata"
"1266","DD","Cissus trianae"
"1267","EN","Citharexylum obtusifolium"
"1268","EN","Cleistes aphylla"
"1269","LC","Cleistes exilis"
"1270","LC","Cleistes gracilis"
"1271","LC","Cleistes libonii"
"1272","LC","Cleistes mantiqueirae"
"1273","LC","Cleistes paranaensis"
"1274","LC","Cleistes ramboi"
"1275","LC","Cleistes rodriguesii"
"1276","LC","Cleistes tenuis"
"1277","LC","Clematis campestris"
"1278","LC","Clethra scabra"
"1279","LC","Clethra uleana"
"1280","LC","Clidemia capilliflora"
"1281","LC","Clidemia rubra"
"1282","LC","Cliococca selaginoides"
"1283","LC","Clitoria densiflora"
"1284","NT","Clitoria epetiolata"
"1285","LC","Clitoria laurifolia"
"1286","EN","Clusia aemygdioi"
"1287","LC","Clusia criuva"
"1288","LC","Clusia organensis"
"1289","LC","Cnemidaria uleana"
"1290","EN","Coccoloba cereifera"
"1291","LC","Cochlospermum regium"
"1292","VU","Codonanthe carnosa"
"1293","LC","Codonanthe devosiana"
"1294","LC","Codonanthe gracilis"
"1295","LC","Codonanthe uleana"
"1296","VU","Codonanthe venosa"
"1297","LC","Codonanthopsis uleana"
"1298","CR","Codonorchis canisioi"
"1299","LC","Cohniella jonesiana"
"1300","EN","Colanthelia macrostachya"
"1301","VU","Coleocephalocereus buxbaumianus subsp. flavisetus"
"1302","EN","Coleocephalocereus decumbens"
"1303","EN","Coleocephalocereus fluminensis subsp. decumbens"
"1304","EN","Coleocephalocereus purpureus"
"1305","LC","Collaea speciosa"
"1306","EN","Colletia exserta"
"1307","EN","Colletia paradoxa"
"1308","EN","Cololobus longiangustatus"
"1309","EN","Cololobus rupestris"
