"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"673","2019-10-09 11:21:13-03","UFBA","ALCB","036491","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Orlandi, RP; Bautista, HP; Pereira, A","PCD283","1994","07","29","Southern America","Brasil","Bahia",NA,NA,"Degraus rochosos com vegetação rupícola. Afloramento rochoso de arenito.","ALCB008648","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","-41.45","-12.433333","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB008648","Lençóis","Barroso, GM",NA,"910","910",NA,"1996","01",NA,NA,NA,NA,NA,NA
"674","2019-10-09 11:21:13-03","UFBA","ALCB","036493","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1440","1994","12","28","Southern America","Brasil","Bahia",NA,NA,"2,00 m.; Vegetação segundária de floresta em estágio intermediário. Rochas areníticas com cobertura coluvial, solos litólicos.","ALCB058154","Chapada Diamantina, Morro do Pai Inácio, Cercado","-41.466667","-12.45","-41.466667","-12.45","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Palmeiras","Barroso, GM",NA,"840","840",NA,"1996","01",NA,NA,NA,NA,NA,NA
"675","2019-10-09 11:21:13-03","UFBA","ALCB","036510","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S; Saar, E","PCD4797","1997","02","01","Southern America","Brasil","Bahia",NA,NA,"1,20 m. Folhas semi-crassas. Botões verdes, flores com pétalas creme.","ALCB058167","Chapada Diamantina, Caminho para a Cachoeira do Fraga","-41.830556","-13.598056","-41.830556","-13.598056","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Rio de Contas","Faria Júnior, JEQ de",NA,"990","990",NA,"2010","09","17",NA,NA,NA,NA,NA
"676","2019-10-09 11:21:13-03","UFBA","ALCB","036526","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Saar, E; Guedes, ML; Stannard, B; Passos Júnior, LA; Harley, RM","PCD5598","1997","02","13","Southern America","Brasil","Bahia",NA,NA,"1,50 m. Folhas coriáceas, discolores. Botões esverdeados. Flores com cálice verde, pétalas amarelas.","ALCB058104","Chapada Diamantina, Caminho para Abaíra","-41.374444","-13.006667","-41.374444","-13.006667","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Mucugê","Faria Júnior, JEQ de",NA,"970","970",NA,"2010","09","17",NA,NA,NA,NA,NA
"677","2019-10-09 11:21:13-03","UFBA","ALCB","036573","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stannard, B; Atkins, S; Guedes, ML; Passos Júnior, LA; Saar, E; Santos, TRM dos","PCD5675","1997","02","15","Southern America","Brasil","Bahia",NA,NA,"ca. 1 m , caule avermelhado. Folhas semi-crassas, levemente discolores. flores com cálice verde, pétalas branco-esverdeado; estames alvos. ocasional.","ALCB058103","Chapada Diamantina, Caminho para Guiné","-41.475278","-12.939722","-41.475278","-12.939722","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Mucugê","Faria Júnior, JEQ de",NA,"1040","1040",NA,"2010","09","17",NA,NA,NA,NA,NA
"678","2019-10-09 11:21:13-03","UFBA","ALCB","036592","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Nic Lughadha, E; Silva, LB da; Harley, RM; Gasson, P","PCD6060","1997","03","05","Southern America","Brasil","Bahia",NA,NA,"2,50 m. Folhas coriáceas, grandes. Botões branco-esverdeados, flores creme. Ocasional.; Mata ciliar e áreas antropizadas","ALCB058062","Piemonte da Diamantina, Rio Ferro Doido, um pouco embaixo a cachoeira","-40.996111","-11.620833","-40.996111","-11.620833","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Sobral, M",NA,"879","879",NA,"2012","03",NA,NA,NA,NA,NA,NA
"679","2020-08-11 00:16:17-03","UFBA","ALCB","036601","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Stannard, B; Harley, RM; Woodgyer, EM; Giulietti, AM","PCD2715","1996","03","31","Southern America","Brasil","Bahia",NA,NA,"3,0 m. Botões verdes, flores de sépalas verdes, pétalas branco-esverdeadas; estames com anteras cremes, filetes alvos, estiletes alvos. raro.; Floresta estacional de porte baixo de ca. de 3m de altura. Solo arenoso.","ALCB058137","Piemonte da Diamantina","-40.809167","-11.154167","-40.809167","-11.154167","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Faria Júnior, JEQ de",NA,"960","960",NA,"2010","09","17",NA,NA,NA,NA,NA
"680","2019-10-09 11:21:13-03","UFBA","ALCB","110750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Ogasawara, HA; Oliveira, P","355","2013","10","16","Southern America","Brasil","Bahia",NA,NA,"ca. 1,60 m alt. Folhas discolores; frutos verdes, laranjas e vermelhos.; campo sujo.","ALCB058056",NA,"-38.75","-11.316389","-38.75","-11.316389","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Tucano","Stadnik, A",NA,"460","460",NA,"2013","10",NA,NA,NA,NA,NA,NA
"681","2019-10-09 11:21:13-03","UFBA","ALCB","036608","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Lima, R; Conceição, AA; Salimena-Pires, FR; Roque, N; Nobre, PH; Stannard, B; Atkins, S","PCD2300","1996","03","12","Southern America","Brasil","Bahia",NA,NA,"1,0 m. Folhas simples. Flores alvas na antese, castanhas após a fecundação; estames alvos passando a castanhos. Frutos imaturos verdes.; Caatinga baixa degradada. Substrato argiloso.","ALCB058066","Piemonte da Diamantina, Próximo à represa na fazenda Candeal","-41.316111","-11.455","-41.316111","-11.455","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Faria Júnior, JEQ de",NA,"991","991",NA,"2010","09","17",NA,NA,NA,NA,NA
"682","2019-10-09 11:21:13-03","UFBA","ALCB","037955","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Fonseca, MR; Jesus, NG de; Guedes, ML; Jorge, AMS","1091","1998","08","30","Southern America","Brasil","Bahia",NA,NA,"1,0m. Folhas simples, discolores, coriáceas. Flores isoladas, axilares, pétalas alvas; estames numerosos.","ALCB058070","Litoral Norte, Restinga de Massarandupió","-37.2","-12.316667","-37.2","-12.316667","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Entre Rios","Giaretta, A",NA,NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA
"683","2020-08-11 00:16:17-03","UFBA","ALCB","039440","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stannard, B; Guedes, ML; Woodgyer, EM","PCD2622","1996","03","29","Southern America","Brasil","Bahia",NA,NA,"2,0 m. Folhas simples, discolores, face adaxial verde-brilhante. Frutos imaturos verdes. Ocasional.","ALCB058046","Piemonte da Diamantina, Cachoeira do Aníbal","-40.495833","-11.201111","-40.495833","-11.201111","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Faria Júnior, JEQ de",NA,"980","980",NA,"2010","09","17",NA,NA,NA,NA,NA
"684","2019-10-09 11:21:13-03","UFBA","ALCB","039459","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Harley, RM; Atkins, S; Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B","PCD5076","1997","02","04","Southern America","Brasil","Bahia",NA,NA,"2,0 m. Botões verde-claro. Fruto imaturo verde. Ocasional.; Solo argiloso com seixos.","ALCB058172","Chapada Diamantina, Fazenda Fiuza","-41.873333","-13.459167","-41.873333","-13.459167","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Rio de Contas","Faria Júnior, JEQ de",NA,"1130","1130",NA,"2010","09","17",NA,NA,NA,NA,NA
"685","2021-02-24 18:14:02-03","UFBA","ALCB","039535","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","24","1998","10","17","Southern America","Brasil","Bahia",NA,NA,"1,0 m. Folhas cart ceas, discolores, opostas. InflorescÆncia com botäes verdes, flores com pétalas alvas. Frutos imaturos verdes, maduros avermelhados. Frequente.; antropizada, com  reas alagadas e de mata ciliar.","ALCB058083","Recôncavo, Ponto 1, ao lado da Caraiba Metais","-38.483333","-12.5","-38.483333","-12.5","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"São Sebastião do Passé","Guedes, ML; Nascimento, AFS",NA,NA,NA,NA,"1999","01",NA,NA,NA,NA,NA,NA
"686","2021-02-24 18:14:02-03","UFBA","ALCB","039703","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","192","1998","10","20","Southern America","Brasil","Bahia",NA,NA,"1,0 m. Folhas crassas, discolores. InflorescÆncia com botäes esverdeados. Frutos imaturos verdes, maduros avermelhados. Frequente.; antropizada, com  reas alagadas e de mata ciliar.","ALCB058082","Recôncavo, Ponto 1, ao lado da Caraiba Metais","-38.483333","-12.5","-38.483333","-12.5","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"São Sebastião do Passé","Guedes, ML; Nascimento, AFS",NA,NA,NA,NA,"1998","11",NA,NA,NA,NA,NA,NA
"687","2019-10-09 11:21:13-03","UFBA","ALCB","043250","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Santos, OM dos; Alves, L. de J.","6514","1999","10","08","Southern America","Brasil","Bahia",NA,NA,"80 cm. Folhas cartáceas, discolores. Inflorescência axilar, flores alvas. Frutos imaturos verde, devez amarelo. Ocasional.","ALCB058108","Recôncavo, Lamarão do Passé","-38.483333","-12.5","-38.483333","-12.5","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"São Sebastião do Passé","Guedes, ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2019-10-09 11:21:13-03","UFBA","ALCB","043934","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Passos Júnior, LA; Nogueira, ALR; et al.","270","1999","03","11","Southern America","Brasil","Bahia",NA,NA,"6,0 m, CAP 33 cm. Folhas cart ceas discolores glabras. Material estéril. Ocasional. Indiv¡duo n§ 97.; com porte arbustivo-arb¢reo médio de 7,50 m. Solo areno-argiloso.","ALCB058057","Chapada Diamantina, Fazenda Ribeirão da Serra, margem do Rio Sincor , ca. de 2 Km a Nordeste da sede","-41.283333","-13.4","-41.283333","-13.4","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Ibicoara","Coutinho, K",NA,"900","900",NA,"2012","09","14",NA,NA,NA,NA,NA
"689","2019-10-09 11:21:13-03","UFBA","ALCB","101851","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18813","2011","04","22","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas, discolores, aromáticas. Frutos alaranjados.","ALCB058069","Chapada Diamantina, Próximo ao rio Piaba.","-41.366667","-13","-41.366667","-13","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Mucugê","Sobral, M",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA
"690","2019-10-09 11:21:13-03","UFBA","ALCB","102364","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Alunos de Botânica III","19341","2011","10","22","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas, discolores, elípticas. Frutos vermelhos quando maduros, com uma única semente.","ALCB058145","Piemonte da Diamantina, Caminho para Morrão","-41.15","-11.55","-41.15","-11.55","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Guedes, ML",NA,NA,NA,NA,"2012","01",NA,NA,NA,NA,NA,NA
"691","2019-10-09 11:21:13-03","UFBA","ALCB","104754","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A; Vieira, TL; Moura, L","1","2011","06","03","Southern America","Brasil","Bahia",NA,NA,"ca. 1,5m alt. Folhas discolores. sépalas verdes. pétalas alvas, estames amarelo-rosados. fruto amarronzado.","ALCB044702","Parque Nacional Valoá Coutinho.","-40.506389","-11.169722","-40.506389","-11.169722","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Stadnik, A",NA,"491","491",NA,"2011","08",NA,NA,NA,NA,NA,NA
"692","2019-10-09 11:21:13-03","UFBA","ALCB","107427","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Sano, PT; Sakuragi, CM; Atkins, S; Harley, RM; Souza, VC","PCDs/n","1994","02","23","Southern America","Brasil","Bahia",NA,NA,"ca. 1 m alt., muito ramificado desde base. Botões e frutos imaturos verdes. Corola alva, estames creme. Campo arenoso.","ALCB058156","Chapada Diamantina, estrada Piatã-Inúbia a ca. 25 km NW de Piatã, Serra do atalho","-41.933056","-13.08","-41.933056","-13.08","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Piatã","Faria, JEQ",NA,"1450","1450",NA,"2012","10",NA,NA,NA,NA,NA,NA
"693","2019-10-09 11:21:13-03","UFBA","ALCB","107431","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Cordeiro, I; Pirani, JR; Amaral, MCE; Rossi, L; Furlan, A","993","1981","04","15","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 1,5 m alt. Flores alvas, botões esverdeados. Frutos verdes quando imaturos, maduros vermelhos.","ALCB058157","estrada Grão Mogol, Virgem da Lapa, margem do rio Ventania",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,NA,"Faria, JEQ",NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"694","2019-10-09 11:21:13-03","UFBA","ALCB","107686","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Alunos de Botânica III","20383","2013","03","09","Southern America","Brasil","Bahia",NA,NA,"Folhas obovada, discolores, margem revoluta. Flores axilares.","ALCB058379","Piemonte da Diamantina, Em direção a Cachoeira do Ferro Doido","-41.076111","-11.5875","-41.076111","-11.5875","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Stadnik, A",NA,NA,NA,NA,"2019","06","11",NA,NA,NA,NA,NA
"695","2019-10-09 11:21:13-03","UFBA","ALCB","107791","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20488","2013","03","09","Southern America","Brasil","Bahia",NA,NA,"de ca 3 m de altura. Folhas coriáceas. Flores alvas.","ALCB058142","Piemonte da Diamantina, à 12 km da Cidade de Morro do Chapéu em direção à Cachoeira do Ferro Doido","-41.076111","-11.5875","-41.076111","-11.5875","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Stadnik, A",NA,"972","972",NA,"2014","10",NA,NA,NA,NA,NA,NA
"696","2019-10-09 11:21:13-03","UFBA","ALCB","108080","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A; et al.","129","2013","02","23","Southern America","Brasil","Bahia",NA,NA,"ca. 1,5m de alt. Folhas discolores. Sépalas verdes. Petalas e filetes alvas.","ALCB058140","Piemonte da Diamantina, Trilha Estrada Real para Passagem Velha","-41.089722","-11.676389","-41.089722","-11.676389","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Stadnik, A",NA,"1006","1006",NA,"2013","04",NA,NA,NA,NA,NA,NA
"697","2019-10-09 11:21:13-03","UFBA","ALCB","108227","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A; et al.","146","2013","04","21","Southern America","Brasil","Bahia",NA,NA,"ca. 2m de alt. Folhas discolores. Frutos verdes imaturos a vermelhos maduros, passando a amarelos e laranjas.","ALCB058118","Piemonte da Diamantina, Trilha do Ventura para a cidade das pedras","-41.009167","-11.691944","-41.009167","-11.691944","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Stadnik, A",NA,"808","808",NA,"2013","05",NA,NA,NA,NA,NA,NA
"698","2019-10-09 11:21:13-03","UFBA","ALCB","110799","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Alves, M; Almeida, RF; Fernandes Júnior, AJ; Francener, A","301","2013","12","09","Southern America","Brasil","Bahia",NA,NA,"ca. 1m de alt. Folhas discolores Frutos verdes imaturos e vermelhos maduros.","ALCB058141","Bairro à esquerda na estrada da cidade, saindo de Jussiape.","-41.798889","-13.595278","-41.798889","-13.595278","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Rio de Contas","Stadnik, A",NA,"993","993",NA,"2014","10",NA,NA,NA,NA,NA,NA
"699","2019-10-09 11:21:13-03","UFBA","ALCB","112165","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Roque, N; Santana, FA; Hurbath, F; Azevedo, FP","3574","2012","05","12","Southern America","Brasil","Bahia",NA,NA,"ca. 20 cm alt. Folhas discolores, sépalas verdes, corola e estames alvos, frutos imaturos verdes.; entre rochas.","ALCB058025","Fazenda Riacho de Areia.","-42.575556","-14.758056","-42.575556","-14.758056","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Licínio de Almeida","Stadnik, A",NA,"1112","1112",NA,"2012","06",NA,NA,NA,NA,NA,NA
"700","2019-10-09 11:21:13-03","UFBA","ALCB","112171","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Alves, M; Campos, L; Araújo, NS","120","2013","02","08","Southern America","Brasil","Bahia",NA,NA,"ca. 3 m alt. Folhas discolores, sépalas verdes, pétalas estames e pistilo alvos.","ALCB058139","Caminho da Fazenda Poção em direção à Casa Suja.","-42.754167","-11.938056","-42.754167","-11.938056","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Brotas de Macaúbas","Stadnik, A",NA,"982","982",NA,"2013","05",NA,NA,NA,NA,NA,NA
"701","2019-10-09 11:21:13-03","UFBA","ALCB","126906","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Alunos de Sistemática Evolução de Espermatófitas","25441","2017","02","04","Southern America","Brasil","Bahia",NA,NA,"Folhas grossas. Frutos maduros vináceos.","ALCB041759","Chapada Diamantina, Cachoeira do Fraga.","-42.35","-13.983333","-42.35","-13.983333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Rio de Contas","Guedes, ML",NA,"990","990",NA,"2017","03",NA,NA,NA,NA,NA,NA
"702","2019-10-09 11:21:13-03","UFBA","ALCB","113313","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Roque, N; Alves, M; Hurbath, F; Cordeiro, I","4166","2014","02","22","Southern America","Brasil","Bahia",NA,NA,"Ca. 2m de altura. Folhas discolores. Frutos imaturos verdes.; Mata Semidecidual. Caatinga sobre afloramento rochoso.","ALCB058024","Fazenda Tabuleiro, Xaxá.","-42.551389","-14.652222","-42.551389","-14.652222","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Licínio de Almeida","Stadnik, A",NA,"949","949",NA,"2016","10",NA,NA,NA,NA,NA,NA
"703","2019-10-09 11:21:13-03","UFBA","ALCB","114924","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Cordeiro, J; Silva, JM; Vaz, J","2582","2008","05","21","Southern America","Brasil","Goiás",NA,NA,"1,3 m de altura, vermelho.","ALCB058065","Chapada dos Veadeiros.",NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Alto Paraíso","Faria Júnior, JEQ de",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"704","2019-11-25 16:51:17-03","UFBA","ALCB","121542","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Costa, MA; Gomes, FS","23877","2015","08","09","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas, discolores. Inflorescência axilar, botões esverdeados.","ALCB003931","Litoral Norte, Mangue Seco.","-37.783333","-11.55","-37.783333","-11.55","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB003931","Jandaíra","Stadnik, A; Melo, JDO",NA,NA,NA,NA,"2019","11","05",NA,NA,NA,NA,NA
"705","2020-08-11 00:16:17-03","UFBA","ALCB","123329","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Harley, RM; Stannard, B; Woodgyer, EM","PCD2884","1996","04","06","Southern America","Brasil","Bahia",NA,NA,"ca. 2,50 m alt. Folçhas verde, discolores, face abaxial mais clara. Frutos vermelhos com cálice verde-amarelado. Ocasional.; antropizada. Solo areno-pedregoso.","ALCB010126","Piemonte da Diamantina, Caminho para Pingadeira","-40.504722","-11.164722","-40.504722","-11.164722","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Guedes, ML",NA,"700","700",NA,"2016","04","04",NA,NA,NA,NA,NA
"706","2019-10-09 11:21:13-03","UFBA","ALCB","125481","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Alunos de Botânica BIOC05","24822","2016","05","28","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas, discolores. Frutos imaturos alaranjados.","ALCB027350","Litoral Norte, Baixio, Caminho para Lagoa Azul.","-37.933333","-11.783333","-37.933333","-11.783333","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB027350","Esplanada","Guedes, ML",NA,NA,NA,NA,"2016","10",NA,NA,NA,NA,NA,NA
"707","2019-10-09 11:21:13-03","UFBA","ALCB","127135","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Alunos de Botânica BIOC05","25331","2017","02","03","Southern America","Brasil","Bahia",NA,NA,"Folhas coriáceas, discolores. Flores em botões.","ALCB041695","Chapada Diamantina, Sítio Bonito.","-41.8","-13.583333","-41.8","-13.583333","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB041695","Rio de Contas","Guedes, ML",NA,"994","994",NA,"2017","03",NA,NA,NA,NA,NA,NA
