"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","class","order","continentOcean","typeStatus","fieldNumber","preparationType","individualCount"
"255","2019-11-21 10:07:35-03","IBt","SP","296086","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","2003",NA,NA,"Garcia, RJF; et al.","870","1996","05","15","Brasil","São Paulo","São Paulo","Distrito de Parelheiros, matas ao redor da Represa Billings","-46.691667","-23.851667","-46.691667","-23.851667",NA,NA,NA,"SP055393","SP055393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-21 10:07:35-03","IBt","SP","344230","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, ML","2017","02","07","Amorim, AM; et al.","2887","1999","04","21","Brasil","Bahia","Jussari","RPPN Serra do Teimoso, Entrada ca. 7,5 km de Jussari, Fazenda Teimoso","-39.528611","-15.158056","-39.528611","-15.158056",NA,NA,NA,"SP055388","SP055388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-21 10:07:35-03","IBt","SP","357344","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, ML","2016","10","06","Nicolau, SA; Braz, SA; Faria, VB","2921","2001","05","01","Brasil","São Paulo","Biritiba-Mirim","Bairro de Manoel Ferreira sentido Pedra do Sapo, afluente do rio Biritiba Mirim, planície de inundação","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,"SP055389","SP055389","19656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-21 10:07:35-03","IBt","SP","238581","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Barros, F","1841","1990","05","09","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-21 10:07:35-03","IBt","SP","209643","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","2003",NA,NA,"Barros, F; Martuscelli, P","1273","1986","04","10","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-21 10:07:35-03","IBt","SP","291582","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","2003",NA,NA,"Baitello, JB","648","1994","03","31","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Ao longo do Rio Paraibuna","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"SP055395","SP055395","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-02-18 08:31:00-03","IBt","SP","102149","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Mattos, J","14259","1966","11","29","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-02-11 09:24:58-03","IBt","SP","55485","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Handro, O","643","1956","10","28","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-02-11 09:24:58-03","IBt","SP","23801","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Lemos, D","s.n.",NA,NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-02-11 09:24:58-03","IBt","SP","10593","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil",NA,NA,NA,NA,"Lemos, D","s.n.",NA,NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-21 10:07:35-03","IBt","SP","328333","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","2003",NA,NA,"Moraes, PLR","1051","1994","09","06","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"SP055391","SP055391","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:07:35-03","IBt","SP","328320","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Baitello, JB","2003",NA,NA,"Moraes, PLR; Diniz, CC","992","1994","05","22","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"SP055394","SP055394","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:07:35-03","IBt","SP","29616","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Coe Teixeira, B","1962","08","16","Hoehne, FC","s.n.","1932","05","17","Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055392","SP055392","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
