"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"386","2018-10-24 21:03:46-03","UFMT","UFMT","2814","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, J.E.Q.","Monteiro, J.R.B.; Amorim Neto, L.","18","1984","02","26",NA,"Brasil","Mato Grosso","Fazenda 20 de Dezembro.","-55.749698638916","-15.460599899292",NA,NA,NA,"Árvore de mais ou menos 8 m de altura, caule suberoso, folhas opostas, glabras. Muito freqüente na mata. Flores amarelas aromáticas.; Mata.",NA,NA,"Chapada dos Guimarães","2018","07",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"387","2021-03-04 15:45:22-03","IF","SPSF","32362","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","(O.Berg)",NA,"F.A.R.D.P.Arzolla","310","2003","08","24","América do Sul","Brasil","SP","imediações da serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata secundaria, vale&nf;;",NA,NA,"Jundiaí",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"388","2021-03-04 15:45:22-03","IF","SPSF","30958","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana",NA,NA,"J.R.Guillaumon",NA,"2001","02","10","América do Sul","Brasil","SP","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata natural preservada&nf;;",NA,NA,"Vinhedo",NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"389","2021-03-04 15:45:22-03","IF","SPSF","31732","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana",NA,NA,"J.R.Guillaumom",NA,"2002","10","04","América do Sul","Brasil","SP","rodovia Anhanguera","-46.9700012207031","-23.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de cerrado&nf;;",NA,NA,"Vinhedo",NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"390","2021-03-04 15:45:22-03","IF","SPSF","27559","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","F.F.Mazine","J.A.Pastore","914","2001","01","17","América do Sul","Brasil","SP","Parque Estadual Alberto Löfgren","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta cultivada, 3m altura; frutos imaturos verdes.; GEOGRAFIA: area administrativa, proximo ao herbario&nf;;",NA,NA,"São Paulo","2011","04","18",NA,NA,"53584","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"391","2021-03-04 15:45:22-03","IF","SPSF","47180","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","((D.Legrand)) (Kiaersk.)","O.T.Aguiar","J.R.Guillaumon",NA,"2004","10","11","América do Sul","Brasil","SP","Estação Ecológica","-46.9900016784668","-22.9699993133545",NA,NA,NA,"COLETA: Mais ou menos e metros de altura. Frutos de vez e maduros, amarelos e laranja-avermelhados.; GEOGRAFIA: Próximo à estrada dos fundos, subosque.;",NA,NA,"Valinhos","2004","10","11",NA,NA,"12075","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"392","2021-03-04 15:45:22-03","IF","SPSF","47145","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","((D.Legrand)) (Kiaersk.)","O.T.Aguiar","J.R.Guillaumon",NA,"2002","11","18","América do Sul","Brasil","SP","Estação Ecológica","-46.9900016784668","-22.9699993133545",NA,NA,NA,"COLETA: Sobre árvores, na borda da mata. Liana. Flores lilases.; GEOGRAFIA: Na borda da estrada dos fundos, em 18/11/2002;",NA,NA,"Valinhos","2002","11","18",NA,NA,"12075","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"393","2021-03-04 15:45:22-03","IF","SPSF","30957","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana",NA,NA,"J.R.Guillaumon",NA,"2002","01","27","América do Sul","Brasil","SP","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: magta natural preservada&nf;;",NA,NA,"Vinhedo",NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"394","2021-03-04 15:45:23-03","IF","SPSF","17113","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Camb.","M.Sobral","G. Hatschbach","30097","1972","08","09","América do Sul","Brasil","MG","Pico Itambe",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto 2m, flor alva encosta de morro.;",NA,NA,"Antonio do Itambe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"395","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Laruotte","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in monte Serra do Caraca, lecta cum",NA,NA,NA,NA,NA,"Original herbarium: Camb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in montibus prope praedium vulgo Itajuru de S. Miguel de Mato dentro",NA,NA,NA,NA,NA,"Original herbarium: Camb; Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2020-10-26 09:32:40-03","UNEMAT","NX-FANEROGAMAS","2181","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cf. glazioviana","Eugenia cf. glazioviana","Kiaerskov","Proença C.",NA,"BS233","1999","03","24",NA,"Brasil","Mato Grosso","Reserva Biológica Mário Viana. Córrego Bacaba. Próximo à casa e barragem, 150 m em direção à cachoeira.","-52.359444444","-14.72",NA,NA,NA,"Rara. Casca com esfoliações e fissuras longitudinais. Brda de mata. Relevo acidentado.[HABITAT=Mata de Galeria]",NA,NA,"Nova Xavantina","1999","04",NA,"-52.359444444","-14.72",NA,NA,NA,NA,NA,NA,NA,NA
"398","2020-10-26 09:32:40-03","UNEMAT","NX-FANEROGAMAS","2165","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cf. glazioviana","Eugenia cf. glazioviana","Kiaerskov",NA,NA,"21","1999","05","20",NA,"Brasil","Mato Grosso","Campus Universitário da UNEMAT. Estação Biológica Mário Viana. Trilha do Pequi, próximo ao cismógrafo.","-52.353099822998","-14.6732997894287",NA,NA,NA,"Casca descamante em placas retangulares. Fruto imaturo.[HABITAT=Cerrado]",NA,NA,"Nova Xavantina",NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA
"399","2021-02-08 12:43:49-03","UFRGS","ICN","161613","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","aff. glazioviana","Eugenia aff. glazioviana","Kiaersk.","Sobral, M","Silva, GP; et al.","1221","1992","07","08","América do Sul","Brasil","GO","margem direita do Rio Maranhão Faz. Ponte Alta ao lado de peq. Cachoeira 1440S 04857W","-48.4597015380859","-14.4738998413086","450","450",NA,"Doação do Herbário CEN; botões verdes, cálice verde-claro, corola ligeiramente esverdeada, filetes e estames brancos, ramos vináceos, ocasional; ecótono cerradão mata de galeria perturbada, solo areno-argiloso, relevo plano",NA,NA,"Niquelândia","1999",NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA
"400","2021-02-08 12:43:49-03","UFRGS","ICN","161615","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","aff. glazioviana","Eugenia aff. glazioviana","Kiaersk.","Sobral, M","Cavalcanti et alii, TB","1510","1995","07","21","América do Sul","Brasil","GO","nas margens do Rio Tocantinzinho 1358S 04819W","-48.4597015380859","-14.4738998413086","330","330",NA,"Doação do Herbário CEN; arvoreta de 2m de altura, flores velhas verdes, frequências ocasional; mata ciliar, substrato arenoso, relevo ondulado",NA,NA,"Niquelândia","1999",NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA
"401","2021-02-08 12:43:52-03","UFRGS","ICN","120814","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaerskou","Sobral, M","Carvalho, MG; Silva, ST","159","1991","04","25","América do Sul","Brasil","MG","Fazenda Curral Velho","-42.8622016906738","-16.8003005981445",NA,NA,NA,"Mata ciliar; arbustivo. Fruto carnoso, alaranjado.",NA,NA,"Cristália","1996",NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA
"402","2021-02-08 12:43:52-03","UFRGS","ICN","120813","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaerskou","Sobral, M","Carvalho, MG; Silva, ST","255","1991","05","01","América do Sul","Brasil","MG","Peixe Cru","-42.7299995422363","-17.2856006622314",NA,NA,NA,"Mata ciliar (Rio Jequitinhonha); arbustivo; flores brancas.",NA,NA,"Turmalina","1996",NA,NA,NA,NA,"36128","auto",NA,NA,NA,NA,NA,NA
"403","2021-02-08 12:43:52-03","UFRGS","ICN","120812","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaerskou","Sobral, M","Silva, ST; Carvalho, MG","156","1991","04","25","América do Sul","Brasil","MG",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,"Mata Mesófila Decídua; árvore.",NA,NA,"Grão Mogol","1996",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"404","2021-02-08 12:43:52-03","UFRGS","ICN","120775","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaerskou","Sobral, M","Hatschbach, G; et al.","62762","1995","05","14","América do Sul","Brasil","MT","Fazenda Salobrinha","-57.2275009155273","-15.3243999481201",NA,NA,NA,"Árvore, 5m; flor alva. Mata.",NA,NA,"Porto Estrela","1995",NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA
"405","2021-02-08 12:43:54-03","UFRGS","ICN","060952","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Hatschbach, G","30097","1972","08","09","América do Sul","Brasil","MG","Pico Itambe","-43.3067016601562","-18.465799331665","12","12",NA,"Doação MBM; Arbusto 2m, flor alva.; Encosta do morro.",NA,NA,"Santo Antônio do Itambé","2015","01",NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA
"406","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","96412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"Mattos, J.","22424","1968","11",NA,NA,"Brasil","São Paulo","Fazenda Ventania","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"HAS0096412",NA,"Itararé",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"407","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73827","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk",NA,"Carvalho, P.","1191","1981","09",NA,NA,"Brasil","Paraná","No Colégio Florestal",NA,NA,NA,NA,NA,"Na mata, árvore","HAS0073827",NA,"Itati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk",NA,"Souza, S.","s.n.","1964","10",NA,NA,"Brasil","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Nativa do Jardim Botânico. Na mata, pequena árvore, frutos vermelho escuros maduros","HAS0073828",NA,"São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"409","2018-12-04 20:30:41-02","UNIR","RON","3584","S","Plantae","Angiosperma","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Mendes, MS","s.n.","2008","09",NA,"Southern America","Brasil","Minas Gerais","Área do Distrito Industrial de Congonhas.","-43.890556","-20.522222",NA,NA,NA,"Floresta Estacional Semidecidual","RON00003584","RON00003584","Congonhas","2015","04",NA,"-43.890556","-20.522222",NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-11-21 10:11:27-03","IBt","SP","308249","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria Jr, JEQ","Walter, BMT; Assis, MC; Nunes, RV; Sampaio, AB; Cordovil, SP","2683","1995","10","06",NA,"Brasil","Goiás","Pequeno afluente estacional da margem esquerda do córrego Praia Grande, próx. a sede da fazenda Praia Grande. Mata de galeria não inundável, em encosta de morro.Pouco solo areno argiloso em regiçao de afloramento de rocha, relevo acidentado.","-48.383333","-13.983333","410","410",NA,"Arvoreta 3,5m alt., frutos imaturos amarelos e ou verdes, maduros vermelhos. Espécie em plena frutificação, coletada na borda da mata. Futuro reservatório do AHE Serra da Mesa. Frequente.","SP024374","SP024374","Campinaçu","2012","10",NA,"-48.383333","-13.983333",NA,NA,NA,NA,NA,NA,NA,NA
"411","2019-11-21 10:11:27-03","IBt","SP","343136","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria Jr, JEQ","Dário, FR; Nave, AG; Lopes, RF; Bertani, DF","1265","1997","06","08",NA,"Brasil","Mato Grosso","Fazenda Ipê. Floresta Estacional Semidecídua. Interior de floresta bem preservada, alto de morro, afloramentos de rocha.","-51.1284","-9.5452",NA,NA,NA,"Arbóreo, 8m alt., com botão floral.","SP024378","SP024378","Vila Rica","2012","10",NA,"-51.1284","-9.5452",NA,NA,NA,NA,NA,NA,NA,NA
"412","2019-11-21 10:11:27-03","IBt","SP","347961","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria Jr, JEQ","Walter, BMT; Nunes, RV; Sampaio, AB; Cordovil, SP","2814","1995","10","10",NA,"Brasil","Goiás","Estrada da Faz. Praia Grande, Faz . Palmeiras do Maranhão para Campinaçu, ca. 18km N do córrego Praia Grande. Mata seca sobre rochas calcareas (morro calcareo), pouco solo areno-argiloso antre fendas de rochas calcarea, relevo acidentado.","-48.45","-13.916667","520","520",NA,"Arvoreta 3m alt., botões florais creme-esverdeados. Área de influencia do AHE Serra da Mesa.","SP024375","SP024375","Campinaçu","2012","10",NA,"-48.45","-13.916667",NA,NA,NA,NA,NA,NA,NA,NA
"413","2019-11-21 10:11:27-03","IBt","SP","348024","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria Jr, JEQ","Cavalcanti, TB; Walter, BMT; Assis, MC; Silva, V; Nunes, R; Calago, K; Litt, A; Cordovil Silva","1819","1995","10","07",NA,"Brasil","Goiás","Fazenda Praia Grande, estrada de acesso pela margem esquerda do rio Praia Grande","-48.566667","-14.033333","510","510",NA,NA,"SP024376","SP024376","Campinaçu","2012","10",NA,"-48.566667","-14.033333",NA,NA,NA,NA,NA,NA,NA,NA
"414","2019-11-21 10:11:27-03","IBt","SP","339276","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria Jr, JEQ","Hashimoto, G","17343","1986","08","02",NA,"Brasil","Mato Grosso",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,"Arbusto de cerrado, 4m alt.","SP024377","SP024377","Chapada dos Guimarães","2012","10",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"415","2019-11-21 10:11:27-03","IBt","SP","333499","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Rimoli, J","s.n.","1988","03","28",NA,"Brasil","Minas Gerais","Estação Biológica de Caratinga, Floresta Atlântica.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo.",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"416","2019-11-21 10:11:27-03","IBt","SP","333498","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Rimoli, J","s.n.","1987","11","11",NA,"Brasil","Minas Gerais","Estação Biológica de Caratinga. Mata atlântica. Planta nº 10, transecto 02, trilha RS (JR).","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbórea.&nf;BHCB 12253",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"417","2019-11-21 10:11:27-03","IBt","SP","333509","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Andrade, PM; Lopes, MA","s.n.","1984","04","19",NA,"Brasil","Minas Gerais","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo, frutos alaranjados,&nf;BHCB 7713",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"418","2019-11-21 10:11:27-03","IBt","SP","333505","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Lopes, MA; Andrade, PM","118","1984","03","21",NA,"Brasil","Minas Gerais","Est. Biológica de Caratinga. Mata atlântica.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo, 3m alt.&nf;BHCB 6445",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"419","2019-11-21 10:11:27-03","IBt","SP","333501","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Braga, PIS; et al.","s.n.","1991","11","24",NA,"Brasil","Minas Gerais","Floresta secundária, FAzenda Macedônea/CCenibra- Ipaba.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo&nf;BHCB 19426","SP056988","SP056988","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"420","2019-11-21 10:11:27-03","IBt","SP","333490","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Tolêdo, F; et al.","s.n.","1991","11","05",NA,"Brasil","Minas Gerais","Mata secundária. FAzenda Macedônea/Cenibra- Ipaba. TRilha da baixada do Coqueral.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Arbóreo.&nf;BHCB 19319","SP056989","SP056989","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"421","2019-11-21 10:11:27-03","IBt","SP","308332","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Costa, LV; et al.","s.n.","1993","10","27",NA,"Brasil","Minas Gerais","Parque Est. Rio Doce, floresta atlãntica; Coleta no Mombaça.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Arbóreo, 8m alt..&nf;BHCB 30694",NA,NA,"Marliéria",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"422","2019-11-21 10:11:27-03","IBt","SP","269904","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Galhego, AA","3","1993","08","17",NA,"Brasil","São Paulo","Distrito de Rubião Júnior, mata secundária, com árvores até 25m alt., subosque pouco denso, localizada no Jardim Botânico do Instituto de Biociências UNESP","-48.441667","-22.872222","870","870",NA,"Árvore 10m alt., flores brancas",NA,NA,"Botucatu",NA,NA,NA,"-48.441667","-22.872222",NA,NA,NA,NA,NA,NA,NA,NA
"423","2019-11-21 10:11:27-03","IBt","SP","314633","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Cavalcanti, TB; Pereira da Silva, G; Rezende, JM; Gualda, CMA; Silva, MC; Carvalho, IM","1510","1995","07","21",NA,"Brasil","Goiás","Nas margens do rio Tocantinzinho. Mata ciliar, solo arenoso, relevo ondulado.","-48.316667","-13.966667","330","330",NA,"Arvoreta 2m alt.,, flor velhas verdes.","SP027061","SP027061","Niquelândia","2000",NA,NA,"-48.316667","-13.966667",NA,NA,NA,NA,NA,NA,NA,NA
"424","2019-11-21 10:11:27-03","IBt","SP","315979","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Fonseca, ML; Oliveira, FCA; Barros, BS","348","1995","06","20",NA,"Brasil","Goiás","Entrada a direita da estrada em direção a Mina de Miquelândia. Caixa d'água. Floresta de galeria.","-48.425","-14.368333",NA,NA,NA,"Arbusto ca. 2,5m alt., botões verdes, flores brancas.","SP027067","SP027067","Niquelândia","1996",NA,NA,"-48.425","-14.368333",NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-11-21 10:11:27-03","IBt","SP","31831","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Amaral, E","s.n.",NA,NA,NA,NA,"Brasil",NA,"?",NA,NA,NA,NA,NA,NA,"SP027068","SP027068",NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2020-11-05 09:52:28-03","IBt","SP","332596","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Pereira da Silva, G; Walter; Rocha, D; Leite, A; Camargo, M; Xavier, S; Santos, HGP; Cordovil, SP","1221","1992","07","08",NA,"Brasil","Goiás","Margem direita do rio Maranhão, Faz. Ponte Alta ao lado de pequena cachoeira. -rea de inf. direta da UHE S. da Mesa. Ecotono cerradão mata de galeria perturbada. Solo areno-argiloso, relevo plano.","-48.95","-14.666667","450","450",NA,"Arvoreta 4m alt., botões verdes, cálice verde-claro, corola ligeiramente esverdeada, filetes e estames brancos, ramos vináceos. Ocasional.","SP027072","SP027072","Niquelândia","1999",NA,NA,"-48.95","-14.666667",NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-11-21 10:11:27-03","IBt","SP","340465","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Proença, C","Marimon, BS","233","1999","03","24",NA,"Brasil","Mato Grosso","Reserva Biológica Mario Viana, mata de galeria do Córrego Bacaba. P#?#rox. a casa e arragem, 150m em direção a cachoeira. Solo com afloramentos de quartzito. Relevo acidentado. Borda de mata.","-52.359444","-14.72",NA,NA,NA,"Arbusto 4,3m alt., CAP 30cm, casca com esfoliações e fissuras longitudinais. Rara.",NA,NA,"Nova Xavantina",NA,NA,NA,"-52.359444","-14.72",NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-11-21 10:11:27-03","IBt","SP","52723","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Lima, AS","s.n.","1944","12","11",NA,"Brasil","Mato Grosso","Fraternidade Indígena, mato.",NA,NA,NA,NA,NA,"Árvore, flores brancas.. IAC 7887","SP027060","SP027060",NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2019-11-21 10:11:27-03","IBt","SP","328220","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Christianini, SR; Matuno, K","472","1996","12","16",NA,"Brasil","São Paulo","Fazenda da Cia. Cervejaria Brahma, mata","-48.9799995422363","-22.4599990844727",NA,NA,NA,"Árvore ca. 8m alt., caule semi-rugoso, folhas cartáceas com pilosidade ferrugínea, frutos verdes",NA,NA,"Agudos",NA,NA,NA,NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA
