"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"236","2020-12-21 16:29:22-03","MBM","MBM","227216","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Ribas, O.S.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Morretes","Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM227216",NA,"10962",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:29:22-03","MBM","MBM","255009","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.",NA,NA,NA,"Brazil","Santa Catarina","Orleans","Orleans, arredores","-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,NA,"MBM255009","MBM255009 MBM255009_1","71807",NA,NA,NA,"31549","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:29:22-03","MBM","MBM","52500","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Davis, P.H.; et al.; et al.","1976","08","21","Brazil","São Paulo","Ubatuba","Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"MBM052500","MBM052500","59851",NA,NA,NA,"34265","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:29:22-03","MBM","MBM","253898","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Borgo, M.","Borgo, M.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Antonina","Estrada para Limeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM253898","MBM253898","549",NA,NA,NA,"38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-12-21 16:29:22-03","MBM","MBM","32735","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Kummrow, R.","1974","10","15","Brazil","Paraná","Antonina","Rio Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM032735","MBM032735","670",NA,NA,NA,"38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:29:22-03","MBM","MBM","30527","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Hatschbach, G.","1971","10","21","Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM030527","MBM030527","27548",NA,NA,NA,"38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:29:22-03","MBM","MBM","186721","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho",NA,"Lima, R.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Cachoeira do Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM186721","MBM186721","55",NA,NA,NA,"37295","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:29:22-03","MBM","MBM","188945","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Athayde, S.F.","Athayde, S.F.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Morro do Quitumbé","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM188945","MBM188945","156",NA,NA,NA,"37295","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:29:22-03","MBM","MBM","305577","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Borgo, M.","Borgo, M.; et al.; et al.","2003","06","15","Brazil","Paraná","Guaraqueçaba","Reserva Natural do Itaqui, trilha da Copel","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM305577","MBM305577","2481",NA,NA,NA,"37295","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:29:22-03","MBM","MBM","227214","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Ribas, O.S.","Motta, J.T.",NA,NA,NA,"Brazil","Paraná","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM227214",NA,"1941",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:29:22-03","MBM","MBM","298292","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Hatschbach, G.","Tessmann, G.","1947","11","07","Brazil","Paraná","Paranaguá","Morro de Taguá, Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM298292","MBM298292","2636",NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:29:22-03","MBM","MBM","205684","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Hatschbach, G.","Silva, J.M.; Saldanha, J.; Saldanha, J.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Castelhanos, Rio Arraial","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM205684","MBM205684 MBM205684_1","1745",NA,NA,NA,"45291","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:29:22-03","MBM","MBM","199766","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Jarenkow, J.A.","Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM199766","MBM199766 MBM199766_1","2237",NA,NA,NA,"20837","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:29:22-03","MBM","MBM","32392","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Krapovickas, A.; et al.; et al.","1973","01","31","Brazil","Santa Catarina","Garuva","Estrada BR-468","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"MBM032392","MBM032392 MBM032392_1","23076",NA,NA,NA,"22441","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:29:22-03","MBM","MBM","61443","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Ladrum, L.R.","1977","11","18","Brazil","Santa Catarina","Joinville","20km Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"MBM061443","MBM061443","2608",NA,NA,NA,"37150","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:29:22-03","MBM","MBM","64045","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Emygdeo, L.","Prance, G.T.; et al.; et al.","1978","02","02","Brazil","São Paulo","Cananéia","Ilha do Cardoso, perto de Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"MBM064045","MBM064045","6976",NA,NA,NA,"37574","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:29:22-03","MBM","MBM","95769","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Andersson, L.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1984","01","17","Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM095769","MBM095769","39367",NA,NA,NA,"20837","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:29:22-03","MBM","MBM","136758","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho",NA,"Lindeman, J.; Haas, H.; Haas, H.","1966","10","23","Brazil","São Paulo","Barra do Chapéu","Rod. BR-2, Rio Guaraú","-49.0200004577637","-24.4699993133545",NA,NA,NA,NA,NA,"MBM136758","MBM136758","3215",NA,NA,NA,"23554","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"254","2015-09-03 20:48:41-03","MNHN","RECOLNAT_MNHN_P","P01742469","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Regnell, A.F.",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01742469' target='other'> <mi>dwc_moreinfo</mi></a>","P01742469","P01742469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"255","2015-09-03 20:48:41-03","MNHN","RECOLNAT_MNHN_P","P01742470","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,NA,"1906","8","12","Brasil","São Paulo",NA,"Alem da Serra.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01742470' target='other'> <mi>dwc_moreinfo</mi></a>","P01742470","P01742470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"256","2015-09-03 20:48:41-03","MNHN","RECOLNAT_MNHN_P","P01742471","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"[Hombron]","1838","1","1","Brasil",NA,NA,"Santos.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01742471' target='other'> <mi>dwc_moreinfo</mi></a>","P01742471","P01742471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"257","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639092","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Gaudichaud","1831","1","1","Brasil","Rio de Janeiro",NA,"Brésil, Rio de de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639092' target='other'> <mi>dwc_moreinfo</mi></a>","P01639092","P01639092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"323",NA,NA,NA
"258","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639093","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639093' target='other'> <mi>dwc_moreinfo</mi></a>","P01639093","P01639093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"323",NA,NA,NA
"259","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639094","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639094' target='other'> <mi>dwc_moreinfo</mi></a>","P01639094","P01639094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"323",NA,NA,NA
"260","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639095","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639095' target='other'> <mi>dwc_moreinfo</mi></a>","P01639095","P01639095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"323",NA,NA,NA
"261","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639096","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639096' target='other'> <mi>dwc_moreinfo</mi></a>","P01639096","P01639096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"923",NA,NA,NA
"262","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639584","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Urville",NA,NA,NA,"Brasil","Santa Catarina",NA,"Brésil. St. Catherine. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639584' target='other'> <mi>dwc_moreinfo</mi></a>","P01639584","P01639584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"263","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639586","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Glaziou, A.",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Reçu le 10 Novembre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639586' target='other'> <mi>dwc_moreinfo</mi></a>","P01639586","P01639586_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"18555",NA,NA,NA
"264","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639580","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Rambo, B.","1950","1","11","Brasil","Rio Grande do Sul",NA,"Gravataí. Itacolomi, Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Plan Genera et Species Plantarum Argentinarum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639580' target='other'> <mi>dwc_moreinfo</mi></a>","P01639580","P01639580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"45267",NA,NA,NA
"265","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639583","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"D´Urville","1822","10","1","Brasil","Santa Catarina",NA,"Brésil, Ste Catherine. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639583' target='other'> <mi>dwc_moreinfo</mi></a>","P01639583","P01639583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1825",NA,NA,NA
"266","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639585","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Glaziou","1893","4","29","Brasil","Rio de Janeiro","Rio de Janeiro","Brésil, Corcovado à Cova da Onça. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,". . Reçu le 27 mai 1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639585' target='other'> <mi>dwc_moreinfo</mi></a>","P01639585","P01639585_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,"hb",NA,NA,NA,"20518",NA,NA,NA
"267","2015-09-03 21:23:17-03","MNHN","RECOLNAT_MNHN_P","P01639091","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Glaziou, A.","1895","8","24","Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Province de Rio Jan, Corcovado à Caixa d´água. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,". . Reçu le 19 mars 1895 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639091' target='other'> <mi>dwc_moreinfo</mi></a>","P01639091","P01639091_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"268","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639581","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Lourteig, A.","1967","12","20","Brasil","Santa Catarina","Florianópolis","Isla Santa Catarina, Saco Grande. Florianópolis, Santa Catarina, Sul, Brasil, América do Sul","-48.5491981506348","-27.596700668335",NA,NA,"200","400",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639581' target='other'> <mi>dwc_moreinfo</mi></a>","P01639581","P01639581_01",NA,NA,NA,NA,"27000","auto",NA,NA,NA,"hb",NA,NA,NA,"2322",NA,NA,NA
"269","2015-09-03 21:11:30-03","MNHN","RECOLNAT_MNHN_P","P01639582","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Lourteig, A.","1968","12","20","Brasil","Santa Catarina","Florianópolis","Isla Santa Catarina, Saco Grande. Florianópolis, Santa Catarina, Sul, Brasil, América do Sul","-48.5491981506348","-27.596700668335",NA,NA,"200","400",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639582' target='other'> <mi>dwc_moreinfo</mi></a>","P01639582","P01639582_01",NA,NA,NA,NA,"27000","auto",NA,NA,NA,"hb",NA,NA,NA,"2322",NA,NA,NA
"270","2015-09-03 21:23:13-03","MNHN","RECOLNAT_MNHN_P","P01639579","PreservedSpecimen",NA,"Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Rambo, B.","1951","1","18","Brasil","Rio Grande do Sul","Osório","Lagoa dos Quadros. Osório, Rio Grande do Sul, Sul, Brasil, América do Sul","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01639579' target='other'> <mi>dwc_moreinfo</mi></a>","P01639579","P01639579_01",NA,NA,NA,NA,"27350","auto",NA,NA,NA,"hb",NA,NA,NA,"49794",NA,NA,NA
"271","2020-10-01 14:27:09-03","JBB","HEPH","32353","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Maruyama, A","Maruyama, A; Cicco, L","2016","07","10","Brasil","São Paulo","Ubatuba",NA,"-45.059167","-23.414722","-45.059167","-23.414722","6","6",NA,NA,NA,"500","2016","07","10",NA,NA,"Monocotyledon","Zingiberales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-11 11:44:10-03","UFMG","BHCB","71898","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.",NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Presidente Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726",NA,NA,NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-02-11 17:19:12-03","UFPR","UPCB","25458","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Athayde, S.F.","Athayde, S.F.","1994","10","29","Brasil","Paraná","Guaraqueçaba","Morro do Quitumbê ou do Costão","-48.333333","-25.283333","-48.333333","-25.283333",NA,NA,"Arbusto, 1m, brácteas vermelhas. Interior da floresta secundária em locais úmidos..",NA,NA,"156","1995","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-02-11 17:19:12-03","UFPR","UPCB","22332","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Silva, S.M.","Lima, R.X.","1993","07","06","Brasil","Paraná","Guaraqueçaba","Cachoeira do Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Erva, 1m, inflorescência de cores amarela, vermelha e alaranjada. Em beira de rio..",NA,NA,NA,"1993","12",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-02-11 17:19:12-03","UFPR","UPCB","40189","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Borgo, M.","Borgo, M.","1999","11","29","Brasil","Paraná","Antonina","Estrada para Limeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Herbácea 2m, inflorescência de brácteas vermelhas, flores esverdeadas, a margem da estrada..",NA,NA,"549","1999","11","29","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-02-11 17:19:12-03","UFPR","UPCB","38668","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Silva, S.M. & Isernhagen, I.","Isernhagen, I.","1998","11","23","Brasil","Paraná","Guaraqueçaba","PR 405, Cacatu-Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Herbácea 1,5m, brácteas vermelhas, flores amarelas, em floresta secundária..",NA,NA,"208","1998","12",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-02-11 17:19:12-03","UFPR","UPCB","41097","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Gatti, G.","Gatti, G.","1998","08","16","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha da Figueira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Erva 2,3m, brácteas florais vermelhas, pedúnculo com 25cm. Floresta ombrófila densa submontana. Nome vulgar: caetê-banana, caetê..",NA,NA,"475","1999","12",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-02-11 17:19:12-03","UFPR","UPCB","41943","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygidio de Mello Filho","Kozera, C.","Kozera, C.","1999","10","20","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Herbácea ca. 2m, brácteas florais vermelhas e flores amarelas. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,"1328","1999","12",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2014-02-24 09:08:00-03","MO","MOBOT","100335410","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.","S. McDaniel","Lynn Hendrix","1974","10","26","Peru","Loreto","Maynas","Dtto. Iquitos, Moropon, Rio Nanay, above Bellavista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hendrix 125",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
