"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"159","2020-08-20 20:38:09-03","UFSC","FLOR","58111","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Santos, E.D.","Santos, E.D.; Trevisan, R. & Campestrini, S.","23","2013","03","02",NA,"Brasil","Santa Catarina","Lages","UAP20/UAL2.","-50.326099395752","-27.8160991668701",NA,NA,"FLOR0058111",NA,NA,NA,NA,NA,"70701","auto","2013",NA,NA,NA,NA,NA,NA,NA
"160","2021-02-08 12:36:37-03","UFRGS","ICN","147403","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Schneider, AA","Schneider, AA","1505","2007","01","30","América do Sul","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata (29° 28' 52 4''S e 50° 10 '26 6''W)","-50.173889","-29.481111",NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo preservado",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,"-50.173889","-29.481111",NA,NA,NA
"161","2021-02-08 12:36:37-03","UFRGS","ICN","185961","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1485","2015","01","31","América do Sul","Brasil","RS","Aratinga","Estação Ecológica Estadual Aratinga","-50.259444","-29.317222",NA,"Beira de estrada decumbente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.259444","-29.317222",NA,NA,NA
"162","2021-02-08 12:36:37-03","UFRGS","ICN","190258","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Schneider, AA","Silva Filho, PJS","1585","2012","03","04","América do Sul","Brasil","RS","São Francisco de Paula","Colinas de São Francsico. -29.458495 -50.613338","-50.613333","-29.458333",NA,"erva decumbente de flores brancas; campo seco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.613333","-29.458333",NA,NA,NA
"163","2021-02-08 12:36:37-03","UFRGS","ICN","201738","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Christ, AL","617","2019","03","10","América do Sul","Brasil","RS","São José dos Ausentes","RS-020","-49.8925","-28.481667",NA,"Herbácea procumbente com flores brancas.; Campo na beira da estrada.",NA,NA,"1184","1184",NA,NA,NA,NA,"2019",NA,NA,"-49.8925","-28.481667",NA,NA,NA
"164","2021-02-08 12:36:37-03","UFRGS","ICN","201739","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Christ, AL","575","2019","03","07","América do Sul","Brasil","SC","Capão Alto",NA,"-50.583333","-28.05",NA,"Herbácea procumbente com flores brancas.; Campo em barranco na beira da estrada.",NA,NA,"988","988",NA,NA,NA,NA,"2019",NA,NA,"-50.583333","-28.05",NA,NA,NA
"165","2021-02-08 12:36:37-03","UFRGS","ICN","131990","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, JN","Nakajima, JN; Romero, R","828","1995","03","18","América do Sul","Brasil","MG","São Roque de Minas","Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Espécie ameaçada de extinção (Vulnerável).; Herbáceae prostrada. Brácteas e corola creme.; Campo rupestre.",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-02-08 12:36:37-03","UFRGS","ICN","186161","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Cordeiro, J","Silva, JM; Souza, VC; Moraweta, J; Randle, C","8495","2014","03","27","América do Sul","Brasil","PR","Balsa Nova","Serra de São Luiz do Purumã.","-49.6356010437012","-25.5839004516602",NA,"Volúvel; capítulos alvacentos.; Orla de capão.",NA,NA,"1190","1190",NA,NA,"27346","auto","2014","05","14",NA,NA,NA,NA,NA
"167","2021-02-08 12:36:37-03","UFRGS","ICN","015273","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Dutra, J","1273",NA,NA,NA,"América do Sul","Brasil","RS","Bom Jesus","Fazenda Caraúna","-50.4166984558105","-28.6678009033203",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"55856","auto","2002","06","24",NA,NA,NA,NA,NA
"168","2021-02-08 12:36:37-03","UFRGS","ICN","152116","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Setubal, R; Kray, J; De Marchi, T","292","2007","02","12","América do Sul","Brasil","RS","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"em campo rupestre",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-08 12:36:37-03","UFRGS","ICN","110872","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Sobral, M","s.n.","1995","12","18","América do Sul","Brasil","RS","Canela","Estrada São Francisco de Paula - Canela","-50.815601348877","-29.3656005859375",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-08 12:36:37-03","UFRGS","ICN","113723","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Matzenbacher, NI","2236","1997","04","15","América do Sul","Brasil","RS","São Francisco de Paula","Centro de Pesquisas e Conservação da Natureza Pró-Mata (PUCRS)","-50.5835990905762","-29.4480991363525",NA,"Espécie ameaçada de extinção (Vulnerável).; Com ramos sobre o solo.; Entre gramíneas.",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-08 12:36:37-03","UFRGS","ICN","121748","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Matzenbacher, NI","s.n.","2001","10","28","América do Sul","Brasil","RS","São Francisco de Paula","Pró-Mata/PUCRS","-50.5835990905762","-29.4480991363525",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-02-08 12:36:37-03","UFRGS","ICN","119098","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1282","2001","01","20","América do Sul","Brasil","RS","São José dos Ausentes","a 5 5 km de Silveira para São Joaquim passando Lageadinho","-50.0657997131348","-28.7483005523682",NA,"Espécie ameaçada de extinção (Vulnerável).; Em cima de barranco na beira de estrada",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-08 12:36:37-03","UFRGS","ICN","120469","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1308","2001","01","23","América do Sul","Brasil","SC","Capão Alto","a 34 km de Lages, em direção ao rio Pelotas BR 116 - km 285","-50.5119018554688","-27.9368991851807",NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de estrada",NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-08 12:36:37-03","UFRGS","ICN","120468","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1306","2001","01","23","América do Sul","Brasil","SC","Capão Alto","a 8 km de Lages, em direção ao rio Pelotas","-50.5119018554688","-27.9368991851807",NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de estrada",NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-08 12:36:37-03","UFRGS","ICN","116209","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1058","1999","10","29","América do Sul","Brasil","SC","Lages","BR 116 a 10 km da divisa do RS e SC","-50.326099395752","-27.8160991668701",NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo, em local abrigado por uma rocha",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-02-08 12:36:37-03","UFRGS","ICN","118393b","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1178","2000","05","20","América do Sul","Brasil","SC","Lages","BR 116 km 298, a 15 km da ponte sobre o rio Pelotas","-50.326099395752","-27.8160991668701",NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo em beira de estrada com vegetação baixa",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-02-08 12:36:37-03","UFRGS","ICN","118551","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Dalpiaz, S","s.n.","1998","03","26","América do Sul","Brasil","SC","Lages","Pedras Brancas","-50.326099395752","-27.8160991668701",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-02-08 12:36:37-03","UFRGS","ICN","015439","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Dutra, J","1439","1937","02","08","América do Sul","Brasil","RS","Bom Jesus","Fazenda Caraúna","-50.4166984558105","-28.6678009033203",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"55856","auto","2002","06","24",NA,NA,NA,NA,NA
"179","2021-02-08 12:36:37-03","UFRGS","ICN","016505","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Rambo, B","s.n.","1948","01","25","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Vulnerável).; In campo graminoso.",NA,NA,NA,NA,NA,NA,"30776","auto","2002","06","24",NA,NA,NA,NA,NA
"180","2021-02-08 12:36:37-03","UFRGS","ICN","086924","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Schmidt, R; et al.","s.n.","1990","04","30","América do Sul","Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-02-08 12:36:37-03","UFRGS","ICN","179778","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Mondin, CA","3451","2009","12","23","América do Sul","Brasil","RS","São Francisco de Paula","CPCN/Pró-Mata","-50.5835990905762","-29.4480991363525",NA,"Flores brancas; Trepadeira no campo",NA,NA,NA,NA,NA,NA,"76715","auto","2019","01","30",NA,NA,NA,NA,NA
"182","2021-02-08 12:36:37-03","UFRGS","ICN","120467","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1304","2001","01","23","América do Sul","Brasil","SC","Lages","a 5 km da cidade vindo de Painel","-50.326099395752","-27.8160991668701",NA,"Espécie ameaçada de extinção (Vulnerável).; Em barranco em beira da estrada",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63770","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M. R. M. R.","Mattos, J.","16820","1977","02",NA,NA,"Brasil","Santa Catarina","Lages","Cerca de 50 km na rodovia Lages - Vacaria,","-50.326099395752","-27.8160991668701",NA,"guaco;","HAS0063770",NA,NA,NA,NA,NA,"70701","auto","2001","07","11",NA,NA,NA,NA,NA
"184","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63749","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M. R. M. R.","Mattos, J.","5331","1958","02",NA,NA,"Brasil","Santa Catarina","Lages","Junto a cidade,","-50.326099395752","-27.8160991668701",NA,"guaco;","HAS0063749",NA,NA,NA,NA,NA,"70701","auto","2001","07","11",NA,NA,NA,NA,NA
"185","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M. R. M. R.","Mattos, J.","13327","1966","02",NA,NA,"Brasil","Santa Catarina","Lages","Morro Tributo,","-50.326099395752","-27.8160991668701",NA,"guaco; Escandente.","HAS0063782",NA,NA,NA,NA,NA,"70701","auto","2001","07","11",NA,NA,NA,NA,NA
"186","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63759","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M. R. M. R.","Mattos, J.","9667","1961","12",NA,NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha,","-46.9421997070312","-22.372200012207",NA,"guaco; Escandente, inflorescência cinza - clara.","HAS0063759",NA,NA,NA,NA,NA,"39309","auto","2001","07","11",NA,NA,NA,NA,NA
"187","2019-11-21 10:00:58-03","IBt","SP","159962","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Davidse, G; D'Arcy, WG","11101","1976","03","10",NA,"Brasil","Santa Catarina",NA,"5 km S of Ponte Alta along highway BR-116 to Lages",NA,NA,NA,NA,NA,NA,"900","900",NA,NA,NA,NA,"2003","09","20",NA,NA,NA,NA,NA
"188","2019-11-21 10:00:58-03","IBt","SP","390737","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1282","2001","01","21",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","A 5,5 Km de Silveira para São Joaquim, passando Lageadinho","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto","2001","01","20",NA,NA,NA,NA,NA
