"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"352","2019-11-07 16:23:59-03","UEL","FUEL","41216","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","2006","05","30","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.58975","-24.337056","-50.58975","-24.337056",NA,NA,"FUEL019015",NA,"Tracheophyta","Poales","376",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"353","2020-11-12 17:02:36-03","UEL","FUEL","41348","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","2006","05","29","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.560333","-24.33325","-50.560333","-24.33325",NA,NA,"FUEL019014",NA,"Tracheophyta","Poales","303",NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA
"354","2020-11-12 17:02:36-03","UEL","FUEL","51382","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Guglieri, A","Damasceno Junior, GA; Bortolotto, IM; Damasceno, MB; Bortolotto, A; Bortolotto, B; Borto, GB","2007","07","14","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia, baixada (brejo), solo argiloso, relevo plano","-55.8300018310547","-21.1352996826172",NA,NA,NA,NA,NA,NA,"Tracheophyta","Poales","4827",NA,NA,NA,"49299","auto",NA,"2007","07","16",NA,NA,NA,NA
"355","2019-11-01 15:16:18-03","UnB","UB","194947","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Guglieri, A","Conceição, CA","1990","07","15","Brasil","Mato Grosso do Sul","Miranda","Margem do Rio Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"UB0020573","UB0020573","Monocotyledonae",NA,"2646","Southern America",NA,"Erva aquática flutuante fixa. Inflorescência esverdeada","92112","auto",NA,"2006","05","05",NA,NA,NA,NA
"356","2019-11-01 15:16:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Dedecca, D","Heringer, EP","1957","01","22","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"UB0020595","UB0020595","Monocotyledonae",NA,"5574","Southern America",NA,"Cultura","26090","auto",NA,"1958","01","31",NA,NA,NA,NA
"357","2019-11-01 15:16:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Davidse, G","Hill, SR; et al.","1983","06","09","Brasil","Amazonas",NA,"Frequent grass with floating culms, a component of riverside grass mats and floating islands. Ilha Tupinambarana, paraná Urariá, white water, between rio Abacaxis and rio Paraconi, varzea",NA,NA,NA,NA,NA,NA,"UB0020613","UB0020613","Monocotyledonae",NA,"13032","Southern America",NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA
"358","2019-11-01 15:16:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Black, GA","Chagas","1955","10","10","Brasil","Amazonas","Manaus","Margem do Igarapé de Sta. Maria","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"UB0020612","UB0020612","Monocotyledonae",NA,"2108","Southern America",NA,"Flores. Capim de 50 cm, aquatico","138090","auto",NA,"1957",NA,NA,NA,NA,NA,NA
"359","2020-08-20 20:41:30-03","UFSC","FLOR","53973","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Ferreira, J.P.R.","Ferreira, J.P.R.; Trevisan, R.","2014","02","07","Brasil","Santa Catarina","Morro da Fumaça","em lagoa ao lado de olaria.","-49.187778","-28.642778","49º11'16''W","28º38'34''S",NA,NA,"FLOR0053973",NA,NA,"Poales","525",NA,NA,"macrófita aquática emergente",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"360","2020-08-20 20:41:30-03","UFSC","FLOR","1836","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","1966","03","16","Brasil","Santa Catarina","Florianópolis","Lagoinha, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"1","1","FLOR0001836",NA,NA,"Poales","6710",NA,NA,NA,"27000","auto",NA,"1968",NA,NA,NA,NA,NA,NA
"361","2020-08-20 14:59:43-03","UFSC","FLOR","26322","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Imaguire, N.","1973","03","19","Brasil","Santa Catarina","Ilhota","Fazenda da Barra.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"FLOR0026322",NA,NA,"Poales","10",NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-08-20 20:41:30-03","UFSC","FLOR","4341","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.M.; Bresolin, A.","1973","03","27","Brasil","Santa Catarina","Imaruí","Águas Mornas.","-48.8199996948242","-28.3414001464844",NA,NA,"50","50","FLOR0004341",NA,NA,"Poales","10968",NA,NA,NA,"29971","auto",NA,"1977",NA,NA,NA,NA,NA,NA
"363","2020-08-20 20:41:30-03","UFSC","FLOR","4288","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.M.; Bresolin, A.","1973","02","20","Brasil","Santa Catarina","Imaruí","Passagem do Rio D#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"FLOR0004288",NA,NA,"Poales","10850",NA,NA,NA,"29971","auto",NA,"1977",NA,NA,NA,NA,NA,NA
"364","2018-08-09 21:11:10-03","UFMT","UFMT","42222","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase",NA,"Simon, M.F.; Pereira-Silva, G.; Barros, J.L.; Mendoza, M.; Reis, T.S.","2014","03","25","Brasil","Mato Grosso","Vila Bela da Sma Trindade","Subindo o rio Alegre, 5 KM S da ponte da cidade.","-59.9725","-15.045556","-59.9725","-15.045556","200","200",NA,NA,NA,NA,"2407",NA,NA,"Erva aquática. Entre nós vináceos.; Floresta de várzea e vegetação aquática. Relevo plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2018-08-09 21:11:10-03","UFMT","UFMT","42216","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase","Valls, J.F.M.","Simon, M.F.; Pereira-Silva, G.; Barros, J.L.; Mendoza, M.; Reis, T.S.","2014","03","25","Brasil","Mato Grosso","Vila Bela da Sma Trindade","Subindo o rio Alegre, 5 KM S da ponte da cidade.","-59.9725","-15.045556","-59.9725","-15.045556","200","200",NA,NA,NA,NA,"2401",NA,NA,"Erva aquática.; Floresta de várzea e vegetação aquática. Relevo plano.",NA,NA,NA,"2014","07",NA,NA,NA,NA,NA
"366","2015-04-17 16:12:25-03","UFMT","UFMT","4731","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase","Pott, A.","Da Silva, C.J.","1982","10","05","Brasil","Mato Grosso","Cáceres","Estação Ecológica de Taimã. Rio Taimã.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00004731",NA,NA,NA,"512",NA,NA,"Herbácea fixa; inflorescência esverdeada.; mata ciliar.","172193","auto",NA,"1995","10",NA,NA,NA,NA,NA
"367","2015-04-17 16:12:25-03","UFMT","UFMT","4619","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase","Pott, A.","Da Silva, C.J.","1982","10","05","Brasil","Mato Grosso","Cáceres","Estação Ecológica do Taimã, Braço do Taimã.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00004619",NA,NA,NA,"518",NA,NA,"Herbácea de 80 cm de altura, fixa no barranco; Inflorescência esverdeada.","172193","auto",NA,"1995","11",NA,NA,NA,NA,NA
"368","2015-04-17 16:12:25-03","UFMT","UFMT","15791","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase",NA,"Saddi, N.","1982","10","02","Brasil","Mato Grosso","Cáceres","Ilha de Taiamã. Mata do Biguazeiro. Beira do Rio.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00015791",NA,NA,NA,"2058",NA,NA,"Herbácea; inflorescência esverdeada.; mata ciliar.","172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-04-17 16:12:25-03","UFMT","UFMT","15786","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase","Silva, R.R.","Saddi, N.","1983","05","12","Brasil","Mato Grosso","Cáceres","Ilha de Taimã. Largo do Leiteirinho.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00015786",NA,NA,NA,"2782",NA,NA,"Herbácea de 1,5m de altura; inflorescência amarelo-esverdeada.; campo ; solo encharcado.","172193","auto",NA,"1983","05","12",NA,NA,NA,NA
"370","2015-04-17 16:12:25-03","UFMT","UFMT","15792","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase",NA,"Saddi, N.","1982","09","29","Brasil","Mato Grosso","Cáceres","Ilha de Taimã. Portal do Castelo de Areia.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00015792",NA,NA,NA,"1979",NA,NA,"Herbácea de 1m de altura; inflorescência esverdeada. Muito frequente no local.; Campo pantanoso.","172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"371","2015-04-17 16:12:25-03","UFMT","UFMT","15788","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase",NA,"Saddi, N.","1983","05","10","Brasil","Mato Grosso","Cáceres","Ilha de Taimã. Posto da Estação Ecológico ao longo do Rio Paraguai.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00015788",NA,NA,NA,"2737",NA,NA,"Herbácea de 70 cm de altura; inflorescência esverdeada.; campo pantonoso, solo encharcado.","172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-05-19 17:19:44-03","UFMT","UFMT","20258","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi.) Chase","Pott, A.","SchessI, M.","1992","04","01","Brasil","Mato Grosso","Cáceres","Rio Paraguay north of Taiamá-Island.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"UFMT00020258",NA,NA,NA,"01049214",NA,NA,"Doação Pantanal Ecology Project.","172193","auto",NA,"2006","07","21",NA,NA,NA,NA
"373","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Quinta prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4326","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Quinta prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10159","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll",NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Quinta prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6960","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-02-08 12:53:40-03","UFRGS","ICN","164540","S","Plantae","Poaceae","Hymenachne","cf. donacifolia","Hymenachne cf. donacifolia","(Raddi) Chase","P. J. S. Silva Filho, II Bo","Silva Filho, PJS","2010","05","23","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.019444","-30.068333","-51.019444","-30.068333","52","52",NA,NA,"Monocotyledon",NA,"318","América do Sul",NA,"Borda de mata, próximo à margem do lago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-02-08 12:53:40-03","UFRGS","ICN","034996","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Davidse, G","Croat, TB","1972","07","02","Peru","Loreto",NA,"Bocade Muyui, ca 3 Km w of Iquitos.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"17501","América do Sul",NA,"Missouri Botanical Garden Herbarium (MO).; More of less repent in muddy area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2021-02-08 12:53:40-03","UFRGS","ICN","159116","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Pastore, JA; et al.","1997","03","18","Brasil","SP","Barretos","região do ribeirão Anhumas 20°26' S 48°50' W","-48.833333","-20.433333","-48.833333","-20.433333",NA,NA,NA,NA,"Monocotyledon",NA,"738","América do Sul",NA,"Doação do Herbário SPSF.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2021-02-08 12:53:40-03","UFRGS","ICN","163953","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","P. J. S. Silva Filho, II Bo","Silva Filho, PJS","2010","04","22","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.019444","-30.068333","-51.019444","-30.068333","57","57",NA,NA,"Monocotyledon",NA,"252","América do Sul",NA,"Borda do lago, à sombra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-02-08 12:53:40-03","UFRGS","ICN","090604","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Valls, J","Valls, J; Silva, GP; Gerin, MAN; Rao, VR","1984","04","12","Brasil","MS","Coxim","Margem sul do rio Taquari, no iate clube Rio Verde ao Sul de Coxim.","-54.7599983215332","-18.5067005157471",NA,NA,"250","250",NA,NA,"Monocotyledon",NA,"7559","América do Sul",NA,"Embrapa Cenargem.; Área urbanizada junto ao rio Taquari, areia acumulada na margem do rio, relevo plano.","102528","auto",NA,"1984","04","12",NA,NA,NA,NA
"381","2021-02-08 12:53:40-03","UFRGS","ICN","096937","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, LB","Klein; Bresolin","1969","03","12","Brasil","SC","Florianópolis","Vargem Grande.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"8252","América do Sul",NA,"Universidade Federal de Santa Catarina - Faculdade de Farmácia e Bioquímica.; Banhado.","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-02-08 12:53:40-03","UFRGS","ICN","096970","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, LB","Klein; Bresolin","1973","02","20","Brasil","SC","Imaruí","Passagem do Rio D'Uma.","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"10850","América do Sul",NA,"Herbário do Horto Botânico - Universidade Federal de Santa Catarina - 4288; Beira de vala e rio.","29971","auto",NA,"1977",NA,NA,NA,NA,NA,NA
"383","2021-02-08 12:53:40-03","UFRGS","ICN","024238","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Valls, J","Valls, J","1970","05","08","Brasil","RS","Porto Alegre","Fac. Agronomia.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"1143","América do Sul",NA,"Várzea, em beira de arroio.","29946","auto",NA,"1970",NA,NA,NA,NA,NA,NA
"384","2021-02-08 12:53:40-03","UFRGS","ICN","112825","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Sanchotene, MC","Sanchotene, MC","1978","06","17","Brasil","RS","Porto Alegre","Fac. Agronomia - UFRGS.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"21","América do Sul",NA,"Próximo à Riacho.","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-02-08 12:53:40-03","UFRGS","ICN","088234","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Longhi-Wagner, H","Pilz, A","1987","03","01","Brasil","RS","Porto Alegre","Fac. Agronomia - UFRGS.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"379","América do Sul",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-02-08 12:53:40-03","UFRGS","ICN","098131","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, LB","Klein; Souza; Bresolin","1966","03","16","Brasil","SC","Florianópolis","Lagoinha.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"6710","América do Sul",NA,"Universidade Federal de Santa Catarina - Faculdade de Farmácia e Bioquímica - 1836; Banhado.","27000","auto",NA,"1968",NA,NA,NA,NA,NA,NA
"387","2021-02-08 12:53:40-03","UFRGS","ICN","119772","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Boldrini, II","Borgo, M; et al.","2000","02","09","Brasil","SP","Iguapé","Rio Momuna","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"621","América do Sul",NA,"Herbácea rizomatosa com inflorescências levemente vinosas, em brejo à margem do rio.","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"388","2021-02-18 17:09:09-03","FEPAGRO","BLA","13191","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"L. A.","1971","10","12","Brasil","Rio Grande do Sul","Vacaria","Estação Experimental","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA013191",NA,"Spermatophyta",NA,"252",NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-08-26 10:50:29-03","MCN-FZBRS","HAS","44203","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Schmidt, R.","2005","01",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Mangueira de pedra e trilhas","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"HAS0044203",NA,"Magnoliophyta",NA,"838",NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"390","2018-12-04 20:31:01-02","UNIR","RON","4647","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Pereira-Silva, G","2010","06","20","Brasil","Rondônia","Porto Velho",NA,"-64.816111","-9.493056","-64.816111","-9.493056",NA,NA,"RON00004647","RON00004647","Angiosperma","Poales","15414","Southern America",NA,"Margem esquerda do rio Madeira, sítio J. G. . Floresta Ombrófila Mista (FOM). Relevo Acidentado. Solo argiloso. Frequência Ocasional. Erva. Área de influência direta (lago). Inflorescência verde. 7 duplicatas.",NA,NA,NA,"2014","05",NA,NA,NA,NA,NA
"391","2019-11-21 10:15:42-03","IBt","SP","221193","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Sendulsky, T","Junk, K","1975","06","24","Brasil",NA,NA,"Costa do Baixio (Rio Solimões).",NA,NA,NA,NA,NA,NA,"SP033456","SP033456",NA,NA,"806",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA
"392","2019-11-21 10:15:42-03","IBt","SP","221202","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Sendulsky, T","Junk, K","1977","07","07","Brasil","Pará",NA,"Curuá - Una.",NA,NA,NA,NA,NA,NA,"SP033450","SP033450",NA,NA,"4",NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA
"393","2019-11-21 10:15:42-03","IBt","SP","174680","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Bastos, MN","Elias de Paula, J","1976","01","15","Brasil","Maranhão","Rosário","Rio Itapecuru, São Miguel","-44.2350006103516","-2.93443989753723",NA,NA,NA,NA,"SP033454","SP033454",NA,NA,"695/77",NA,NA,NA,"30574","auto",NA,"1987","03","10",NA,NA,NA,NA
"394","2019-11-21 10:15:42-03","IBt","SP","185592","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Silva, TS","Silva, CJ","1982","10","05","Brasil","Mato Grosso","Cáceres","Estação Ecológica de Taiamã, Rio Taiamã","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"SP033448","SP033448",NA,NA,"512",NA,NA,NA,"172193","auto",NA,"1983","06",NA,NA,NA,NA,NA
"395","2019-11-21 10:15:42-03","IBt","SP","159876","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, FO","Davidse, G; D'Arcy, WG","1976","03","28","Brasil","Minas Gerais","Governador Valadares","Ca. 10 km of Rio Doce","-41.9494018554688","-18.8511009216309",NA,NA,NA,NA,"SP033449","SP033449",NA,NA,"11457",NA,NA,NA,"50833","auto",NA,"1985","05",NA,NA,NA,NA,NA
"396","2019-11-21 10:15:42-03","IBt","SP","69384","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Macedo, A","1950","04","04","Brasil","Minas Gerais","Ituiutaba","S. Terizinha, margem do Rio Paranaíba.","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"SP033447","SP033447",NA,NA,"2236",NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-11-21 10:15:42-03","IBt","SP","161198","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, FO","Davidse, G; D'Arcy, WG","1976","03","27","Brasil","Minas Gerais","São João do Manhuaçu","Ca. 19 km S of the intersection of highway BR-116 & BR- 262, just Nof the village of São João do Manhaçu.","-42.1514015197754","-20.3936004638672",NA,NA,"800","800","SP033453","SP033453",NA,NA,"11454",NA,NA,NA,"12399","auto",NA,"1985","05",NA,NA,NA,NA,NA
"398","2019-11-21 10:15:42-03","IBt","SP","159888","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Bastos, MN","Davidse, G; D'Arcy, WG","1976","03","28","Brasil","Minas Gerais","São Pedro do Suaçuí","Ca. 1 km S of São Pedro de Suaçuí along highway MG-3.","-42.6025009155273","-18.3658008575439",NA,NA,"520","520","SP033451","SP033451",NA,NA,"11493",NA,NA,NA,"18958","auto",NA,"1987","03","10",NA,NA,NA,NA
