"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"513","2020-09-02 16:36:31-03","Cenargen","CEN","2454","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","J. F. M. Valls","Antônio Costa Allem","2250","1978","10","29","Brasil","MS","MIRANDA","Faz. Bodoquena - Sede Guaicurus.","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"CEN00002454","CEN00002454","1980","07",NA,"Com colmos decumbente que se alastram a grandes distâncias em locais encharcados. Estéril. Solo orgânico.",NA,"Exsicatas",NA,NA,NA,NA,"92112","auto",NA,NA,"1",NA,NA,NA
"514","2019-12-09 17:30:41-03","UFPR","EFC","7997","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Kuniyoshi, Y.S.","Roderjan, C.V.; Barddal, M.L.","1496","1998","05","13","Brasil","Paraná","Guaratuba","Rio Cubatãzinho","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"EFC007997",NA,"1998","05","22","Capim comum em brejos. __COMMOM_NAME__: Capim-capivara",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"515","2019-12-09 17:30:41-03","UFPR","EFC","6757","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Kuniyoshi, Y.S.","Kleina, A.L.S.; Kuniyoshi, Y.S.","4","1997","04","11","Brasil","Paraná","Paranaguá","Rio Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"EFC006757",NA,"1997","04","28","Herbácea anfíbia, formando ilhas flutuantes, nos remansos do rio __COMMOM_NAME__: capim-capivara, c.gordura",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"516","2019-11-13 11:28:45-03","USP","SPF","84036","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","López, MG","López, MG","40","1993","03","10","Argentina","Corrientes","Lavalle",NA,NA,NA,NA,NA,NA,NA,"SPF00084036","SPF00084036","1993",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-13 11:28:45-03","USP","SPF","90854","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Boldrini, IJ","Carvalho, AMV","3170","1990","07","18","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"SPF00090854","SPF00090854","1997","07",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"518","2019-11-13 11:28:45-03","USP","SPF","175184","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Rodrigues, MEF","Rodrigues, MEF","31","2005","04","13","Brasil","São Paulo","São Bernardo do Campo","Represa Billings","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"SPF00175184","SPF00175184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA
"519","2014-04-04 18:28:16-03","PNFM","IRAI","3582","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Preussler, K.H.; Amorim, A.","Amorim, A.M.P.B.","027","2011","04","16","Brasil","Paraná","Curitiba","Lagoa 1, Borda, Aterro Sanitário da Caximba","-49.336722","-25.625278","-49.336722","-25.625278",NA,NA,"IRAI00003582",NA,"2011","05","22","Gramínea, 1 m",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2014-04-04 18:28:16-03","PNFM","IRAI","4290","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ribas, O.S.","Pegorini, F.","s.n.","2007","04","05","Brasil","Paraná","Curitiba","Região de foz do Rio Barigui, Caximba",NA,NA,NA,NA,NA,NA,"IRAI00004290",NA,"2007","07","10","Solo úmido, próximo à borda da cava",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2014-04-04 18:28:16-03","PNFM","IRAI","3598","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Preussler, K.H.; Amorim, A.","Cavalheiro, T.L.","037","2011","04","16","Brasil","Paraná","Curitiba","Lagoa 1, Aterro Sanitário da Caximba","-49.336111","-25.626194","-49.336111","-25.626194",NA,NA,"IRAI00003598",NA,"2011","05","22","Gramínea, 1 m",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2014-04-04 18:28:16-03","PNFM","IRAI","4265","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ribas, O.S.","Ristow, R.","1488","2011","06","18","Brasil","Paraná","Curitiba","Lagoa 1, Borda, Aterro Sanitário da Caximba","-49.337139","-25.625194","-49.337139","-25.625194","870","870","IRAI00004265",NA,"2011","11","24",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2019-10-07 09:21:51-03","UEFS","HUEFS","45007","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Moreira, S.N.","244","2009","06","03","Brasil","Mato Grosso do Sul","Corumbá","Paraguai Mirim - Pantanal do Paraguai.","-59.340278","-18.484167","59W20'25''","18S29'3''","400","400","HUEFS0045007","HUEFS0045007",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"524","2019-10-07 09:21:51-03","UEFS","HUEFS","207384","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Oliveira, R.C.","2257","2009","09","27","Brasil","Rio Grande do Norte","Jucurutu",NA,"-37.075","-5.983333","37W4'30''","5S59'",NA,NA,"HUEFS0207384","HUEFS0207384",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"525","2019-10-07 09:21:51-03","UEFS","HUEFS","37957","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","R.P.Oliveira","França, F.","2963","1999","05","15","Brasil","Bahia","Miguel Calmon",NA,"-40.595278","-11.4225","40W35'43''","11S25'21''","525","525","HUEFS0037957","HUEFS0037957","1999","07",NA,"Vergetação herbácea densa em solo encharcado.",NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"526","2019-10-07 09:21:51-03","UEFS","HUEFS","208984","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Oliveira, R.C.","2272","2008","09","27","Brasil","Rio Grande do Norte","Cruzeta","13 Km de São José do Seridó. Coletada em áreas úmidas.","-36.7896995544434","-6.41167020797729",NA,NA,NA,NA,"HUEFS0208984","HUEFS0208984",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,"23687","auto","Lilianae",NA,NA,NA,NA,NA
"527","2019-10-07 09:21:51-03","UEFS","HUEFS","54114","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","R.P.Oliveira","Soares, F.A.R.","136","2001","05","28","Brasil","Piauí","Teresina","Margens do rio Poti.","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"HUEFS0054114","HUEFS0054114","2001","06",NA,"Mata ciliar.",NA,NA,NA,"Angiospermae","Poales",NA,"56344","auto","Lilianae",NA,NA,NA,NA,NA
"528","2019-06-11 13:50:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"RRC ID Flag","M. Rimachi Y.","4895","1980","2","27","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"4895",NA
"529","2017-04-21 08:59:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"RRC ID Flag","J. Revilla","629","1976","5","20","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,"polystachya",NA,NA,"Monocotyledoneae",NA,NA,NA,"629",NA
"530","2017-04-21 08:59:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis",NA,"RRC ID Flag","G. T. Prance","12023","1971","4","17","Brazil","Acre",NA,NA,"-70","-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,"spectabilis",NA,NA,"Monocotyledoneae",NA,NA,NA,"12023",NA
"531","2019-01-25 15:44:29-02","IAC","IAC","16048","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","I.J. Boldrini","D.M. Dedecca","265","1953","02","15","Brasil","São Paulo","Campinas","Seção de Conservação de Solos","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,"1997","07","24","nome popular: capim-de-angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-01-25 15:44:29-02","IAC","IAC","19845","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","I.J. Boldrini","H.F. Leitão Filho","316","1968","03","01","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"1997","07","24","ornamental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2019-10-03 14:21:25-03","IAC","IAC","25011","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","P.L. Viana","?","28","1980","02","14","Brasil","Minas Gerais","Careaçu","Estação Experimetal EPAMIG","-45.6992","-22.0431","-45.6992","-22.0431",NA,NA,NA,NA,"2008","11","14","O coletor se apresenta com a sigla DAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2019-01-25 15:44:29-02","IAC","IAC","8070","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","I.J. Boldrini","G.P. Viégas","s/nº","1946","04","26","Brasil","São Paulo","Campinas","Fazenda Sant#?#Ana, propriedade de Eliseu Teixeira de Camargo","-46.971422","-22.896575","-46.971422","-22.896575",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2019-01-25 15:44:29-02","IAC","IAC","8166","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","I.J. Boldrini","A.P. Viégas","s/nº","1947","03","07","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"1997","07","24","nome popular: capim-mandante, capim-de-angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2019-01-25 15:44:29-02","IAC","IAC","9212","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","I.J. Boldrini","M.A. Alencar","s/nº","1948","02","18","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Seção de Conservação de Solos","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"1997","07","24","G.I. talhão 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2020-07-23 12:18:27-03","CEPLAC","CEPEC","85806","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"M. L. Guedes","M. L. Guedes","7290","2000","06","19","Brasil","Bahia","IRECÊ","Xique-Xique. Margem do Rio São Francisco.","-42.683333","-10.666667","42W41'","10S40'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2000",NA,NA,NA,NA
"538","2020-07-23 12:18:27-03","CEPLAC","CEPEC","9903","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"S. A. Renvoize","R. M. Harley","16273","1974","02","21","Brasil","Bahia","ITIÚBA","Lagoa da Eugenia ao S prox. Camaleão. Margem do lago.","-39.716667","-10.666667","39W43'0","10S40'0",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Capim-mandante, capim-de-angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1976",NA,NA,NA,NA
"539","2020-07-23 12:18:27-03","CEPLAC","CEPEC","48199","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"S. A. Renvoize","A. M. de Carvalho","3170","1990","07","18","Brasil","Bahia","ILHÉUS","Caminho pelo Rio Almada, de Sambaituba p/ lagoa Encantada. Margens do rio.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Capim-amazonas",NA,NA,NA,NA,NA,NA,"61245","auto",NA,"30/12/1991",NA,NA,NA,NA
"540","2020-07-23 12:18:27-03","CEPLAC","CEPEC","39147","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"S. A. Renvoize","A. M. de Carvalho","2377","1986","04","03","Brasil","Bahia","JACOBINA","2Km a W da cidade, estrada p/ Feira de Santana. Margem d'água.","-40.5182991027832","-11.1806001663208","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,"01/08/1986",NA,NA,NA,NA
"541","2020-11-19 14:06:29-03","Unimontes","MCMG","3795","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Saraiva, C |",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra das Araras","Vereda do Acari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2019-11-01 15:16:06-03","UnB","UB","184562","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Silva, RH","74","2008","06","25","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.623333","-18.972778","-57.623333","-18.972778",NA,NA,"UB0017572","UB0017572",NA,NA,NA,"Erva. Inflorescência com muitas espigas; Campo inundável próximo à margem do Rio Paraguai","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2019-11-01 15:16:06-03","UnB","UB","79274","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pott, A","Damasceno, GA","809",NA,NA,NA,"Brasil","Mato Grosso do Sul","Ladário","Ladário","-57.583333","-19.016667","-57.583333","-19.016667",NA,NA,"UB0017574","UB0017574",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, RC; Cunha, MJ","Konopczyk, RMG","IFN-4154692.2","2017","08","02","Brasil","Maranhão","Caxias",NA,"-43.380003","-4.86","-43.380003","-4.86",NA,NA,"UB0128664",NA,"2017","08","14","Inventário Florestal Nacional (IFN). Conglomerado-MA_415. Subunidade 2. Subparcela 2. Indivíduo HE. F9-Levantamento de herbáceas; Herbácea. Flores brancas; Ambiente palustre","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, RC","Oliveira, RC; Ribeiro, ARO; Araújo, JE; Silva, AS; Araújo, AMS","2155","2008","05","30","Brasil","Rio Grande do Norte","Luís Gomes","Estrada para Tigre de Cima","-38.41","-6.398056","-38.41","-6.398056",NA,NA,NA,NA,"2008","05","30","Erva aquática, aparentemente cultivada","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-10-03 10:04:25-03","UFSCar","SORO","7358","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","R.J.F. Garcia","Garcia, R.J.F.; Branco, F.R.; Branco, F.","2466","2005","03","13","Brasil","São Paulo","Itanhaém","Rio Preto. Borda de mata.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"2005","09","14","Erva rizomatosa; espiguetas vináceas. Voucher de estudo paleoambiental.",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"547","2019-10-03 10:04:25-03","UFSCar","SORO","7357","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","R.J.F. Garcia","Garcia, R.J.F.; Branco, F.R.; Branco, F.","2727","2005","03","12","Brasil","São Paulo","Itanhaém","Rio Preto. Mata ciliar ca. 12m alt.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"2006","05","29","Erva rizomatosa; espiguetas vináceas. Voucher de estudo paleo-ambiental (IG-UNICAMP).",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"548","2020-08-20 20:41:26-03","UFSC","FLOR","61297","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, J.P.R.","Hassemer, G.N.","752","2014","04","25","Brasil","Santa Catarina","Florianópolis","Lagoa da Conceição.","-48.445278","-27.609444","48º26'43''W","27º36'34''S",NA,NA,"FLOR0061297","FLOR0061297","2016",NA,NA,"Erva, inflorescência roxa",NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2020-08-20 20:41:26-03","UFSC","FLOR","24164","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya","(Kunth) Hitchc.","Smith, L.B.","Klein, R.M.; Bresolin, A.","8628","1970","02","26","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","FLOR0024164",NA,"1981",NA,NA,"abundante",NA,NA,NA,NA,"Poales","polystachya","27000","auto",NA,NA,NA,NA,NA,NA
"550","2020-08-20 20:41:26-03","UFSC","FLOR","3687","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Smith, L.B.","Bresolin, A.","574","1972","04","24","Brasil","Santa Catarina","Governador Celso Ramos","Vargem do Macário.","-48.5592002868652","-27.3146991729736",NA,NA,"5","5","FLOR0003687",NA,"1974",NA,NA,NA,NA,NA,NA,NA,"Poales",NA,"13751","auto",NA,NA,NA,NA,NA,NA
"551","2020-08-20 20:41:26-03","UFSC","FLOR","3682","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Smith, L.B.","Klein, R.M.; Bresolin, A.","10848","1973","02","20","Brasil","Santa Catarina","Imaruí","Passagem do Rio D#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"FLOR0003682",NA,"1973",NA,NA,"Forma densas associações",NA,NA,NA,NA,"Poales",NA,"29971","auto",NA,NA,NA,NA,NA,NA
"552","2020-08-20 20:41:26-03","UFSC","FLOR","4337","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya","(Kunth) Hitchc.","Smith, L.B.","Klein, R.M.; Bresolin, A.","11424","1976","01","09","Brasil","Santa Catarina","Turvo","Sítio Manoel P.Rocha. Ermo.","-49.67919921875","-28.9260997772217",NA,NA,"20","20","FLOR0004337",NA,"1978",NA,NA,NA,NA,NA,NA,NA,"Poales","polystachya","18298","auto",NA,NA,NA,NA,NA,NA
"553","2021-02-08 12:53:23-03","UFRGS","ICN","093376","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Cervi, AC","Cervi, AC; Dunaiski, A","3196","1991","05","02","Brasil","PR","São José dos Pinhais","Cavas do Rio Iguaçú","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"1991","05",NA,"Planta aquática emergente. Inflorescência vinosa escura","América do Sul",NA,NA,"Monocotyledon",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"554","2021-02-08 12:53:23-03","UFRGS","ICN","024233","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pfitscher, E","Valls, J","1121","1970","04","05","Brasil","RS","Porto Alegre","Bairro Ipanema, margem do Rio Guaíba","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"1975","03","04","Longos estolhos arroxeados, nós pilosos","América do Sul",NA,NA,"Monocotyledon",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"555","2021-02-08 12:53:23-03","UFRGS","ICN","051368","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pereira, AI","Pereira, AI","s.n.","1978","05","17","Brasil","RS","Porto Alegre","Faculdade de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"1978","05","23","Na beira de um riacho","América do Sul",NA,NA,"Monocotyledon",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"556","2021-02-08 12:53:23-03","UFRGS","ICN","112830","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Sanchotene, Mdo C","Sanchotene, M do C","20","1978","05","17","Brasil","RS","Porto Alegre","Faculdade de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Próximo ao riacho","América do Sul",NA,NA,"Monocotyledon",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"557","2021-02-08 12:53:23-03","UFRGS","ICN","088213","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pilz, A","Pilz, A","336",NA,NA,NA,"Brasil","RS","São Lourenço do Sul","Em frente aos molhes da Barra, beira da lagoa","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"48842","auto",NA,NA,NA,NA,NA,NA
"558","2021-02-08 12:53:23-03","UFRGS","ICN","010150","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Pfitscher, E","Valls, J; Arzivenco, L","1385","1970","12","29","Brasil","RS","Torres","Entre pirataba e Praia Grande, na margem do Rio Mampituba","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"1975",NA,NA,"Nós glabros","América do Sul",NA,NA,"Monocotyledon",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"559","2021-02-08 12:53:23-03","UFRGS","ICN","053091","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Longhi-Wagner, HM","Schwarzbold, A","38","1979","05","26","Brasil","RS","Tramandaí","Lagoa das Pombas","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,"21077","auto",NA,NA,NA,NA,NA,NA
"560","2021-02-08 12:53:23-03","UFRGS","ICN","191412","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Rodrigues, MEF","Rodrigues, MEF; et al.","31","2005","04","13","Brasil","SP","São Bernardo do Campo","Represa Billings","-46.435278","-23.719722","-46.435278","-23.719722",NA,NA,NA,NA,"2010","01",NA,"Doação ESA 116091, Coordenadas em UTM; Erva cespitosa, ereta, 400cm., flor roxa","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2021-02-08 12:53:23-03","UFRGS","ICN","122744","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Boldrini, II","Azevedo-Gonçalves, CF; Gonçalves, CN","315","2000","03","29","Brasil","RS","Arroio do Conde","Eldorado do Sul",NA,NA,NA,NA,"15","15",NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
