"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"292","2020-09-12 05:00:02-03","US","US","1424648","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","ex herb. Lehmannianum","5004",NA,NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"US01400605",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"293","2020-09-12 05:00:02-03","US","US","830804","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","E. H. Ule","300","1889","3",NA,"South America","Brazil","Santa Catarina",NA,"An einem Stamm von locos erispatta auf dem Campo d'Una bei Laguna [interpreted]",NA,NA,NA,NA,NA,"US01400595","US01400595_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"294","2020-09-12 05:00:02-03","US","US","1795617","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","J. Cuatrecasas","7535","1939","11","8","South America - Neotropics","Colombia","Vaupés",NA,"Comisaria del Vaupes, Rio Guayabero, selva",NA,NA,"240",NA,NA,"US01400602",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"295","2020-09-12 05:00:02-03","US","US","2415002","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","J. J. Wurdack","1478","1962","7","23","South America - Neotropics","Peru","Amazonas",NA,"Provincia de Chachapoyas, scrub forest Rio Ventila 1-2 km west of Molinopampa",NA,NA,"2350",NA,NA,"US01400610",NA,"2400",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"296","2020-10-15 09:54:00-03","UFPR","EFC","9341","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","477","1999","09","20",NA,"Brasil","Paraná","Guaratuba","Lagoa do Parado","-48.7209","-25.7532","3",NA,"Epífita a 2,5m do solo, em caxetal aberto, sobre Tabebuia cassinoides, soros castanho-alaranjados.","EFC009341",NA,"3","Borgo, M.",NA,NA,"1999","09","29",NA,"-48.7209","-25.7532",NA,NA,NA
"297","2019-12-09 17:30:34-03","UFPR","EFC","13270","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Völtz, R.R.; et al.","404","2014","10","18",NA,"Brasil","Paraná","Morretes","Estrada de Prainhas - Porto de Cima","-48.904","-25.4192","100",NA,"Erva epífita, crescendo em forófito localizado na borda de floresta alterada; sinângios amarelados e verdes. __COMMOM_NAME__: Língua-de-cobra","EFC013270",NA,"100","Völtz, R.R.",NA,NA,"2014","10","18",NA,"-48.9040","-25.4192",NA,NA,NA
"298","2020-10-15 09:54:00-03","UFPR","EFC","12119","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Völtz, R.R.","266","2013","10","19",NA,"Brasil","Paraná","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"Erva epífita, pendente; sinângio em forma de espiga, variando a cor de verde a amarelado, rara. __COMMOM_NAME__: Linguá-de-cobra","EFC012119",NA,NA,"Völtz, R.R.","30514","auto","2013","10","19",NA,NA,NA,NA,NA,NA
"299","2019-12-09 17:30:34-03","UFPR","EFC","14005","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Blum, C.T.; Brotto, M.L.; Mancinelli, W.S.","701","2009","12","02",NA,"Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","450",NA,"Epífita em copa interna de árvore caída, aos 450 m.s.n.m.","EFC014005",NA,"450","Mancinelli, W.S.",NA,NA,"2009","12","10",NA,"-48.6987","-25.6140",NA,NA,NA
"300","2020-10-15 09:54:00-03","UFPR","EFC","600","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Kuniyoshi, Y.S.; Roderjan, C.V.","4840","1984","12","12",NA,"Brasil","Paraná","Guaraqueçaba","Posto Palhoça - BR116","-48.3288993835449","-25.3066997528076",NA,NA,"Epífita em floresta atlântica. __COMMOM_NAME__: Pteridófita","EFC000600",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-25 13:53:01-03","UNIVILLE","JOI","16944","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.","256","2016","03","24",NA,"Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.126389","-26.180556","750",NA,"epífita","JOI016944","JOI016944","750","PAGANI, A.",NA,NA,"2016","03","24",NA,"49º7'35''W","26º10'50''S",NA,NA,NA
"302","2021-03-25 13:53:01-03","UNIVILLE","JOI","14885","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Mancinelli, W.S.",NA,"2009","12","22",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621","500",NA,"Número de coleta: 1102-B; HABITO: Epífita","JOI014885","JOI014885","500","Mancinelli, W. S.","22441","auto","2009","12","22",NA,NA,NA,NA,NA,NA
"303","2021-03-25 13:53:01-03","UNIVILLE","JOI","14459","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Mancinelli, W.S.",NA,"2005","10","06",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564","900",NA,"; HABITO: epífita, aéreo; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI014459","JOI014459","900","P. Labiak","37150","auto","2005","10","24",NA,NA,NA,NA,NA,NA
"304","2021-03-25 13:53:01-03","UNIVILLE","JOI","9114","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Mancinelli, W.S.","836","2008","07","14",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","800",NA,"; HABITO: Epífita; TIPO VEGETACIONAL: FODM","JOI009114","JOI009114","800","Mancinelli, W.S.","37150","auto","2008","07","14",NA,NA,NA,NA,NA,NA
"305","2021-03-25 13:53:01-03","UNIVILLE","JOI","15069","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Mancinelli, W.S.","1308","2010","09","30",NA,"Brasil","Santa Catarina","Joinville","Serra Queimada.","-48.8456001281738","-26.3043994903564","1300",NA,"; HABITAT: mata nebular; HABITO: Epífita","JOI015069","JOI015069","1300","Mancinelli, W. S.","37150","auto","2010","09","30",NA,NA,NA,NA,NA,NA
"306","2019-10-07 09:38:40-03","UEFS","HUEFS","119188","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Paixão, J.L.","1158","2007","04","28",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Mata do Centro Sapucaia, área divisa com os Nunes e Faz.","-39.15","-13.166667",NA,NA,"Mata atlântica.","HUEFS0119188",NA,NA,"A.Salino",NA,NA,"2009","02",NA,"Polypodiopsida","39W9'0''","13S10'0''",NA,NA,NA
"307","2019-10-07 09:38:40-03","UEFS","HUEFS","158209","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Macedo, T.S.","173","2009","10","31",NA,"Brasil","Bahia","Santa Terezinha","Serra da Jibóia. Fragmento de Mata atlântica.","-39.483056","-12.833333","727",NA,"Borda de mata.","HUEFS0158209",NA,"727",NA,NA,NA,NA,NA,NA,"Polypodiopsida","39W28'59''","12S50'0''",NA,NA,NA
"308","2019-10-07 09:38:40-03","UEFS","HUEFS","123446","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Paixão, J.L.","1319","2007","08","04",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Mata do Centro Sapucaia, área das Duas Barras.","-39.658611","-13.164722",NA,NA,"Mata Atlântica.","HUEFS0123446",NA,NA,"A.Salino",NA,NA,"2009","02",NA,"Polypodiopsida","39W39'31''","13S9'53''",NA,NA,NA
"309","2019-10-07 09:38:40-03","UEFS","HUEFS","174379","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.","79550","2006","02","10",NA,"Brasil","Paraná","Antonina","Bairro Alto.","-48.7118988037109","-25.4286003112793",NA,NA,"Floresta da margem do rio.","HUEFS0174379",NA,NA,NA,"38300","auto",NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"310","2019-01-25 15:43:44-02","IAC","IAC","55203","S","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L.C. Bernacci; M.A. Assis & R. Belinelo","4827","2012","10","02",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9597","-23.0744",NA,NA,NA,NA,NA,NA,"A. Salino",NA,NA,"2014","01","08",NA,"-44.9597","-23.0744",NA,NA,NA
"311","2020-07-23 12:17:03-03","CEPLAC","CEPEC","110529","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata",NA,"F. B. Matos","900","2006","02","08",NA,"Brasil","Minas Gerais","SANTA MARIA DO SALTO","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água.","-40.054444","-16.406389",NA,NA,NA,NA,NA,NA,"J. Condack",NA,NA,NA,NA,NA,NA,"40W3'16","16S24'23","30/09/2014",NA,NA
"312","2020-07-23 12:17:03-03","CEPLAC","CEPEC","116808","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum",NA,"Matos, F. B.","1375","2007","04","14",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha que desce ao lado da pousada.","-39.564722","-15.393056","750",NA,"Foto.",NA,NA,"750","Sem Informação",NA,NA,NA,NA,NA,NA,"39W33'53","15S23'35",NA,NA,NA
"313","2020-07-23 12:17:03-03","CEPLAC","CEPEC","140467","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum",NA,"Olenscki L. J.","53","2012","09","25",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, ramal à esquerda que leva à RPPN e torre da Embratel, ca. 6 km.","-39.565278","-15.391667",NA,NA,"trilha da Bapeba",NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA
"314","2020-07-23 12:17:03-03","CEPLAC","CEPEC","140468","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum",NA,"Olenscki L. J.","54","2012","07","25",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, ramal à esquerda que leva à RPPN e torre da Embratel, ca. 6 km.","-39.565278","-15.391667",NA,NA,"trilha da Bapeba",NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA
"315","2020-07-23 12:17:03-03","CEPLAC","CEPEC","125664","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum",NA,"P. H. Labiak","4817",NA,NA,NA,NA,"Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"P. H. Labiak","23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-07 11:18:08-03","UFMG","BHCB-SL","107086","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Almeida, TE; Heringer, G; Lara, DS; Costa, ACV","846","2007","04","29","América","Brasil","Minas Gerais","Bocaiúvas",NA,"-43.772944","-17.902083","128",NA,"Rupícola em campo rupestre e na borda de capão",NA,NA,"128","Almeida, TE",NA,NA,"2007","04",NA,NA,"-43.772944","-17.902083",NA,NA,NA
"317","2019-11-07 11:18:08-03","UFMG","BHCB-SL","10718","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Silva, JM; Barbosa, E","1350","1994","08","15","América","Brasil","Goiás","Garuva","Rio das Orquídeas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-07 11:18:08-03","UFMG","BHCB-SL","62068","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","7399","2001","08","09","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo de Santa Virgínia, trilha para a nascente do Rio Itamambuca.","-45.088667","-23.324222","800",NA,NA,NA,NA,"900","Salino, A",NA,NA,"2001","08",NA,NA,"-45.088667","-23.324222",NA,NA,NA
"319","2021-01-12 15:24:24-03","UFMG","BHCB-SL","64953","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, FA; Teixeira, LCRS; Oliveira, AM","7702","2001","10","29","América","Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virginia. Trilha da Pirapetinga. Floresta Ombrófila Densa Montana.","-45.15","-23.337722","900",NA,"Epífita; a 2m de altura. interior de mata.","BHCB001948","BHCB001948","950","Salino, A",NA,NA,NA,NA,NA,NA,"-45.15","-23.337722",NA,NA,NA
"320","2019-11-07 11:18:08-03","UFMG","BHCB-SL","63330","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Badini, J","307",NA,NA,NA,"América","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-11-12 17:02:16-03","UEL","FUEL","31535","PreservedSpecimen","Plantae","Tracheophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Ariati, V; Augusto-Silva, M","919","2013","02","04",NA,"Brasil","Paraná","Rio Branco do Sul","Próximo à pousada Ribeirão das Flores","-49.3142013549805","-25.1900005340576",NA,NA,NA,"FUEL007770",NA,NA,"Cordeiro, J","37352","auto","2016","11","16",NA,NA,NA,NA,NA,NA
"322","2019-05-06 12:01:19-03","UFU","HUFU","48736","S","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Hatschbach, G.; Barbosa, E.","79550","2006","02","10",NA,"Brasil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,"Epífita.; Florstra da margem do rio.","HUFU00054840","HUFU00054840",NA,"Hatschbach, G.","38300","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-08-20 20:40:52-03","UFSC","FLOR","21515","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Klein, R.M.; Bresolin, A.","8233","1969","03","11",NA,"Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa catarina.","-48.5491981506348","-27.596700668335","500",NA,"epífito","FLOR0021515",NA,"500","Bueno, R.M.","27000","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-08-20 20:40:52-03","UFSC","FLOR","3739","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Klein, R.M.; Bresolin, A.","10945","1973","03","27",NA,"Brasil","Santa Catarina","Imaruí","Águas Mornas.","-48.8199996948242","-28.3414001464844","400",NA,"epífita","FLOR0003739",NA,"400","Sehnem, A.","29971","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-02-08 12:46:42-03","UFRGS","ICN","178367","S","Plantae","Fern",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gonzatti, F","788","2013","07","16","América do Sul","Brasil","RS","Tapes","Estrada Tapes-Barra do Ribeiro","-51.416944","-30.631667","21",NA,"Epífita; Em interior de mata de Eucalyptus sp., sobre Butia sp.",NA,NA,"21","Machado, L",NA,NA,NA,NA,NA,NA,"-51.416944","-30.631667",NA,NA,NA
"326","2021-02-08 12:46:42-03","UFRGS","ICN","122788","S","Plantae","Fern",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gonçalves, CN; Azevedo-Gonçalves, CF","393","2001","09","16","América do Sul","Brasil","RS","Gravataí","Morro Agudo","-50.9919013977051","-29.9444007873535",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Folhas pendentes; 3 indivíduos, 1 folioclada.; Epífita sem Butia, em vegetação ripária.",NA,NA,NA,"Torres, EM","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-02-08 12:46:42-03","UFRGS","ICN","122937","S","Plantae","Fern",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Dutra, J","126",NA,NA,NA,"América do Sul","Brasil","RS","Torres","Lagoa Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita; num Butiazeiro.",NA,NA,NA,"Torres, EM","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-02-08 12:46:42-03","UFRGS","ICN","167818","S","Plantae","Fern",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Kieling-Rubio, MA","429","2009","10","13","América do Sul","Brasil","PR","São João da Graciosa","Serra da Graciosa 25°°28' 37 S 48° 50' 04 W","-48.834444","-25.476944","800",NA,"Floresta Ombrófila Densa; epífito",NA,NA,"800","Torres, EM",NA,NA,NA,NA,NA,NA,"-48.834444","-25.476944",NA,NA,NA
"329","2021-02-08 12:46:42-03","UFRGS","ICN","007095","S","Plantae","Fern",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","?","s.n.",NA,NA,NA,"América do Sul","Brasil","SC","Tapes",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita.; Sobre gerivá.",NA,NA,NA,"Torres, EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-08 12:46:42-03","UFRGS","ICN","086420","S","Plantae","Fern",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Waechter, JL","2409","1990","03","27","América do Sul","Brasil","RS","Torres","Pedra Branca","-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita; folhas pendentes.; Em mata de encosta, nascendo entre serrapilheira da base de Vriesea gigantea.",NA,NA,NA,"Torres, EM","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-02-08 12:46:42-03","UFRGS","ICN","061639","S","Plantae","Fern",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Waechter, JL","2068","1984","12","21","América do Sul","Brasil","RS","Osório","Emboaba","-50.2696990966797","-29.8866996765137",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífita estéril.; Sobre butiá (Butia capitata) em interior de mata arenosa.",NA,NA,NA,"Torres, EM","27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","42598","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Nardim, J.","s.n.","2004","09",NA,NA,"Brasil","Rio Grande do Sul","Tapes",NA,"-51.405263","-30.673263",NA,NA,"Epífita de Butiá capitata, butiazal.","HAS0042598",NA,NA,"Senna, R.M.",NA,NA,"2018","05",NA,NA,"-51,4052630","-30,6732630",NA,NA,NA
"333","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","37156","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Spanholi, J.","s.n.","2000","07",NA,NA,"Brasil","Rio Grande do Sul","Barracão",NA,"-51.458182","-27.674113",NA,NA,"Epífita.","HAS0037156",NA,NA,"Torres, M.",NA,NA,"2011",NA,NA,NA,"-51,4581820","-27,6741130",NA,NA,NA
"334","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","41912","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Nilson, A.D.","1081","2003","06",NA,NA,"Brasil","Rio Grande do Sul","Barra do Ribeiro","no Morro da Formiga,","-51.3011016845703","-30.2910995483398",NA,NA,NA,"HAS0041912",NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","70349","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Nunes, V.F.","418","1989","05",NA,NA,"Brasil","Santa Catarina","São José","São José, Rio Matias","-48.627498626709","-27.6152992248535",NA,NA,"; epífito ; Ombrófila, higrófila, na margem do Rio Matias, erva de folhas palmadas","HAS0070349",NA,NA,NA,"12814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-12-01 09:01:58-03","MCN-FZBRS","HAS","41553","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Abruzzi, M.L.","4812","2003","05",NA,NA,"Brasil","Rio Grande do Sul","Tapes","Lagoa do Charutão","-51.3958015441895","-30.6732997894287",NA,NA,NA,"HAS0041553",NA,NA,"Senna, R.M.","25762","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
