"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"238","2021-02-12 15:02:04-03","UFSCar","SPSC","4883","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"n6808;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-05-06 11:55:43-03","UFU","HUFU","1807","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I.","Araújo, G.M.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bosque Jonh Kenedy","-48.187198638916","-18.6471996307373",NA,"Árvore, ca. de 10 m. Pétala de cor creme.; Mata mesofítica.","HUFU00006749","HUFU00006749",NA,NA,NA,"1995",NA,NA,"07","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"240","2019-05-06 11:55:43-03","UFU","HUFU","56041","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"PPFES","243","2007","09",NA,NA,"Brasil","Minas Gerais","Fazenda Sucupira-Caçú","-48.036667","-19.676389",NA,"Árvore ca de 33 m de altura e 239 cm de circunferência.; Floresta Estacional semidecidual.","HUFU00006742","HUFU00006742",NA,NA,NA,NA,"-48.036667","-19.676389",NA,"Uberaba",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-05-06 11:55:43-03","UFU","HUFU","1655","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, G.M.; Barbosa, A.A.A.","349","1988","05","01",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Arbóreo ca. de 13 m. Frutos imaturos verdes.; Mata mesofítica.","HUFU00006743","HUFU00006743",NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"242","2019-05-06 11:55:43-03","UFU","HUFU","1717","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I.","Araújo, G.M.","s.n.","1988","09","18",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Árvore, ca. 15 m.","HUFU00006744","HUFU00006744",NA,NA,NA,"1995",NA,NA,"07","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"243","2019-05-06 11:55:43-03","UFU","HUFU","1810","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I.","Araújo, G.M.","s.n.","1988","12","20",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Árvore ca. de 10 m. Frutos imaturos verdes.; Mata mesofítica.","HUFU00006748","HUFU00006748",NA,NA,NA,"1995",NA,NA,"07","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"244","2019-05-06 11:55:43-03","UFU","HUFU","4167","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, G.M.; et al.","897","1992","09","19",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Arbóreo, ca. 15 m.","HUFU00006747","HUFU00006747",NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"245","2019-05-06 11:55:43-03","UFU","HUFU","4168","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, G.M.","898","1992","05","09",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Árvore 11 m. Frutos verdes.","HUFU00006746","HUFU00006746",NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"246","2019-05-06 11:55:43-03","UFU","HUFU","4170","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, G.M.; et al.","900","1992","08","08",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Arbóreo 15 m. Flores brancas.","HUFU00006745","HUFU00006745",NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"247","2020-01-31 10:38:10-03","IFAM","EAFM","5231","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, W.A.","Rodrigues, W.A.; Coêlho, D.F.","8508","1968","07","11",NA,"Brasil","Amazonas","AM10, Km 155, árvore nº 123, Estrada Manaus-Itacoatiara, Km 155, árvore nº 123 da picada XIX. Mata de carrasco, alto, de solo arenoso.",NA,NA,NA,"; DESC: Árvore de 30m de altura x 59cm de diâmetro; flores verde-claras.",NA,NA,NA,NA,NA,"1668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-04 15:44:39-03","IF","SPSF","03995","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) M. Arg.","G.A.D.C. Franco","D.G.S.Camargo",NA,NA,NA,NA,"América do Sul","Brasil","SP",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;nome popular:  leiteiro branco;",NA,NA,NA,NA,NA,"2007",NA,NA,"01","local ignorado",NA,NA,"Magnoliopsida",NA,"23",NA,NA,NA
"249","2017-09-11 17:09:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Rio Grande,ad margines silvarum.",NA,NA,NA,NA,NA,"P11P2N0042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2017-09-11 17:09:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Warming, JEB","1744",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Rio Grande,ad margines silvarum.",NA,NA,NA,NA,NA,"P11P2N0042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2017-09-11 17:09:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","et in prov. S. Paulo, in silvis primaevis ad Rio Parana, ubi dicitur Arvore de Mamona.",NA,NA,NA,NA,NA,"P11P2N0042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2017-09-11 17:09:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Riedel, L","2399",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes ad Rio Grande,ad margines silvarum.",NA,NA,NA,NA,NA,"P11P2N0042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2014-09-23 11:01:37-03","G","G-DC","G00313134","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Schultes, R. E.","Lund, P. W.",NA,"1834",NA,"00","AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,"-53.65388889","-29.71027778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=229617&base=img&lang=en","G00313134","G00313134",NA,NA,NA,"1950","-53.65388889","-29.71027778","01",NA,NA,NA,NA,NA,"01",NA,NA,NA
"254","2019-11-21 10:04:27-03","IBt","SP","57819","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Kuhlmann, M; Jimbo, S","312","1959","09","28",NA,"Brasil","Pará","Rodovia Belém-Brasília, Km 96.",NA,NA,NA,"Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-21 10:04:27-03","IBt","SP","276201","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Araújo, GM","352","1988","09","18",NA,"Brasil","Minas Gerais","Bosque John Kennedy","-48.187198638916","-18.6471996307373",NA,"Árvore",NA,NA,NA,NA,NA,"1995",NA,NA,"07","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"256","2019-11-21 10:04:27-03","IBt","SP","276213","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Araújo, GM","422","1988","11","13",NA,"Brasil","Minas Gerais","Bosque John Kennedy. Mata mesofítica.","-48.187198638916","-18.6471996307373",NA,"Árvore",NA,NA,NA,NA,NA,"1995",NA,NA,"06","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"257","2019-11-21 10:04:27-03","IBt","SP","276207","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Araújo, GM; et al.","349","1988","05","01",NA,"Brasil","Minas Gerais","Bosque John Kennedy. Mata mesofítica.","-48.187198638916","-18.6471996307373",NA,"Árvore",NA,NA,NA,NA,NA,"1995",NA,NA,"07","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"258","2019-11-21 10:04:27-03","IBt","SP","276212","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Araújo, GM","425","1988","12","20",NA,"Brasil","Minas Gerais","Bosque John Kennedy. Mata mesofítica.","-48.187198638916","-18.6471996307373",NA,"Árvore",NA,NA,NA,NA,NA,"1995",NA,NA,"06","Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"259","2019-11-21 10:04:27-03","IBt","SP","286098","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Tameirão Neto, E","Tameirão Neto, E; Werneck, MS","1582","1994","09","26",NA,"Brasil","Minas Gerais","Unidade de Conservação do Galheiro, Mata do Alaor. Floresta semidecídua.","-47.2928009033203","-19.3528003692627",NA,"Arbóreo",NA,NA,NA,NA,NA,"1995",NA,NA,"01","Perdizes","45889","auto",NA,NA,NA,NA,NA,NA
"260","2019-11-21 10:04:27-03","IBt","SP","251717","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Cordeiro, I; et al.","842","1991","03","11",NA,"Brasil","São Paulo","acesso da estrada SP 225 para Guariba, Fazenda Itauna, mata mesófila","-48.2200012207031","-21.3600006103516",NA,"Árvore",NA,NA,NA,NA,NA,"1998",NA,NA,"08","Guariba","14687","auto",NA,NA,NA,NA,NA,NA
"261","2019-11-21 10:04:27-03","IBt","SP","362880","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Lorenzi, H","Lorenzi, H","1497","1994","04","26",NA,"Brasil","São Paulo","bosque do posto em frente a US. Santa Adélia","-48.3199996948242","-21.25",NA,"Árvore",NA,NA,NA,NA,NA,"1994",NA,NA,"04","Jaboticabal","22420","auto",NA,NA,"26",NA,NA,NA
"262","2019-11-21 10:04:27-03","IBt","SP","269218","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, I","Daniel, A","s.n.","1970","12","18",NA,"Brasil","São Paulo",NA,"-47.810001373291","-21.1700000762939",NA,"Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ribeirão Preto","24390","auto",NA,NA,NA,NA,NA,NA
"263","2019-11-21 10:04:27-03","IBt","SP","13771","S","Plantae",NA,NA,"Euphorbiaceae","Micrandra","glaziovii","Micrandra glaziovii","Pax & K.Hoffm.",NA,"Loefgren, A","CGG920","1888","09","18",NA,"Brasil","São Paulo","Caminho Romão - Araraquara","-48.1699981689453","-21.7900009155273",NA,"Árvore grande","SP000705","SP000705","Isosyntype",NA,NA,NA,NA,NA,NA,"Araraquara","29178","auto",NA,NA,NA,NA,NA,NA
"264","2010-08-16 16:38:59-03","A","HU-HERB","A 00048458","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","santanderensis","Micrandra santanderensis","Croizat",NA,"O. L. Haught","2189","1937","4","30","South America","Colombia","Santander","Valley of Dorada Creek, 5 km. south of Raizudo, vicinity of Puerto Berrio, between Carare and Magdalena Rivers",NA,NA,"Sheet",NA,NA,NA,"Holotype","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2189",NA,"undetermined"
"265","2020-08-07 17:10:51-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","amapaensis","Micrandra amapaensis",NA,NA,"Rabelo, BV","122","1979","11","10",NA,"Brasil","Amapá","Macapá.","-50.793098449707","2.0533299446106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amapá","134143","auto",NA,NA,NA,NA,NA,NA
