"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"247","2019-05-06 12:01:31-03","UFU","HUFU","14046","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Andrade, T.","2005","02","24","Romero, R.; Nakajima, J.N.; Furlan, A. & Farinaccio, M.A.","3948","1997","02","21","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha da mata da parte de baixo da cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688","57119","Arbusto, ca. 2,0 m. Flores esverdeadas.; Mata.","auto",NA,NA,NA,NA,"HUFU00035753","HUFU00035753",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-05-06 12:01:31-03","UFU","HUFU","38203","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Magalhães, C.C.","2004","10","13","Hattori, E.K.O.; Faria, C.A. & Magalhães, C.C.","437","2004","09","15","Brasil","Minas Gerais","Delfinópolis","Mata da Cachoeira do Alpinista","-46.8539009094238","-20.343900680542","41380","Subarbusto, ca. 2 m. Inflorescência verde-claro.; Mata ciliar.","auto",NA,NA,NA,NA,"HUFU00035758","HUFU00035758",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-05-06 12:01:31-03","UFU","HUFU","26786","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M.","2005","01",NA,"Volpi, R.L.; Pacheco, R.A.; Romero, R. & Nakajima, J.N.","156","2002","04","13","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Cachoeira do Alpinista.","-46.8539009094238","-20.343900680542","41380","Herbácea 2 m. Flores esverdeadas.; Mata ciliar.","auto",NA,NA,NA,NA,"HUFU00035762","HUFU00035762",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-05-06 12:01:31-03","UFU","HUFU","34837","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M.","2005","01",NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3629","2003","10","24","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Desertinho.","-46.8539009094238","-20.343900680542","41380","Arbusto ca. de 3 m. Inflorescência verde claro.; Mata de galeria.","auto",NA,NA,NA,NA,"HUFU00035759","HUFU00035759",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-05-06 12:01:31-03","UFU","HUFU","35657","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M.","2005","01",NA,"Volpi, R.L.; Romero, R.; Nakajima, J.N.; Hattori, E.K.O.; Santos, A.P.M. & Pacheco, R.A.","789","2003","11","27","Brasil","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha ''Salto do Canyon''.","-46.8539009094238","-20.343900680542","41380","Arbusto 2 m. Inflorescência creme-esverdeado.; Mata de galeria.","auto",NA,NA,NA,NA,"HUFU00035757","HUFU00035757",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-05-06 12:01:31-03","UFU","HUFU","35783","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M.","2005","01",NA,"Nakajima, J.N.; Romero, R.; Hattori, E.K.O.; Santos, A.P.M.; Volpi, R.L. & Pacheco, R.A.","3788","2003","11","29","Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Estrada para Escada de Pedras, vão na fazenda do José Onório.","-46.8539009094238","-20.343900680542","41380","Árvore 3 m. Flores creme esverdeadas.; Mata de galeria.","auto",NA,NA,NA,NA,"HUFU00035760","HUFU00035760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-05-06 12:01:31-03","UFU","HUFU","28742","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M.","2005","01",NA,"Pacheco, R.A.; Romero, R.; Nakajima, J.N. & Volpi, R.L.","214","2002","10","10","Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Paraíso Selvagem, trilha para Cachoeira do Alpinista.","-46.8539009094238","-20.343900680542","41380","Arbusto, ca. 2 m. Inflorescência verde claro.; Mata de galeria.","auto",NA,NA,NA,NA,"HUFU00035761","HUFU00035761",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-05-06 12:01:31-03","UFU","HUFU","52060","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2008",NA,NA,"Castro, R.M.; Salimena, R.G. & Nobre, P.H.","380","2001","05","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Arraial de Conceição do Ibitipoca. Pedra do Gavião. Próximo ao curso d'água, em local sombreado.","-43.793098449707","-21.8425006866455","30417","Arvoreta com espigas imaturas verdes.; Borda da mata.","auto",NA,NA,NA,NA,"HUFU00019911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-05-06 12:01:31-03","UFU","HUFU","6779","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R.","1996","04",NA,"Nakajima, J.N.; et al.","605","1994","10","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688","57119","Herbácea, ca. 3,0 m. Flores esverdeadas.; Interior de mata.","auto",NA,NA,NA,NA,"HUFU00035754","HUFU00035754",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-05-06 12:01:31-03","UFU","HUFU","10267","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R.","1996","04",NA,"Nakajima, J.N.; Romero, R.; Klein, V.L.G. & Alcantara, M.B.","1442","1995","09","29","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha da parte de baixo da Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688","57119","Arbusto, ca. 2,0 m. Inflorescências jovens creme-esverdeadas.; Interior de mata.","auto",NA,NA,NA,NA,"HUFU00035755","HUFU00035755",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-05-19 17:19:43-03","UFMT","UFMT","23319","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Silva, M.C.","1999",NA,NA,"?","1394","1999","12","22","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UFMT00023319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2018-10-25 09:23:30-03","CAS","CAS-BOT","595388","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","estrellense","Piper estrellense","C. DC.",NA,NA,NA,NA,"Mexia, Ynes","5419","1930","12",NA,"Brazil","Minas Gerais","Vicosa","Fazenda do Deserto; woods adjoining Morta",NA,NA,NA,"Erect, perennial herb 3 m. high. One plant found. João Borandý.",NA,"South America","720",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"259","2020-10-26 09:32:47-03","UNEMAT","NX-FANEROGAMAS","2438","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth.","Gonçalves E.G.",NA,NA,NA,NA,"4640","1982","02","10","Brasil","Distrito Federal","Brasília","Fazenda 28 de Maio, perto de DF-20, ca 12 km W DE Gama. Beira do córrego.","-48.2","-16.016666667",NA,"Espigas erectas e brancas.[HABITAT=Mata Ciliar Seca]",NA,NA,NA,NA,NA,NA,NA,"-48.2","-16.016666667",NA,NA,NA,NA,NA,NA,NA
"260","2020-04-30 16:07:35-03","UFMT","CNMT","3704","S","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Silva, M.C.","2009","05",NA,"Sillva, G,P.","9972","2005","04","13","Brasil","Goiás","Luziânia","Rio das Antas","-48.194444","-16.272222",NA,"Margem esquerda do Rio das Antas; mata de encosta;Solo argiloso, acidentado; ocasional no local; flor cor creme.Doação Embrapa - CENARGEM. Herbário CEN",NA,NA,NA,NA,NA,"CNMT003704",NA,"48°11'40.0W","16°16'20.0S",NA,NA,NA,NA,NA,NA,NA
"261","2014-09-23 11:02:12-03","G","G-DC","G00314480","S","Plantae",NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C. DC.","CAT.HERB.PRODR.","2012","01","01","Pohl, J. B. E.",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site",NA,"AMERIQUE DU SUD",NA,NA,NA,"G00314480",NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA
"262","2014-09-23 11:02:12-03","G","G-DC","G00314497","S","Plantae",NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C. DC.","CAT.HERB.PRODR.","2012","01","01","Damazio, L. B.","1835","1907","03","26","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,"AMERIQUE DU SUD",NA,NA,NA,"G00314497",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA
"263","2014-09-23 11:02:18-03","G","G-DC","G00323317","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","CAT.HERB.PRODR.","2013","01","01","Sellow, F.",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site",NA,"AMERIQUE DU SUD",NA,NA,NA,"G00323317",NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA
"264","2019-11-21 10:14:28-03","IBt","SP","266004","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Kurtz, BC; et al.","85","1989","12","08","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima, Margens do rio Macaé. Área I. Parcela 2. 22°33'-22°28' S, 42°30'-42°34' W.","-42","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42","-22",NA,NA,NA,NA,NA,NA,NA
"265","2019-11-21 10:14:28-03","IBt","SP","334854","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D","2011","06",NA,"Assis, MC; Mello-Silva, R; Nic Lughadha, EM","600","1999","02","25","Brasil","Minas Gerais","Rio Preto","Fazenda da Cachoeira Alta.","-43.829722","-21.9675",NA,NA,NA,NA,"940","940",NA,NA,NA,"-43.829722","-21.9675",NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:14:28-03","IBt","SP","334855","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Guimarães, EF","2011",NA,NA,"Assis, MC; Mello-Silva, R; Nic Lughadha, EM","601","1999","02","25","Brasil","Minas Gerais","Rio Preto","Fazenda da Cachoeira Alta.","-43.829722","-21.9675",NA,NA,NA,NA,"940","940",NA,"SP011286","SP011286","-43.829722","-21.9675",NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:14:28-03","IBt","SP","40087","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R",NA,NA,NA,"Kuhlmann, M; Gehrt, A","s.n.","1939","03","18","Brasil","São Paulo","Campos do Jordão","Buquira, caminho para Campos do Jordão.","-45.5900001525879","-22.7299995422363","21048",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-21 10:14:28-03","IBt","SP","297057","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Nicolau, SA",NA,NA,NA,"Nicolau, SA; Almeida, AJR; Almeida Gama, FL; Menezes, AC; Martins, R; Oliveira, MF","986","1995","12","17","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande, talhão 10, área aberta.","-45.4599990844727","-22.9200000762939","24176",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-09-23 15:07:33-03","GH","HU-HERB","GH 01933191","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C. de Candolle",NA,NA,NA,NA,"Y. E. J. Mexia","5419","1930","12","18","Brazil","Minas Gerais",NA,"Fazenda do Deserto; woods adjoining Morta",NA,NA,NA,NA,NA,"South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,"5419",NA,NA,NA,NA,"undetermined"
"270","2019-09-30 19:46:21-03","GH","HU-HERB","GH 01934130","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"F. Sellow","165",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,"South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,"165",NA,NA,NA,NA,"undetermined"
"271","2019-09-30 19:45:26-03","GH","HU-HERB","GH 01934131","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"T. C. Plowman & E. W. Davis","5007","1975","2","6","Peru","Cusco","Paucartambo","Road from Pilcopata to Patria, near Pilcopata",NA,NA,NA,NA,NA,"South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,"5007",NA,NA,NA,NA,"undetermined"
"272","2019-09-30 19:44:43-03","GH","HU-HERB","GH 01934132","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"T. C. Plowman","5852","1976","4","7","Peru","Huánuco","Leoncio Prado","Castillo Alto. West of Tingo Maria",NA,NA,NA,NA,NA,"South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,"5852",NA,NA,NA,NA,"undetermined"
