"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"566","2021-03-15 18:24:30-03","USP","SPF","48381","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","1996","10",NA,"Krapovickas, A","41069","1987","03","03","Argentina","Corrientes","Ituzaingó","Ea. Santa Rita. Selva marginal Río Paraná. Interior de selava.","-56.666667","-27.05","-56.666667","-27.05",NA,NA,"Ca. 12-15 m alt.","SPF00048381",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2021-03-15 18:24:30-03","USP","SPF","98690","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Martins, AB","31389","1994","03","21","Brasil","São Paulo","São João da Boa Vista","Rod. Aguaí-S.J. Boa Vista a ca. 10 km de São João, na beira da estrada.","-47.25","-21.916667","-47.25","-21.916667",NA,NA,"Árvore 8 m de alt., frutos imaturos verdes.","SPF00098690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-03-15 18:24:30-03","USP","SPF","46561","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Pirani, JR","451","1983","01","16","Brasil","Santa Catarina","São Miguel do Oeste","Mata.",NA,NA,NA,NA,NA,NA,"Árvore 8 m. Fruto imaturos paleáceos.","SPF00046561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2021-03-15 18:24:30-03","USP","SPF","85457","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","04",NA,"Rambo, B","43779","1949","10","07","Brasil","Rio Grande do Sul",NA,"Pareci, perto de Montenegro.",NA,NA,NA,NA,NA,NA,"Frequente em capoeiras.; Capão, campo.","SPF00085457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2021-03-15 18:24:30-03","USP","SPF","72950","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","04",NA,"Mello-Barreto, HL","8728","1938","11","04","Brasil","Minas Gerais","Belo Horizonte","Borges.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Árvore 3 m. Flor alva.","SPF00072950",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"571","2021-03-15 18:24:30-03","USP","SPF","161912","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Duarte, AP","1971","11","26","Duarte, AP","10593","1967","10","16","Brasil","Minas Gerais","Brumadinho","Piedade do Paraopeba, Serra que desce para a cidade.","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"Pequena árvore, em forção secundária remanescente.","SPF00161912","SPF00161912",NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA
"572","2021-03-15 18:24:30-03","USP","SPF","167068","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Simões, AO","878","1999","10","02","Brasil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Fumaça, a ca.de 3 km da cidade.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, ca. de 10 m, látex branco, folhas discolores. Flores amarelo-ferrugíneas, lobos brancos e amarelo-ferrugíneos, frutos marrons, jã abertos. Em beira de estrada.","SPF00167068","SPF00167068",NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"573","2021-03-15 18:24:30-03","USP","SPF","72951","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","04",NA,"Heringer, EP","81","1937","09","09","Brasil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"Árvore grande, madeira de marcenaria, amarela.","SPF00072951",NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"574","2021-03-15 18:24:30-03","USP","SPF","97981","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Ceccantini, GCT","319","1994","03","24","Brasil","Minas Gerais","Patrocínio","Serra do Salitre, Mata ciliar 500 m estrada acima da ponte sobre a ponte do Rio Salite.","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"Altura 12 m. DAP = 20 cm.","SPF00097981",NA,NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
"575","2021-03-15 18:24:30-03","USP","SPF","75231","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Giulietti, AM","CFSC12546","1991","07","27","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Serra das Bandeirinhas.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Árvore 4-8 m alt. Caule esbranquiado, ca. 10 cm DAP, cálice verde, corola creme, tubo externo creme-esverdeado. Frutos velhos negros. Em mata de capão.","SPF00075231",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"576","2021-03-15 18:24:30-03","USP","SPF","66769","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Krieger, L","CESJ10151","1971","02","19","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Arbusto, com fr. novos, um pouco achatados, periformis.","SPF00066769",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"577","2021-03-15 18:24:30-03","USP","SPF","20371","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Kawasaki, ML","CFSC7574","1981","10","07","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ao longo da Rod. Belo Horizonte - Conceição do Mato Dentro. Atalho para morro do calcário.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Árvore 7-8 m. Flores verdes-glaucas. Fruto abertos.","SPF00020371",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"578","2021-03-15 18:24:30-03","USP","SPF","37415","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Pirani, JR","CFSC9188","1983","11","13","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ao longo da Rod. Belo Horizonte - Conceição do Mato Dentro. Mata ciliar do Córrego Três Pontinhas.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Árvore ca. 15 m. Flores creme. Frutos secos e sementes aladas alvas coletadas no chão.","SPF00037415",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"579","2021-03-15 18:24:30-03","USP","SPF","37768","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Pirani, JR","CFSC6567","1980","10","10","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 117 ao longo da Rod. Belo Horizonte - Conceição do Mato Dentro. Fazenda Serra do Cipó. Cerrado.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Árvore latescente 5 m. Flores creme por dentro e cinéreas p/ fora.","SPF00037768","SPF00037768",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"580","2021-03-15 18:24:30-03","USP","SPF","37846","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Cordeiro, I","CFCR5824","1984","11","03","Brasil","Minas Gerais","São Thomé das Letras","Estrada para Baependi. Vale do Ribeirão Cantagalo. Cerrado e campo rupestre.","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"Árvore de 10 m. folhagem verde brilhante. Flores creme-esverdeadas. Frutos verdes e secos. Freqüente.","SPF00037846",NA,NA,NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA
"581","2019-11-13 11:14:48-03","USP","SPF","142782","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Vitta, FA","s.n.",NA,NA,NA,"Brasil","São Paulo","Iguape","Morro do Espia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SPF00142782",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"582","2021-03-15 18:24:30-03","USP","SPF","116386","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Souza, VC","11013","1996","04","12","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande, Mata.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Árvore, até 6 m alt.; frutos castanho-claros.","SPF00116386",NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"583","2020-01-14 12:01:22-03","USP","SPF","231134","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Magalhães, AM","2015","09",NA,"Magalhães, AM","96","2015","03","05","Brasil","São Paulo","Itanhaém","Ilha Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"SPF00231134",NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"584","2019-11-13 11:14:48-03","USP","SPF","71720","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2019","04",NA,"Kuhlmann, M","826","1945","08","31","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo, Planta nativa do Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00071720",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"585","2020-03-05 14:11:59-03","UNEMAT","HPAN","3479.1","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Carniello, MA",NA,NA,NA,"Carniello, MA; Santos, TM","5094","2014","08","19","Brasil","Mato Grosso","Cáceres","Assentamento Laranjeira I, Propriedade do Sival","-57.534167","-16.57825","-57.534167","-16.57825","152","152","Estudo da composição e uso das plantas presentes nas áreas próximas ás residências das propriedades estabelicidads na região de nascentes de água do Assentamento Laranjeira I, Cáceres-MT","HPAN000003479.1",NA,"Magnoliidae","Gentianales",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2021-03-25 13:51:26-03","UNIVILLE","JOI","15213","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","M. Verdi","2009","03","02","Verdi, M.","1644","2009","02","17","Brasil","Santa Catarina","Tunápolis","Canaleta.","-53.595278","-26.954722","53º35'43''W","26º57'17''S","393","393","; TIPO VEGETACIONAL: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista","JOI015213","JOI015213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2021-03-25 13:51:26-03","UNIVILLE","JOI","10810","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","F.Gonzatti","2010","10","24","F.Gonzatti","50","2010","10","24","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-41.625","-29.175833","41º37'30''W","29º10'33''S",NA,NA,"Planta com látex branco","JOI010810","JOI010810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2021-03-25 13:51:26-03","UNIVILLE","JOI","10166","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","S. Dreveck","2009","03","24","S. Dreveck; F.E. Carneiro","721","2009","03","24","Brasil","Santa Catarina","Xaxim",NA,"-52.47","-27","52º28'12''W","27º0'0''S",NA,NA,"Fruto imaturo verde com pontos brancos","JOI010166","JOI010166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2020-06-15 07:51:51-03","UEFS","HUEFS","165057","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Verdi, M.","1644","2009","03","02","Brasil","Santa Catarina","Tunápolis","Canaleta.","-52.783611","-26.953611","52W47'1''","26S57'13''","590","590","Ecótono Floresta Estacional Decidual / Floresta Ombrófila Mista.","HUEFS0165057","HUEFS0165057","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"590","2020-06-15 07:51:51-03","UEFS","HUEFS","165068","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Cadorin, T.J.","1729","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul ( Parque Municipal da Lagoinha do Leste).","-48.4925","-27.775278","48W29'33''","27S46'31''","46","46","Floresta Ombrófila densa.","HUEFS0165068","HUEFS0165068","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"591","2020-06-15 07:51:51-03","UEFS","HUEFS","165084","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Verdi, M.","3345","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.232222","-28.619167","49W13'56''","28S37'9''","50","50","Floresta ombrófila densa.","HUEFS0165084","HUEFS0165084","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"592","2020-06-15 07:51:51-03","UEFS","HUEFS","165090","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Cadorin, T.J.","208","2009","10","13","Brasil","Santa Catarina","Botuverá","Município de Botuverá. Cinema.","-49.23","-27.27","49W13'48''","27S16'12''","569","569","Ecótono Floresta ombrófila mista e Floresta ombrófila densa.","HUEFS0165090","HUEFS0165090","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"593","2020-06-15 07:51:51-03","UEFS","HUEFS","165097","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Gasper, A.L.de","2055","2009","01","27","Brasil","Santa Catarina","Seara",NA,"-52.289722","-27.135","52W17'23''","27S8'6''","720","720","Floresta Estacional Decidual.","HUEFS0165097","HUEFS0165097","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"594","2020-06-15 07:51:51-03","UEFS","HUEFS","254093","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Logan, F.","67","2018","11","03","Brasil","Minas Gerais","Bambuí","Bambuí, pasto perto do Buração dos Bichos. Em pasto, próximo a uma casa, na parte alta do paredão.","-46.073611","-20.3475","46W4'25''","20S20'51''",NA,NA,"Cerrado","HUEFS0254093",NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"595","2019-11-08 15:00:59-03","UEFS","HUEFS","252827","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Mull. Arg",NA,NA,NA,NA,"Cordeiro, I.","CFCR5824","1984","11","03","Brasil","Minas Gerais","São Tomé das Letras","Estrada para Baependi. Vale do ribeirão Cantagalo. Cerrado e campo rupestre.","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,NA,"HUEFS0252827",NA,"Angiospermae","Gentianales",NA,NA,NA,NA,"16076","auto","Asteranae",NA,NA,NA,NA
"596","2020-06-15 07:51:51-03","UEFS","HUEFS","88839","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","W.Marcondes-Ferreira","2013","11",NA,"Ferreira, F.M.","432","2003","03","08","Brasil","Minas Gerais","Baependi","Tocas dos Urubus.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Campo rupestre.","HUEFS0088839","HUEFS0088839 HUEFS0088839_e1","Angiospermae","Gentianales",NA,NA,NA,NA,"29865","auto","Asteranae",NA,NA,NA,NA
"597","2019-12-04 16:39:37-03","FFCLRP","SPFR","106","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marcondes-Ferreira, W.","2002","10",NA,"Bernacci, L.C.","273","1986","09","07","Brasil","São Paulo","Monte Alto",NA,"-48.497556","-21.265225","48o29'51.20W","21o15'54.81S",NA,NA,"Mata ciliar, capoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2019-12-04 16:39:37-03","FFCLRP","SPFR","2046","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marcondes-Ferreira, W.","2002","10",NA,"Bernacci, L.C.","273","1986","09","07","Brasil","São Paulo","Monte Alto",NA,"-48.497556","-21.265225","48o29'51.20W","21o15'54.81S",NA,NA,"Fazenda abaixo da indústria Polibor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-12-04 16:39:37-03","FFCLRP","SPFR","8445","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Andrade, S.F.","2000",NA,NA,"Pavão, O.C.; et.al",NA,"2000","11","04","Brasil","Paraná","Assaí",NA,"-50.848558","-23.365353","50o50'54.81W","23o21'55.27S",NA,NA,"<ll>dwc_commonname:</ll> Peroba poca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2019-09-04 19:43:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","argenteum","Aspidosperma argenteum",NA,NA,NA,NA,NA,"J. E. B. Warming","1056","1865","10","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"Holotype","South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"601","2019-09-04 18:28:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"Holotype","South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"602","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421026F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"J. Steinbach","6394","1924","9","7","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,NA,"V0421026F","V0421026F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"603","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421027F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"A. P. Duarte","9943","1965","10","13","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0421027F","V0421027F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"604","2019-06-11 13:08:14-03","F","FMNH-SEEDPLANTS","V0421014F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,"RRC ID Flag",NA,NA,NA,"M. Sobral","2421","1983","9",NA,"Brazil","Rio Grande do Sul",NA,NA,"-54","-30",NA,NA,NA,NA,NA,"V0421014F","V0421014F_01 V0421014F_02","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"2421",NA
"605","2019-06-11 12:56:26-03","F","FMNH-SEEDPLANTS","V0421015F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,"RRC ID Flag",NA,NA,NA,"A. Schinini","29281","1995","4","18","Argentina","Corrientes",NA,NA,"-58","-29",NA,NA,NA,NA,NA,"V0421015F","V0421015F_01 V0421015F_02","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"29281",NA
"606","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421016F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"E. M. Zardini","40979","1994","9","15","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,"V0421016F","V0421016F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"607","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421017F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"H. S. Irwin","18049","1966","7","7","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0421017F","V0421017F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"608","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421018F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"A. P. Duarte","9942","1964",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0421018F","V0421018F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"609","2019-10-03 11:16:17-03","F","FMNH-SEEDPLANTS","V0421019F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"G. G. Hatschbach","13034","1965","10","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0421019F","V0421019F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"610","2018-10-25 11:26:57-03","F","FMNH-SEEDPLANTS","V0421020F","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe",NA,NA,NA,NA,NA,"T. Meyer","5812","1944","2","25","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0421020F","V0421020F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
