"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","individualCount","fieldNumber"
"255","2020-11-12 16:59:12-03","UEL","FUEL","53603","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Faria, AD",NA,NA,NA,"Singer, RB","2014","01","26","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"s.n.","Coleção in vivo do Jardim Botânico de Porto Alegre",NA,NA,NA,NA,"Tracheophyta","Ericales",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"256","2020-11-12 16:59:12-03","UEL","FUEL","52238","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,"2001","10","29","Lorenzi, H","2001","10","29","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"2930","Morro do Côco, nas proximidades, ao nível do lago Guaiba.",NA,NA,NA,NA,"Tracheophyta","Ericales",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"257","2020-11-12 16:59:12-03","UEL","FUEL","53597","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Faria, AD","2014","12",NA,"Faria, AD","2014","12","18","Brasil","São Paulo","Nova Odessa","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,"2014/27","Coleção in vivo do Jardim Botânico Plantarum",NA,NA,NA,NA,"Tracheophyta","Ericales",NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA
"258","2020-08-20 20:38:36-03","UFSC","FLOR","6790","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Reitz, R.","1968",NA,NA,"Smith, L.B.; Klein, R.M.","1964","11","13","Brasil","Santa Catarina","São Miguel Do Oeste",NA,NA,NA,NA,"FLOR0006790",NA,"13247","Forest and ruderal, abbve Rio Pep eri-guaçu, Peperi.",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-08-20 20:38:36-03","UFSC","FLOR","29121","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Hatschbach, G.","1997",NA,NA,"Silva, J.M.; Soares, A. & Maschio, W.","1997","10","17","Brasil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,"FLOR0029121",NA,"2141","Cânion do Rio Guarani.",NA,NA,NA,"arvoreta, flor creme",NA,"Ericales",NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"260","2020-08-20 20:38:36-03","UFSC","FLOR","23682","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Falkenberg, D.B.","1994",NA,NA,"Falkenberg, D.B.; Stehmann, J.R. & Vieira, A.O.","1994","01","21","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"FLOR0023682",NA,"6466","BR 153, na margem norte do rio Camaquã.",NA,NA,NA,"árvore, 30 cm dap, flor verde com pilosidade ferrugínea, 8m altura. Muito comum, pouco látex.",NA,"Ericales","250","250","50525","auto",NA,NA,NA,NA,NA,NA
"261","2020-08-20 20:38:36-03","UFSC","FLOR","26730","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, J.A.","1995",NA,NA,"Jarenkow, J.A.","1993","11","26","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"FLOR0026730",NA,"2602","Mata ciliar do rio Camaquã, perto da ponte (estrada para Bagé).",NA,NA,NA,"árvore, 6m altura",NA,"Ericales",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"262","2020-08-20 20:38:36-03","UFSC","FLOR","26811","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, J.A.","1989",NA,NA,"Jarenkow, J.A.","1989","12","03","Brasil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"FLOR0026811",NA,"1499","Margem esquerda do Rio Piratini, próx. a ponte da BR-293.",NA,NA,NA,"arvoreta, flor verdosa, 3m altura",NA,"Ericales",NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"263","2020-08-20 14:55:51-03","UFSC","FLOR","8735","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Klein, R.M.; Partore, U.","1980","11","21","Brasil","Rio Grande do Sul","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"FLOR0008735",NA,"11940","Galeria de um afluente do Rio Quaraí.",NA,NA,NA,NA,NA,"Ericales",NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA
"264","2020-08-20 20:38:36-03","UFSC","FLOR","19394","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, J.A.","1988",NA,NA,"Jarenkow, J.A.; Waechter, J.L.","1988","04","24","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512",NA,NA,"FLOR0019394",NA,"869","Mata galeria do arroio Chuí.",NA,NA,NA,"árvore, Fruto Imaturo, verde, latescente, 5m altura",NA,"Ericales",NA,NA,"130170","auto",NA,NA,NA,NA,NA,NA
"265","2021-03-04 15:42:58-03","IF","SPSF","40054","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","Radlk.",NA,NA,NA,NA,"H.Lorenzi","2001","10","29","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"2930","Morro do Coco","América do Sul",NA,NA,"COLETA: Árvore troncos finos, 4m altura, botões e flores creme.; GEOGRAFIA: proximidadedes, ao nível do lago Guaíba, terreno úmido.;","Magnoliophyta","Ericales",NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"266","2021-03-04 15:42:58-03","IF","SPSF","25937","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia",NA,NA,NA,NA,NA,"J.E.A.Bertoni","1996","01","25","Brasil","SP","Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,"398","P.E.Instituto Florestal","América do Sul",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;","Magnoliophyta","Ericales",NA,NA,"13859","auto","Magnoliopsida",NA,NA,NA,NA,NA
"267","2021-03-04 15:42:58-03","IF","SPSF","16304","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia",NA,NA,NA,NA,NA,"G. Hatschbach","1992","02","20","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"56412","Rio Pipiri-Guacu","América do Sul",NA,NA,"COLETA: XLS: SPSFAntigo;","Magnoliophyta","Ericales",NA,NA,"18767","auto","Magnoliopsida",NA,NA,NA,NA,NA
"268","2017-09-11 17:14:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Sapotaceae","Lucuma","sellowii","Lucuma sellowii","DC.",NA,NA,NA,NA,"Sello, HL",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,"P07P0N0035","s.n.","Et prope Monte Video.","Southern America",NA,NA,"Pl. Napaea; HABITAT: Pl. Napaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-02-08 12:45:24-03","UFRGS","ICN","193302","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Felitto, G","2015",NA,NA,"Felitto, G","2014",NA,NA,"Brasil","PR","Nova Cantu","-52.5694007873535","-24.6730995178223",NA,NA,NA,NA,"898",NA,"América do Sul",NA,NA,"Árvore de 12 m de altura; frutos marrom esverdeados.; Floresta Estacional Semidecidual","Dicotyledon",NA,NA,NA,"19858","auto",NA,NA,NA,NA,NA,NA
"270","2021-02-08 12:45:24-03","UFRGS","ICN","193967","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Köhler, M","2013","11","02","Köhler, M; Rabuske, CS; Brack, P","2013","11","02","Brasil","SC","São Joaquim","-50.415833","-28.423611","-50.415833","-28.423611",NA,NA,"59","Rio Lava Tudo, cerca de 1 km da foz com Rio Pelotas","América do Sul",NA,NA,"Arvoreta, cerca 4 m altura; ramos flexíveis; com látex branco; botões florais.; Ambiente reofítico; em fendas de rochedo/lajedo extrusivo (basalto) exposto na beira do Rio Lava Tudo. Ambiente sujeito a inundações periódicas e forte fluxo d#?#água.","Dicotyledon",NA,"744","744",NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-02-08 12:45:24-03","UFRGS","ICN","118223","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, JA",NA,NA,NA,"Jarenkow, JA","1989","12","03","Brasil","RS","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"1499","margem esquerda do rio Piratini próx. a ponte da BR-293","América do Sul",NA,NA,"Arvoreta com ca. de 3 m de alt., em mata de galeria; flores verdosas.","Dicotyledon",NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"272","2021-02-08 12:45:24-03","UFRGS","ICN","146676","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Kinupp, VF",NA,NA,NA,"Kinupp, VF; Lorenzi, H","2005","12","09","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"3114","BR 153","América do Sul",NA,NA,"Árvore; flores cremes-esverdeadas; folhas atacadas por uma lagarta verde com cerdas grandes (Lepidóptera).; Mata ciliar.","Dicotyledon",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"273","2021-02-08 12:45:24-03","UFRGS","ICN","155402","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Falkenberg, DB",NA,NA,NA,"Falkenberg, DB; Stehmann, JR; Vieira, AO","1994","01","21","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"6466","BR-153 na margem norte do Rio Camaquã","América do Sul",NA,NA,"Doação do Herbário Flor. Duplicatas BHCB, UEL, +9.; Árvore, 8 m de altura, 30 cm DAP, muito comum, pouco látex. Fruto verde com pilosidade ferrugínea.; Interior de mata ciliar.","Dicotyledon",NA,"250","250","50525","auto",NA,NA,NA,NA,NA,NA
"274","2021-02-08 12:45:24-03","UFRGS","ICN","171855","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Stehmann, JR; Vieira, AO; Falkenberg, DB","1994","01","21","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"1325","Rodovia Caçapava-Bagé, ponte sobre o rio Camaquã.","América do Sul",NA,NA,"Árvore, frutos imaturos verdes.; Em mata ciliar.","Dicotyledon",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"275","2021-02-08 12:45:24-03","UFRGS","ICN","129617","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","De Marchi, TC",NA,NA,NA,"De Marchi; T.C.","2004","09","06","Brasil","RS","Cristal","-52.0483016967773","-30.9997005462646",NA,NA,NA,NA,"182","Faz. Corticeiras","América do Sul",NA,NA,"Em mata ribeirinha.","Dicotyledon",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"276","2021-02-08 12:45:24-03","UFRGS","ICN","169329","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Grings, M",NA,NA,NA,"Grings, M",NA,NA,NA,"Brasil","RS","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"1352","Projeto de Assentamento Farroupilha","América do Sul",NA,NA,"arvoreta florescendo; em beira de rio","Dicotyledon",NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA
"277","2021-02-08 12:45:24-03","UFRGS","ICN","184144","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Jarenkow, JA","2000","01","14","Jarenkow, JA","2000","01","26","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"3889","Beira do rio Uruguai","América do Sul",NA,NA,"Árvore ca. 6 m alt., vegetatica (testemunha de local que foi alagado pelo lago de Itá).; Margem de rio","Dicotyledon",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA
"278","2021-02-08 12:45:24-03","UFRGS","ICN","159851","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Grings, M",NA,NA,NA,"Grings, M; Frank Heumann",NA,NA,NA,"Brasil","RS","Nova Petrópolis","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"279","Linha Pirajá Baixa","América do Sul",NA,NA,"árvore com frutos em formação, imaturos; na beira do rio Caí","Dicotyledon",NA,NA,NA,"14669","auto",NA,NA,NA,NA,NA,NA
"279","2021-03-22 16:23:56-03","FEPAGRO","BLA","4973","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","cf. salicifolia","Pouteria cf. salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"J. C. Lindeman & B. E. Irgang","1971","10","15","Brasil","Rio Grande do Sul","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,"BLA004973",NA,NA,"Rio Santa Maria 45 km a E de Dom Pedrito",NA,NA,NA,"Habitat: Matinho de galeria","Spermatophyta",NA,NA,NA,"68371","auto",NA,NA,NA,NA,NA,NA
"280","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","46302","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Abruzzi, M.L.","2002","11",NA,"Brasil","Rio Grande do Sul","Maçambará","-56.064998626709","-29.1427993774414",NA,NA,"HAS0046302",NA,"46302","Reserva Biológica de São Donato, canal após a lagoa",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"76748","auto",NA,NA,NA,NA,NA,NA
"281","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","4949","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Lindeman, J.C.","1971","11",NA,"Brasil","Rio Grande do Sul","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,"HAS0004949",NA,"s.n.","20 km N",NA,NA,NA,"matinho ao lado de um riacho","Magnoliophyta",NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA
"282","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","17351","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Abruzzi, M.L.",NA,NA,NA,"Neves, M.","1982","10",NA,"Brasil","Rio Grande do Sul","São Jerônimo","-51.7221984863281","-29.9591999053955",NA,NA,"HAS0017351",NA,"136","Polo Carboquímico; em mata ao longo do rio Jacuí.",NA,NA,NA,"Árvore com cerca de 4m de altura, frutos verdes, pouco numerosa, dispersa.","Magnoliophyta",NA,NA,NA,"78415","auto",NA,NA,NA,NA,NA,NA
"283","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","17028","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Aguiar, L.",NA,NA,NA,"Backes, A.","1975","11",NA,"Brasil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"HAS0017028",NA,"s.n.","Morro do Coco.",NA,NA,NA,"Árvores em lugares abertos; Em botão.","Magnoliophyta",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"284","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","17032","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Backes, A.",NA,NA,NA,"Backes, A.","1976","04",NA,"Brasil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"HAS0017032",NA,"s.n.","Morro do Coco.",NA,NA,NA,"Árvore esporádica com flor branca.","Magnoliophyta",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"285","2020-08-26 10:50:53-03","MCN-FZBRS","HAS","29238","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Domingues, D.G.",NA,NA,NA,"Röhrig, C.; Silveira, N.","2002","10",NA,"Brasil","Santa Catarina","Capão Alto","-50.5119018554688","-27.9368991851807",NA,NA,"HAS0029238",NA,"682","Fazenda Paiquerê",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA
"286","2014-09-23 11:02:20-03","G","G-DC","G00139641","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Alves-Araujo, A.","2008","01","01","Gaudichaud-Beaupré, C.",NA,NA,NA,"Brazil",NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556","G00139641","G00139641","722",NA,"AMERIQUE DU SUD",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=120513&base=img&lang=en",NA,NA,NA,NA,NA,NA,NA,NA,"HOLOTYPUS of Lucuma longifolia A. DC.",NA,NA,NA
"287","2019-11-21 10:19:14-03","IBt","SP","201534","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.","Pennington, TD",NA,NA,NA,"Sobral, M","1984","11","16","Brasil","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"3355",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA
"288","2020-04-15 17:20:37-03","IBt","SP","248562","S","Plantae","Sapotaceae","Pouteria","salicifolia","Pouteria salicifolia","(Spreng.) Radlk.",NA,NA,NA,NA,"Romaniuc Neto, S; et al.","1987","10","29","Brasil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"1133","Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
