"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","eventTime","sex"
"48","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651846","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651846","NL-L2651846",NA,NA,NA,NA,"Klein RM","1955","02","08","Plantas de Santa Catarina, Cunhas, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651840","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651840","NL-L2651840",NA,NA,NA,NA,"Dusén PKH","1912","01","20","Parana: Porto de Cima, in silva prim.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651841","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651841","NL-L2651841",NA,NA,NA,NA,"Reitz R; Klein RM","1956","10","11","Plantas de Santa Catarina, Horto Florestal I.N.P., Ibirama.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651842","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651842","NL-L2651842",NA,NA,NA,NA,"Klein RM","1956","01","24","Plantas de Santa Catarina, Morro da Ressacada, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"52","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651843","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651843","NL-L2651843",NA,NA,NA,NA,"Klein RM","1955","02","08","Plantas de Santa Catarina, Cunhas, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"53","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651844","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651844","NL-L2651844",NA,NA,NA,NA,"Klein RM","1955","01","13","Plantas de Santa Catarina, Braco Joaquim Luts, Alves, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651845","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651845","NL-L2651845",NA,NA,NA,NA,"Hatschbach GG","1959","10","24","Est Parana, Mun. Cerre Azul, Rio Ponta Grossa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651847","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651847","NL-L2651847",NA,NA,NA,NA,"Reitz R; Klein RM","1955","01","07","Plantas de Santa Catarina, Braco Joaquim, Luis Alves, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651848","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651848","NL-L2651848",NA,NA,NA,NA,"Klein RM","1955","01","04","Plantes de Santa Catarina, Cunhas, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651849","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651849","NL-L2651849",NA,NA,NA,NA,"Klein RM","1955","01","13","Plantas de Santa Catarina, Braco Joaquim Luts, Alves, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"58","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651850","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651850","NL-L2651850",NA,NA,NA,NA,"Klein RM","1955","02","10","Plantas de Santa Catarina, Morro da Fazenda, Itajai.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"59","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651851","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2651851","NL-L2651851",NA,NA,NA,NA,"Klein RM","1955","01","18","Plantas de Santa Catarina, Mata da Cia. Hering, Blumenau.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U 0006575","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U0006575","NL-U0006575","Pennington TD",NA,NA,NA,"Sello F",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales","isotype","Southern America",NA,"Magnoliopsidae","28567 A",NA,NA,NA,NA,NA,NA
"61","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596801","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596801","NL-U1596801",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","15","Flora brasiliae australis. Forest on slope and ridge near casa Branca, ca 10 km W of Cerro Azul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"62","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596802","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596802","NL-U1596802",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","15","Flora brasiliae australis. Forest on slope and ridge near casa Branca, ca 10 km W of Cerro Azul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"63","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596803","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596803","NL-U1596803",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","12","Flora brasiliae australis. Creek forest in smaal valley with now dry creeklet near Casa Branca, ca 10 km W of Cerro Azul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596804","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596804","NL-U1596804",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","01","04","Flora brasiliae australis. Plain of Prainhas, near Morretes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"65","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596806","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596806","NL-U1596806",NA,NA,NA,NA,"Klein RM","1953","04","04","Plantas de S. catarina-brasil, Anitapolis, Palhoca.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"66","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596807","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596807","NL-U1596807",NA,NA,NA,NA,"Lindeman JC; Martins N; Oliveira PL","1975","02","09","Brasil, Estaco fiteteeni, ca de osorio, maquina, 26 km N da Osorio, matinho.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"67","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596808","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596808","NL-U1596808",NA,NA,NA,NA,"Lourteig A","1967","12","17","Brasil. Est. Santa Catarina. Mun. Rio do sul.Matador.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"68","2020-02-08 09:03:58-03","NBC","NL-BOTANY","WAG.1384609","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1384609","NL-WAG1384609",NA,NA,NA,NA,"Hatschbach GG","1982","02","18","Est. Marumbi (mun. Morretes) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1384609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"69","2020-02-08 09:03:58-03","NBC","NL-BOTANY","WAG.1384610","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1384610","NL-WAG1384610",NA,NA,NA,NA,"Kummrow R; Hatschbach GG","1986","01","08","Colonia Floresta (mun. Morretes) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1384610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"70","2020-02-08 09:03:58-03","NBC","NL-BOTANY","WAG.1384611","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1384611","NL-WAG1384611",NA,NA,NA,NA,"Hatschbach GG","1982","02","18","Est. Marumbi (mun. Morretes) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1384611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Ericales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:19:37-03","ESALQ","ESA","93675","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronq.","Brasil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,"ESA093675","ESA093675",NA,NA,NA,NA,"Carvalho Sobrinho, J.C.","2004","10","18",NA,NA,NA,NA,"286.0","26018","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:19:37-03","ESALQ","ESA","68229","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"ESA068229","ESA068229","Hatschbach, G.","1995","02","07","Ziller, S.R.","1994","12","14",NA,NA,NA,NA,"651.0","37295","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:19:37-03","ESALQ","ESA","16106","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii",NA,"Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"ESA016106",NA,"Hatschbach, G.","1994",NA,NA,"Roderjan, C.V. ; Kuniyoshi, Y.S.","1985","12","30",NA,NA,NA,NA,"485.0","30514","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:19:37-03","ESALQ","ESA","128162","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Tapiraí","-47.204722","-24.110555","-47.204722","-24.110555","ESA128162","ESA128162","Ivanauskas, N.M.","2013",NA,NA,"Virillo, C.B.","2013","04","01","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado","269","269","face abaxial glauca","143.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:19:37-03","ESALQ","ESA","69923","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,"ESA069923","ESA069923","Hatschbach, G.","2000","01","01","Hatschbach, G. et al.","1999","12","02",NA,NA,NA,NA,"69803.0","32237","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:19:37-03","ESALQ","ESA","95238","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,"ESA095238",NA,"Rodrigues, R.R.",NA,NA,NA,"Braidotti, J.C. et al.","2005","03","30",NA,NA,NA,NA,"130.0","38172","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:19:37-03","ESALQ","ESA","93314","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA093314",NA,NA,NA,NA,NA,"Destefani, A.C.C. et al.","2005","03","28",NA,NA,NA,NA,"154.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:19:37-03","ESALQ","ESA","105528","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA105528",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","13",NA,NA,NA,NA,NA,"27904","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:19:37-03","ESALQ","ESA","109717","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109717",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,NA,"29299.0","34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 11:19:37-03","ESALQ","ESA","123656","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"ESA123656","ESA123656","Ivanauskas, N.M.","2013","04","30","Colletta, G.D. ; Souza, V.C.","2013","04","30","Reserva Particular da Votorantim (CBA), Trilha da Serraria.",NA,NA,"Árvore, 3m","1044.0","41034","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:19:37-03","ESALQ","ESA","128163","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Tapiraí","-47.29359","-24.01321","-47.29359","-24.01321","ESA128163","ESA128163",NA,NA,NA,NA,"Delfini, C.","2013","03","30","Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.","514","514","Indivíduo jovem, ca. 6m alt.","901.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-04 11:19:37-03","ESALQ","ESA","34986","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,"ESA034986","ESA034986","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A. ; Falkenberg, D.B.","1993","01","29",NA,NA,NA,NA,"2301.0","12766","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 11:19:37-03","ESALQ","ESA","31486","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ESA031486","ESA031486","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1991","01","26",NA,NA,NA,NA,"1820.0","20837","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 11:19:37-03","ESALQ","ESA","95305","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA095305",NA,NA,NA,NA,NA,"Destefani, A.C.C. et al.","2005","03","25",NA,NA,NA,NA,"130.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 11:19:37-03","ESALQ","ESA","95379","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,"ESA095379",NA,"Souza, V.C.",NA,NA,NA,"Meireles, J.E. et al.","2005","03","22",NA,NA,NA,NA,"182.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 11:19:37-03","ESALQ","ESA","11327","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"ESA011327",NA,"Godoy, J.R.L.",NA,NA,NA,"Souza, V.C.","1988","12","11",NA,NA,NA,NA,"462.0","21922","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-04 11:19:37-03","ESALQ","ESA","65209","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA065209","ESA065209","Tamashiro, J.Y.","1999","01","13","Sampaio, D. et al.","1999","01","12",NA,NA,NA,NA,"161.0","34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-11-04 11:19:37-03","ESALQ","ESA","102162","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA102162","ESA102162","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","2004","01","17",NA,NA,NA,NA,"5023.0","34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-11-04 11:19:37-03","ESALQ","ESA","124289","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum",NA,"Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"ESA124289","ESA124289","Santos, E.L. & Barbosa, E.","2013","01","28","Brotto, M.L.","2013","01","14","Estrada do Parati, Serra da Prata, PARNA Saint - Hilaire/Lange.","145","145",NA,"856.0","15275","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-04 11:19:37-03","ESALQ","ESA","18419","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,"ESA018419",NA,"Carneiro, C.E.",NA,NA,NA,"Barreto, K.D. et al.","1994","01","27","Godinhos.",NA,NA,"Árvore, 4 m alt.; frutos imaturos verdes. Borda de mata ripária.","1917.0","38740","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
