"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"325","2019-11-21 10:03:01-03","IBt","SP","309046","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rossi, L",NA,NA,NA,"Fávero, OA; et al.","197","1993","01","23","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Cachoeira do Guilherme ao longo do Rio","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Epífita espontânea, flor isolada, feito bolinhas e cor de rosa avermelhada, exudato - mucilagem, retirada ao espremer o caule",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"326","2020-04-15 17:19:34-03","IBt","SP","249571","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Taylor, NP","1649","1991","06","13","Brasil","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA
"327","2019-11-21 10:03:01-03","IBt","SP","299181A","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2004","03","15","Nicolau, SA; et al.","1058","1996","05","30","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Epífita, flores creme esverdeadas, estames e estigmas alvos botôes amarelos",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"328","2019-11-21 10:03:01-03","IBt","SP","248443","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Catharino, ELM",NA,NA,NA,"Mamede, MCH; Anunciação, EA","435","1991","04","25","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande em direção ao Pocinho do rio Verde, mata","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Epífita, flores alvas, botões alvos",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"329","2019-11-21 10:03:01-03","IBt","SP","245823","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,"1991","06",NA,"Nagatami, Y; et al.","73","1990","09","21","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande, mata de encosta","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Planta epífita, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"330","2019-11-21 10:03:01-03","IBt","SP","244658","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,"1991","06",NA,"Rossi, L; et al.","639","1990","06","20","Brasil","São Paulo","Iguape","Reserva Ecológica Juréia-Itatins, Trilha próxima à Cachoeira do Salto","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Epifita, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"331","2019-11-21 10:03:01-03","IBt","SP","272342","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Catharino, ELM",NA,NA,NA,"Melo, MMRF; et al.","1057","1994","06","22","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Gauarauzinho, restinga da Praia do Arpoador, restinga arbustivo arbórea","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Planta epífita, frutos jovens verdes",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"332","2020-11-19 09:28:48-03","IBt","SP","298957","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, AM","2004","02","15","Queiroz, LP; et al.","4504","1996","05","28","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha do Imperador, ca. 1-5 km S do rio Verde","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Epifita pendente com cladódios verdes, flores com tépalas amareladas, translúcidas, planta herborizada com álcool",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"333","2020-08-27 12:19:16-03","IBt","SP","303902","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Leitão Filho, HF","34316","1996","02","01","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"334","2020-07-02 08:39:46-03","IBt","SP","278215","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Furlan, A","1398","1994","04","14","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"335","2019-03-12 13:31:17-03","GH","HU-HERB","GH 01677938","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","platycarpa","Rhipsalis platycarpa","(Zuccarini) Pfeiffer",NA,NA,NA,NA,"Herb. H. Smith","1294",NA,NA,NA,"Colombia","Magdalena",NA,"[no additional data]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,NA,NA,NA,NA,NA,"1294",NA,"undetermined"
