"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"157","2021-02-08 12:45:08-03","UFRGS","ICN","174753","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Lorscheitter, ML; Baptista, LRM","2006","10","27","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"158","2021-02-08 12:45:08-03","UFRGS","ICN","172860","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Lorscheitter, ML; Baptista, LRM","2008","04","04","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"159","2021-02-08 12:45:08-03","UFRGS","ICN","134981","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Paz, J","Paz, J","2002","11","15","Brasil","RS","São Francisco de Paula","Turfeira","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"133","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"160","2021-02-08 12:45:08-03","UFRGS","ICN","174756","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Lorscheitter, ML; Baptista, LRM","2006","11","25","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"161","2021-02-08 12:45:08-03","UFRGS","ICN","174754","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Lorscheitter, ML; Baptista, LRM",NA,NA,NA,"Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"162","2021-02-08 12:45:11-03","UFRGS","ICN","195259","S","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides","(Cham. & Schltdl.) Ehrend.","Mariath, J","Arzivenco, L","1978","04","13","Brasil","RS","Esmeralda","Banhado a W da EEE. Enrolamento revógiro.","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"18","América do Sul",NA,NA,NA,NA,"1981","06",NA,NA,"38649","auto",NA,NA,NA
"163","2021-02-08 12:45:11-03","UFRGS","ICN","146605","S","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides","(Cham. & Schltdl.) Ehrend.","Lima, LF","Kinupp, VF; Bührnheim, CM","2005","11","14","Brasil","RS","Encruzilhada do Sul","Fazenda XaFri Serra das Encantadas","-52.521900177002","-30.5438995361328",NA,NA,"400","400",NA,NA,"Dicotyledon",NA,"3047","América do Sul",NA,"Erva volúvel; superfície áspera cortante/aderente; flores inconspícuas cremes.",NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA
"164","2021-02-08 12:45:11-03","UFRGS","ICN","053480","S","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides","(Cham. & Schltdl.) Ehrend.","Mariath, JEA","Waechter, JL","1982","09","19","Brasil","RS","Esmeralda","Estação Ecológica Aracuri","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"1896","América do Sul",NA,"Trepadeira 1,5m altura.; Em banhado, junto com Eryngium pandanifolium.",NA,NA,"1982",NA,NA,NA,"38649","auto",NA,NA,NA
"165","2021-02-08 12:45:11-03","UFRGS","ICN","183756","S","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides","(Cham. & Schltdl.) Ehrend.","Mariath, JEA","Seger, GDS","2007","10","17","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525",NA,NA,"923","923",NA,NA,"Dicotyledon",NA,"503","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"166","2021-02-08 12:45:11-03","UFRGS","ICN","124763","S","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides","(Cham. & Schltdl.) Ehrend.",NA,"Sobral, M; Balbueno, R; Larocca, J",NA,NA,NA,"Brasil","RS","Rondinha","Parque Estadual de Rondinha","-52.9096984863281","-27.8281002044678",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"9145","América do Sul",NA,"Região de floresta ombrófila mista e floresta estacional. Trepadeira em beira de mata; flores creme.",NA,NA,NA,NA,NA,NA,"16036","auto",NA,NA,NA
"167","2020-08-26 10:50:45-03","MCN-FZBRS","HAS","45547","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Senna, R. M.","Senna, R.M.","2005","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S, Parque Estadual do Tainhas.",NA,NA,NA,NA,NA,NA,"HAS0045547",NA,"Magnoliophyta",NA,"1177",NA,NA,"; banhado; erva apoiante;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-08-26 10:50:45-03","MCN-FZBRS","HAS","44969","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Senna, R. M.","Senna, R.M.","2005","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Campos de Cima da Serra; Josafá, arredores da Estação Ecol. Est. Aratinga.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HAS0044969",NA,"Magnoliophyta",NA,"987",NA,NA,"; turfeira (Banhado Amarelo); trepadeira;",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"169","2021-02-25 09:38:56-03","IBt","SP","6701","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Brade, AC",NA,NA,NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"6707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"170","2021-02-25 09:38:56-03","IBt","SP","32420","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Kuhlmann, M",NA,NA,NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"171","2019-11-21 10:17:57-03","IBt","SP","54619","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Asplund, A","Hatschbach, G","1947","10","05","Brasil","Paraná","Piraquara","Rio Pamital","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"770",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"172","2019-11-21 10:17:57-03","IBt","SP","25416","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Brade, AC","1921","10","13","Brasil","São Paulo","São Paulo","Vila Ema","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
