"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2021-03-15 16:37:00-03","NY","NYBG","01167356","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"D. G. Campbell","1974","03","21","South America","Brazil","Manaus-Porto Velho Highway Km 215","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390343' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167356","Magnoliophyta","Fabales","DC.","J. W. Grimes","20778","Amazonas","NY01167356_01",NA,NA,"-61.095947","-4.4899751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01167361","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. R. Spironelo",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167361","Magnoliophyta","Fabales","DC.",NA,"A11-5","Amazonas","NY01167361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01179382","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. A. Black",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391540' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179382","Magnoliophyta","Fabales","DC.","W. A. Ducke","47-2151","Pará","NY01179382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01179398","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. T. Prance","1968","07","05","South America","Brazil","Road to Cassiterite Mines, in Serra dos Tres Irmãos, north bank of Rio Madeira, 8 Km above Mutumparaná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179398","Magnoliophyta","Fabales","DC.","T. S. Elias","5625","Rondônia","NY01179398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00924626","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. C. G. Argent","1968","08","13","South America","Brazil","Forest near Base Camp","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924626","Magnoliophyta","Fabales","DC.","J. W. Grimes","6653","Mato Grosso","NY00924626_01",NA,NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","01179376","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"N. T. da Silva",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179376","Magnoliophyta","Fabales","DC.",NA,"1146","Amapá","NY01179376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01189752","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. A. Black",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391854' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189752","Magnoliophyta","Fabales","DC.","R. S. Cowan","51 -12829","Roraima","NY01189752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","02098213","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"L.A. Gomes","2012","04","19","South America","Brazil","Capela. RVS Mata do Junco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207919' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098213","Magnoliophyta","Fabales","DC.","T. D. Pennington","384","Sergipe","NY02098213_01",NA,NA,"-37.0633","-10.5361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01048778","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"M. M. Arbo","1997","02","10","South America","Brazil","Dois Irmãos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194263' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048778","Magnoliophyta","Fabales","DC.","F. Bonadeu da Silva","7859","Pernambuco","NY01048778_01","thibaudiana","Recife","-34.950715","-8.007784",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","754850","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"C. A. Cid Ferreira","1980","10","24","South America","Brazil","Estrada par Xapuri Km 12, a 3Km da margem esquerda.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754850","Magnoliophyta","Fabales","DC.","H. C. de Lima","3036","Acre","NY00754850_01",NA,"Rio Branco","-67.7696022","-10.0585059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","01167357","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"M. Pacheco","1989","01","07","South America","Brazil","Distrito Agropecuário, Reserva Florestal 1501 (km 41) of the WWF/INPA MCS Project.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167357","Magnoliophyta","Fabales","DC.","J. W. Grimes","92","Amazonas","NY01167357_01",NA,NA,"-59.716667","-2.4","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00924602","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. T. Prance","1964","10","23","South America","Brazil","Serra do Caiapó. 52 km south of Caiaponia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924602","Magnoliophyta","Fabales","DC.","T. S. Elias","59573","Goiás","NY00924602_01",NA,"Caiapônia","-51.8103","-16.9569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","418786","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"J. E. de Paula","1985","05","28","South America","Brazil","Itapoaba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418786","Magnoliophyta","Fabales","DC.",NA,"1808","Pernambuco","NY00418786_01",NA,"Cabo do Santo Agostinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","761926","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"C. Figueiredo","1993","12","09","South America","Brazil","Reserva Chico Mendes. Seringal Boa Vista. Colocaçao Pimenteira.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761926","Magnoliophyta","Fabales","DC.",NA,"201","Acre","NY00761926_01",NA,"Xapuri","-68.5042","-10.6519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1738319","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"P. da C. Gadelha Neto","2012","05","26","South America","Brazil","Jardim Botânico: Trilha do Vigia. Floresta Estacional Semidecidual das Terras Baixas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1988027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738319","Magnoliophyta","Fabales","DC.",NA,"3310","Paraíba","NY01738319_01",NA,"João Pessoa","-34.8636","-7.1319","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2016-12-16 12:04:00-02","NY","NYBG","418851","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"M. Aulestia","1993","09","26","South America","Ecuador","Orellana Canton. Parque Nacional Yasuni. Carretera y oleoducto de Maxus en construccion, km 54-58","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418851","Magnoliophyta","Fabales",NA,"T. D. Pennington","734","Napo",NA,NA,NA,"-76.5","-0.8","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","01167316","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"L. O. A. Teixeira","1982","06","04","South America","Brazil","Estrada Humaitá-Lábrea, km 20.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167316","Magnoliophyta","Fabales","DC.","J. W. Grimes","914","Amazonas","NY01167316_01",NA,"Humaitá","-63.1964","-7.5922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01179369","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"S. S. da Silva",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179369","Magnoliophyta","Fabales","DC.",NA,"0.306","Amazonas","NY01179369_01 NY01179369_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01189768","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"C. C. Berg",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391897' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189768","Magnoliophyta","Fabales","DC.","J. W. Grimes","BG554","Pará","NY01189768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","00924605","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. W. Thomas","1985","10","04","South America","Brazil","Muns. Sinop & Colider: Cerrado and adjacent forest of Serra Formosa along BR 080, 65 km E of junction with BR 163.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924605","Magnoliophyta","Fabales","DC.","J. W. Grimes","4190","Mato Grosso","NY00924605_01",NA,NA,"-54.43","-10.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","01167367","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. A. Ducke",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167367","Magnoliophyta","Fabales","DC.",NA,"736","Amazonas","NY01167367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","01189807","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. T. Prance","1985","07","13","South America","Brazil","Margin of Rio Cuieiras (Jauari) below Aracá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314503' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189807","Magnoliophyta","Fabales","DC.","J. W. Grimes","29523","Amazonas","NY01189807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","02852555","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"L. Santos","2015","02","12","South America","Brazil","Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO - 431, Subunidade 1, Subparcela 7, Árvore 23/ F6.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3102604' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852555","Magnoliophyta","Fabales","DC.",NA,"1433","Rondônia","NY02852555_01",NA,"Costa Marques","-64.50944444","-11.87944444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","02913487","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"E. Córdula","2016","03","10","South America","Brazil","Usina Trapiche. Mata de Xanguá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3241655' target='other'> <mi>dwc_moreinfo</mi></a>","NY02913487","Magnoliophyta","Fabales","DC.",NA,"1107","Pernambuco","NY02913487_01","thibaudiana","Sirinhaém","-35.1152778","-8.5894444","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01189765","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"D. C. Daly","1981","10","30","South America","Brazil","Approx. 25 Km S of Tucuruí, just off old BR 422 at junction with old railroad bed.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189765","Magnoliophyta","Fabales","DC.","J. W. Grimes","1089","Pará","NY01189765_01",NA,"Tucuruí","-49.6735668","-3.9906516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","01189761","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"G. K. Gottsberger",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189761","Magnoliophyta","Fabales","DC.",NA,"113-14183","Pará","NY01189761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","01189767","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"T. N. Guedes",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189767","Magnoliophyta","Fabales","DC.","W. A. Ducke","279","Pará","NY01189767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","01189764","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"D. C. Daly","1981","10","31","South America","Brazil","Approx. 30-35 km from Tucuruí; 25 km on old BR-422, then 5-10km E on old railroad bed.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189764","Magnoliophyta","Fabales","DC.","J. W. Grimes","1123","Pará","NY01189764_01",NA,NA,"-49.6735668","-3.9906516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01167360","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. R. Spironelo",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167360","Magnoliophyta","Fabales","DC.",NA,"A39-1","Amazonas","NY01167360_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","777836","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"J. G. de Carvalho-Sobrinho","2001","11","03","South America","Brazil","Serra da Jibóia: Morro da Pioneira","sheet",NA,"Flores em álcool <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777836","Magnoliophyta","Fabales","DC.","J. G. de Carvalho-Sobrinho","85","Bahia","NY00777836_01",NA,"Santa Teresinha","-39.4753","-12.8447","650","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","01179393","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana russotomentella",NA,"J. M. Pires",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179393","Magnoliophyta","Fabales","(Malme) T.D.Penn.","O. Poncy","51086","Amapá","NY01179393_01","russotomentella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","02499231","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"F. A. Michelangeli","2014","03","20","South America","Guyana","Potaro River, along river margin between second and third sets of rapids above Chenapau, around mouth of Kopinang Creek","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2362917' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499231","Magnoliophyta","Fabales","DC.","A. Radosavljevic","2372","Potaro-Siparuni","NY02499231_01","thibaudiana",NA,"-59.65808","5.02428","530","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","1292942","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"C. A. Cid Ferreira","1986","03","10","South America","Brazil","Canteiro de Obras da Hidrelétrica de Balbina. Estrada para a Ilha do Passarinho.","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1570752' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292942","Magnoliophyta","Fabales","DC.",NA,"6698","Amazonas","NY01292942_01",NA,"Presidente Figueiredo","-59.4734144","-1.9155557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","01189812","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. R. Spironelo",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1392288' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189812","Magnoliophyta","Fabales","DC.",NA,"A31-2","Amazonas","NY01189812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","01189810","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. R. Spironelo",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1392284' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189810","Magnoliophyta","Fabales","DC.",NA,"A25-2","Amazonas","NY01189810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","02098212","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"L.A. Gomes","2011","04","11","South America","Brazil","Capela, RVS Mata do Junco: Borda de mata.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207916' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098212","Magnoliophyta","Fabales","DC.","T. D. Pennington","245","Sergipe","NY02098212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","00194558","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. L. Balée","1986","06","13","South America","Brazil","Xingu River. Assurini Indians","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194558","Magnoliophyta","Fabales","DC.","W. L. Balée","2487","Pará","NY00194558_01 NY00194558_02",NA,NA,"-52.5854588","-7.2040035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","01167365","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Luíz",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390351' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167365","Magnoliophyta","Fabales","DC.",NA,"1734","Amazonas","NY01167365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","418766","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"W. W. Thomas","1994","02","14","South America","Brazil","14.7 km west of Olivença on road to Vila Brasil.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418766","Magnoliophyta","Fabales","DC.","J. W. Grimes","10389","Bahia","NY00418766_01",NA,"Ilhéus","-39.0883","-14.9819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","01189808","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"C. A. Cid Ferreira","1986","03","10","South America","Brazil","Canteiro de Obras da Hidrelétrica de Balbina. Estrada para a Ilha do Passarinho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314449' target='other'> <mi>dwc_moreinfo</mi></a>","NY01189808","Magnoliophyta","Fabales","DC.",NA,"6698","Amazonas","NY01189808_01",NA,"Presidente Figueiredo","-59.4734144","-1.9155557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
