"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"1294","2020-11-12 17:01:44-03","UEL","FUEL","13541","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Tamashiro, JY; et al.","154","1980","08","26","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"FUEL006607",NA,"1999",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","2020-11-12 17:01:44-03","UEL","FUEL","13891","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","2074","1983","09","06","Brasil","MInas Gerais","Poços de Caldas","Córrego do Meio","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"FUEL006620",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","2020-11-12 17:01:44-03","UEL","FUEL","16226","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Torres, RB","Torres, RB; Franceschinelli, EV; et al.","736","1999","10","11","Brasil","Minas Gerais","Camanducaia","Mata dos Mota, beira da mata","-46.133333","-22.733333","-46.133333","-22.733333","1000","1000","FUEL006626",NA,"2003","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","2020-11-12 17:01:44-03","UEL","FUEL","44002","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Estevan, DA","Estevan, DA; et al.","1132","2005","07","12","Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.308417","-24.143083","-50.308417","-24.143083","1050","1050","FUEL006613",NA,"2006",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","2020-11-12 17:01:44-03","UEL","FUEL","44162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cotarelli, VM","Cotarelli, VM; Francisco, EM","111","2008","06","10","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.15","-23.933333","-51.15","-23.933333",NA,NA,"FUEL006622",NA,"2009",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","2020-11-12 17:01:44-03","UEL","FUEL","46329","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Oliveira, AA","Uller, HF","52","2008","11","01","Brasil","Santa Catarina","Taió","Santo Antônio","-50.034269","-27.046397","-50.034269","-27.046397","380","380","FUEL009557",NA,"2010","02","25",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","2020-11-12 17:01:44-03","UEL","FUEL","47090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Aguiar, TH","Erick Augusto Bassi; et al.","1","2010","06","12","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado, trilha do parque","-49.668333","-24.181111","-49.668333","-24.181111","810","810","FUEL006648",NA,"2010","11",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","2020-11-12 17:01:44-03","UEL","FUEL","49074","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Sobral, M","Gasper, AL; Brogni, E; Santos, EM","982","2007","11","20","Brasil","Santa Catarina","Major Vieira","Toldo de Cima","-50.399722","-26.547778","-50.399722","-26.547778","867","867","FUEL006643",NA,"2008","04","01","Florística IFFSC 894. Lat. 559789 S Long. 7063513 O.",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","2020-11-12 17:01:44-03","UEL","FUEL","49122","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Korte, A","Korte, A; Kniess, A","4422","2010","09","17","Brasil","Santa Catarina","Monte Castelo","Serra da Garganta, interior do fragmento","-50.223333","-26.8175","-50.223333","-26.8175","1195","1195","FUEL006645",NA,"2010","10","15","Florística IFFSC 737 ( Arbusto)",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","2020-11-12 17:01:44-03","UEL","FUEL","49240","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Korte, A","Korte, A; Kniess, A","4821","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra, interior do fragmento","-50.4","-26.64","-50.4","-26.64","1009","1009","FUEL006644",NA,"2010","10","27","Florística IFFSC 847 (Arbusto).",NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","2020-11-12 17:01:44-03","UEL","FUEL","49997","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meyer, FS","Ferreira Jr, M; Francisco, EM","197","2011","07","26","Brasil","Paraná","São Jerônimo da Serra","Rancho Carolina, borda da mata","-50.729972","-23.725611","-50.729972","-23.725611",NA,NA,"FUEL004747",NA,"2017","08",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","2020-11-12 17:01:44-03","UEL","FUEL","54204","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Seubert, RC","Seubert, RC; Sampaio, DK; Hofschneider, E; Rezini, JA; Gebien, W","79","2014","03","10","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí","-49.195","-27.11","-49.195","-27.11","688","688","FUEL006623",NA,"2014","03","10",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","2020-11-12 17:01:44-03","UEL","FUEL","16227","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Torres, RB; et al.","937","1999","11","22","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"FUEL006625",NA,"2001","05",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"22140","auto",NA,NA,NA,NA,NA
"1307","2020-11-12 17:01:44-03","UEL","FUEL","28878","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Pavão, OC; et al.","s.n.","2000","08","26","Brasil","Paraná","Curiúva","Sítio Torre Alta, borda da mata","-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"FUEL006658",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"23566","auto",NA,NA,NA,NA,NA
"1308","2020-11-12 17:01:44-03","UEL","FUEL","49762","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Souza, MKF","s.n.","2000","03","21","Brasil","Paraná","Jaguariaíva","Fazenda Restingão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"FUEL006640",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"44368","auto",NA,NA,NA,NA,NA
"1309","2020-11-12 17:01:44-03","UEL","FUEL","28849","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Vieira, AOS","Pavão, OC; et al.","12","1999","09","01","Brasil","Paraná","Mauá da Serra","Sítio Xaxim 2, na borda da mata","-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,"FUEL006656",NA,"1999",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"16036","auto",NA,NA,NA,NA,NA
"1310","2020-11-12 17:01:44-03","UEL","FUEL","17903","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Takahashi, E; et al.","15","1993","11","28","Brasil","Paraná","Palmeira","Rodovia do Café, margem esquerda do Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"FUEL006624",NA,"1999",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"35166","auto",NA,NA,NA,NA,NA
"1311","2020-11-12 17:01:44-03","UEL","FUEL","42293","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Caxambu, MG","Caxambu, MG","1250","2006","11","17","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"FUEL006614",NA,"2006","12","04",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"1312","2020-11-12 17:01:44-03","UEL","FUEL","25388","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Cavalheiro, AL; et al.","s.n.","1998","08","21","Brasil","Paraná","São Jerônimo da Serra","Rancho Carolina","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"FUEL006655",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"1313","2020-11-12 17:01:44-03","UEL","FUEL","33517","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"K.L.V.R. de Sá; et al.","251","2002","08","15","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"FUEL006659",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"1314","2020-11-12 17:01:44-03","UEL","FUEL","34667","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"K.L.V.R. de Sá; et al.","275","2002","09","05","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo, fragmento perto da casa das bananeiras","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"FUEL006619",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"1315","2020-11-12 17:01:44-03","UEL","FUEL","15882","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Camargo, EH; Baitello, JB","29","1999","10","16","Brasil","Paraná","Telêmaco Borba","Parque Ecológico Samuel Klabin","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"FUEL006627",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"1316","2020-11-12 17:01:44-03","UEL","FUEL","19089","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Uejima, AMK","42","1996","11","13","Brasil","Paraná","Telêmaco Borba","Parque Ecológico Samuel Klabin, borda da mata","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"FUEL006633",NA,"1997","04","07",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"1317","2020-11-12 17:01:44-03","UEL","FUEL","28942","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Ito, ET; Domingos, JB","s.n.","1997","09","13","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006662",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1318","2020-11-12 17:01:44-03","UEL","FUEL","14217","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Canevari, R; et al.","s.n.","1991","11","04","Brasil","Paraná","Tibagi","Canion do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006652",NA,"2004","04","15",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1319","2020-11-12 17:01:44-03","UEL","FUEL","18290","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R; Martins, E","Yabe, RS","s.n.","1992",NA,NA,"Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006657",NA,"1992","10",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1320","2020-11-12 17:01:44-03","UEL","FUEL","14676","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Dias, AT; et al.","s.n.","1994","11","04","Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006630",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1321","2020-11-12 17:01:44-03","UEL","FUEL","13123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R; Martins, E","Yabe, RS","s.n.",NA,NA,NA,"Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1322","2020-11-12 17:01:44-03","UEL","FUEL","20164","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Ohara, D; et al.","s.n.","1996","09","14","Brasil","Paraná","Tibagi","Canion Guartelá, beira da trilha para o canyon","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006636",NA,"2004","04","15",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1323","2020-11-12 17:01:44-03","UEL","FUEL","17442","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Rosa, NV; et al.","s.n.","1995","10","28","Brasil","Paraná","Tibagi","Canion Guartelá, em capão","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006632",NA,"1997","04","07",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1324","2020-11-12 17:01:44-03","UEL","FUEL","28908","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Mostasso, L; Tokairin, MT","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon do Guartelá, Paredão","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006649",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1325","2020-11-12 17:01:44-03","UEL","FUEL","28913","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Dias, BG; Tiago, PV","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, beira do riacho","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006661",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1326","2020-11-12 17:01:44-03","UEL","FUEL","22959","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Nakano, EM; Medri, IM","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, borda da mata ciliar","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006646",NA,"1999",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1327","2020-11-12 17:01:44-03","UEL","FUEL","22960","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Barros, JC; Ito, ET","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, parte mais alta","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006631",NA,"1999","07","02",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1328","2020-11-12 17:01:44-03","UEL","FUEL","28905","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Barbosa, ER; Silva Jr, WN","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006663",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1329","2020-11-12 17:01:44-03","UEL","FUEL","26985","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Rodrigues, FN; et al.","s.n.","1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá, Rio Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006650",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1330","2020-11-12 17:01:44-03","UEL","FUEL","23695","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cervi, AC","Moro, RS; Takeda, IJ","347","1992","09","25","Brasil","Paraná","Tibagi","Canyon Guartelá, Trilha dos Cavalos, beira de capão","-50.4136009216309","-24.5093994140625",NA,NA,"750","750","FUEL006628",NA,"1993","12",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1331","2020-11-12 17:01:44-03","UEL","FUEL","17564","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Paiva, MRC","s.n.","1995","08","18","Brasil","Paraná","Tibagi","Fazenda Batavo, Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006629",NA,"2001","02",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1332","2020-11-12 17:01:44-03","UEL","FUEL","23696","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cervi, AC","Moro, RS; et al.","923","1993","08","07","Brasil","Paraná","Tibagi","Guartelá, Riacho do Pedregulho","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006647",NA,"1993","12",NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1333","2020-11-12 17:01:44-03","UEL","FUEL","20801","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Pinheiro, DN; et al.","s.n.","1994","10","07","Brasil","Paraná","Tibagi","Margem direita do Rio Tibagi, próximo à ponte","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006654",NA,"2004","04","15",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1334","2020-11-12 17:01:44-03","UEL","FUEL","20411","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Garrote, V","s.n.","1995","09","24","Brasil","Paraná","Tibagi","Saída para Castro","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FUEL006651",NA,"2004","04","15",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"1335","2020-11-12 17:01:44-03","UEL","FUEL","24259","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Viani, RAG; et al.","s.n.","1998","07","05","Brasil","Paraná","Ventania","beira do córrego","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006618",NA,"1999","07","02",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1336","2020-11-12 17:01:44-03","UEL","FUEL","36649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Estevan, DA","Estevan, DA; et al.","446","2004","07","23","Brasil","Paraná","Ventania","Campo de Fora, beira da água","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006612",NA,"2004",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1337","2020-11-12 17:01:44-03","UEL","FUEL","22248","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Souza, LRM; et al.","s.n.","1998","07","21","Brasil","Paraná","Ventania","Fazenda Santa Inês, borda da mata","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006610",NA,"1999","07","02",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1338","2020-11-12 17:01:44-03","UEL","FUEL","36650","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Estevan, DA","Estevan, DA; et al.","447","2004","09","28","Brasil","Paraná","Ventania","Sítio Imbuía","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006615",NA,"2004",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1339","2020-11-12 17:01:44-03","UEL","FUEL","23883","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Cavalheiro, AL; et al.","s.n.","1998","10","23","Brasil","Paraná","Ventania","Sítio Pinheiro","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006611",NA,"1999","07","02",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1340","2020-11-12 17:01:44-03","UEL","FUEL","33879","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Estevan, DA","Estevan, DA; et al.","199","2002","10","31","Brasil","Paraná","Ventania","Sítio Pinheiro, beira da mata","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"FUEL006617",NA,"2002",NA,NA,NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"32424","auto",NA,NA,NA,NA,NA
"1341","2020-11-12 17:01:44-03","UEL","FUEL","39530","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Pastore, JA","Sakita, MN","s.n.","2005","07","28","Brasil","São Paulo","Cotia","Reserva de Morro Grande","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"FUEL006616",NA,"2006","07","21",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"23869","auto",NA,NA,NA,NA,NA
"1342","2020-11-12 17:01:44-03","UEL","FUEL","38450","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Semir, J; Goldenberg, R","Souza, VC; et al.","4084","1993","09","10","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"FUEL006621",NA,"1994","08","11",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"1343","2019-11-01 15:04:22-03","UnB","UB","101078","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Munhoz, CBR","Munhoz, CBR","304","1995",NA,NA,"Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","2019-11-01 15:04:22-03","UnB","UB","101079","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Munhoz, CBR","Nitikman, LZ","160","1995","04","10","Brasil","Distrito Federal",NA,"25km ao S de Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
